level,n_elem_target,n_elem_actual,n_c,h_eff,err_l2,ref_l2,rel_l2,rate,err_node_l2,ref_node_l2,rel_node_l2,gap_shift_rel,min_gap,final_cone_margin_abs,adjoint_rel,delassus_sym_rel,delassus_min_eig,patch_all_inf,soc_res_inf,max_friction_power_pos,n_open,n_sticking,n_sliding,n_other_active,contact_ok,t_build_s,t_solve_s,t_total_s,n_acc,n_rej
0,20,1028,8,6.237829e-01,1.193324e-03,4.423753e-03,0.269754,,1.369991e-03,4.921019e-03,0.278396,4.275198e-01,-3.812285e-15,3.797780e-10,4.849385e-16,6.645735e-02,7.740376e-02,8.881784e-16,8.387920e-12,0.000000e+00,0,0,8,0,1,0.596,53.622,54.219,1,0
1,30,2326,11,4.146915e-01,1.134369e-03,4.438569e-03,0.255571,0.124,1.392620e-03,5.852106e-03,0.237969,5.229123e-01,-2.755608e-15,5.065743e-10,6.774336e-16,7.450933e-02,1.708691e-01,6.661338e-16,1.407781e-11,0.000000e+00,0,0,11,0,1,0.955,63.826,64.781,1,0
2,40,4284,15,3.055662e-01,5.473248e-04,4.448553e-03,0.123034,2.387,8.690055e-04,7.011419e-03,0.123941,5.467645e-01,-4.293330e-15,5.381864e-10,5.965130e-16,6.265704e-02,3.772277e-02,6.661338e-16,8.946917e-12,0.000000e+00,0,0,15,0,1,1.719,106.523,108.243,1,0
3,50,6644,19,2.453665e-01,1.167871e-03,4.454040e-03,0.262205,-3.454,2.161920e-03,7.826958e-03,0.276215,5.087459e-01,-7.184138e-15,1.265477e-11,8.225706e-16,8.719272e-02,4.185318e-02,4.440892e-16,1.751377e-12,0.000000e+00,1,0,18,0,1,2.976,135.266,138.242,1,0
4,60,9462,22,2.056073e-01,4.925488e-04,4.456122e-03,0.110533,4.884,9.460275e-04,8.541158e-03,0.110761,5.560295e-01,-4.076031e-15,1.071584e-09,6.463253e-16,7.807320e-02,8.348414e-02,7.771561e-16,3.246810e-11,0.000000e+00,0,0,22,0,1,4.719,196.097,200.817,1,0
5,70,13070,25,1.749412e-01,5.024449e-04,4.456989e-03,0.112732,-0.123,1.031369e-03,9.119727e-03,0.113092,5.996211e-01,-6.012443e-15,3.316551e-09,9.814015e-16,9.108128e-02,4.153084e-02,6.661338e-16,8.781975e-11,0.000000e+00,0,0,25,0,1,9.018,261.184,270.203,1,0
