level,n_elem_target,n_elem_actual,n_c,h_eff,err_l2,ref_l2,rel_l2,rate,err_node_l2,ref_node_l2,rel_node_l2,gap_shift_rel,min_gap,final_cone_margin_abs,adjoint_rel,delassus_sym_rel,delassus_min_eig,patch_all_inf,soc_res_inf,max_friction_power_pos,n_open,n_sticking,n_sliding,n_other_active,contact_ok,t_build_s,t_solve_s,t_total_s,n_acc,n_rej
0,20,1028,8,6.237829e-01,1.193324e-03,4.423753e-03,0.269754,,1.369991e-03,4.921019e-03,0.278396,4.275198e-01,-3.420875e-15,3.964438e-10,4.849385e-16,6.645735e-02,7.740376e-02,8.881784e-16,9.648948e-12,0.000000e+00,0,0,8,0,1,0.560,51.456,52.016,1,0
