N,node,s_true,x_sur,y_sur,x_hat,y_hat,delta_norm,delta_over_h,delta_n,delta_t,delta_t_frac,normal_x,normal_y,abs_err,signed_err,class,plus_scalar_dof,plus_selected_elem,plus_selected_loc,plus_parent_elem,plus_selected_is_parent,plus_bary_min_selected,plus_bary_min_parent,plus_inside_selected,plus_inside_parent,minus_scalar_dof,minus_selected_elem,minus_selected_loc,minus_parent_elem,minus_selected_is_parent,minus_bary_min_selected,minus_bary_min_parent,minus_inside_selected,minus_inside_parent
50,0,-3.3306690738754696e-16,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,-0.8660254037844387,-0.5,0.00046697070270682647,0.00046697070270682647,sliding,200,4610,0,4610,1,0.0,0.0,1,1,3423,4609,0,4609,1,-0.0,-0.0,1,1
50,1,-1.0,11.44675606936122,7.253421001036307,11.5,7.401923788646684,0.15775929157396684,0.3943982289349171,-0.12036199033570875,0.10198522128400093,0.6464609486166731,-0.8660254037844387,-0.5,0.0009370356614594712,0.0009370356614594712,sliding,214,41,0,538,0,-0.06414871910630549,0.06422903576636431,0,1,3424,953,0,2873,0,-0.4847115451346048,-0.3002590412592134,0,0
50,2,-0.5556686984271184,10.82984393065386,8.554217781045509,10.833503047640678,8.556330373222844,0.004225184354670587,0.010562960886676466,-0.004225184354670588,-2.70000091297637e-16,6.390255871301202e-14,-0.8660254037844387,-0.5,0.0004515042647645934,0.0004515042647645934,sliding,305,2187,0,2187,1,0.0004947074778432859,0.0004947074778432859,1,1,3425,889,0,5183,0,-0.008540461612869239,-0.02059013125799933,0,0
50,3,0.555668698427118,9.17015606934614,11.44578221895449,9.166496952359322,11.443669626777154,0.004225184354670587,0.010562960886676466,0.004225184354670588,2.70000091297637e-16,6.390255871301202e-14,-0.8660254037844387,-0.5,0.00046537500043585195,0.00046537500043585195,sliding,307,891,0,5185,0,-0.008587882822790886,-0.020590131257999026,0,0,3426,2189,0,2189,1,0.0004930633751785203,0.0004930633751785203,1,1
50,4,-0.29465464301593813,10.34659452928301,9.179392820001848,10.441981964523908,9.234464781415488,0.11014392282728083,0.27535980706820207,-0.11014392282728083,-3.3285246225478813e-16,3.021977551832266e-15,-0.8660254037844387,-0.5,0.0004659823171617519,0.0004659823171617519,sliding,619,490,0,490,1,0.027764043229649066,0.027764043229649066,1,1,3427,246,0,246,1,-0.2646374839149283,-0.2646374839149283,0,0
50,5,0.29465464301593736,9.653405470716994,10.82060717999815,9.558018035476094,10.76553521858451,0.11014392282728237,0.2753598070682059,0.11014392282728237,1.2210308819549134e-15,1.1085776233606846e-14,-0.8660254037844387,-0.5,0.0004602270113565261,0.0004602270113565261,sliding,621,248,0,248,1,-0.2646374839149325,-0.2646374839149325,0,0,3428,492,0,492,1,0.027764043229647057,0.027764043229647057,1,1
50,6,0.16911467796275592,9.596702520102369,10.35298652049189,9.746327983055867,10.439372821805714,0.17277260262764907,0.43193150656912266,-0.1727726026276491,1.1429814292010003e-16,6.615524752291294e-16,-0.8660254037844387,-0.5,0.00046517658469629646,0.00046517658469629646,sliding,1064,248,1,248,1,-0.032506874482482684,-0.032506874482482684,0,0,3429,492,1,492,1,-0.34690625119097324,-0.34690625119097324,0,0
50,7,-0.16911467796275526,10.40329747989763,9.647013479508113,10.253672016944133,9.560627178194288,0.17277260262764754,0.43193150656911883,0.17277260262764754,-1.0024765626202253e-15,5.802288947285941e-15,-0.8660254037844387,-0.5,0.0004686563484447952,0.0004686563484447952,sliding,1066,490,1,490,1,-0.3469062511909736,-0.3469062511909736,0,0,3430,246,1,246,1,-0.032506874482480574,-0.032506874482480574,0,0
50,8,0.9431875737920266,8.40127978150891,12.34427604924609,8.585218639311961,12.450473198313114,0.21239429813404762,0.530985745335119,-0.21239429813404762,-3.5107880440943565e-16,1.6529577653156236e-15,-0.8660254037844387,-0.5,0.000766565303121013,0.000766565303121013,open,1461,3624,1,3624,1,0.17049416686771884,0.17049416686771884,1,1,3431,163,1,731,0,-0.17378684417156065,-0.30685615909943675,0,0
50,9,-0.422160087683803,10.72425444795404,8.95574305889589,10.633240131525705,8.903195918805881,0.10509428018001864,0.26273570045004657,0.10509428018001864,-2.061771697454163e-16,1.961830552454903e-15,-0.8660254037844387,-0.5,0.0004743181661671556,0.0004743181661671556,sliding,1641,291,1,2187,0,-0.21723191038618533,-0.3167397972692104,0,0,3432,1964,1,5183,0,-0.041242441272031694,-0.20890922048187688,0,0
50,10,0.4221600876838034,9.275745552045958,11.04425694110411,9.366759868474295,11.096804081194119,0.10509428018002018,0.2627357004500504,-0.10509428018002018,-6.820012499547089e-16,6.4894231045351076e-15,-0.8660254037844387,-0.5,0.00046812820383355415,0.00046812820383355415,sliding,1643,1966,1,5185,0,-0.041242441272025254,-0.20890922048187843,0,0,3433,293,1,2189,0,-0.21723191038619116,-0.31689410455265216,0,0
50,11,-0.884654713070327,11.26284040378723,7.664567426683947,11.32698206960549,7.701599634710391,0.07406441605288742,0.18516104013221854,-0.07406441605288742,3.6480391908389604e-16,4.925495109870296e-15,-0.8660254037844387,-0.5,0.000504552781799664,0.000504552781799664,sliding,1645,538,2,538,1,-0.08662128605537411,-0.08662128605537411,0,0,3434,2873,1,2873,1,-0.20249402074079845,-0.20249402074079845,0,0
50,12,0.7602669269733806,8.898396056615775,11.99763055641107,8.859599609539929,11.975231417248228,0.04479827832568194,0.11199569581420483,0.044798278325681944,-3.912851360156075e-16,8.734378878826058e-15,-0.8660254037844387,-0.5,0.0005403380849700659,0.0005403380849700659,sliding,1987,2031,1,2031,1,-0.15876398081261772,-0.15876398081261772,0,0,3435,14,1,14,1,-0.043562823515993485,-0.043562823515993485,0,0
50,13,-0.7588410326140007,11.10252269205192,8.007839326332885,11.138261548921001,8.02847316496678,0.04126767726778745,0.10316919316946861,-0.04126767726778745,1.3547127116903863e-15,3.282745241268624e-14,-0.8660254037844387,-0.5,0.00045105862496452615,0.00045105862496452615,sliding,1989,901,2,2875,0,0.044773661111329764,-0.04956670752714096,1,0,3436,2692,2,2876,0,-0.07793865931704769,-0.11472350591152147,0,0
50,14,0.9022649742910398,8.770932196136048,12.41593492731066,8.64660253856344,12.344153166042862,0.14356352253559765,0.3589088063389941,0.14356352253559765,1.6658681053310963e-16,1.1603700410165346e-15,-0.8660254037844387,-0.5,0.0007129644347334937,0.0007129644347334937,sliding,2260,2031,2,3624,0,-0.5087855424159662,-0.11524199746574093,0,0,3437,14,2,163,0,-0.2420860601745813,0.11746761442657949,0,1
50,15,0.6619640248929515,8.968268938481781,11.69744044169592,9.007053962660573,11.719832985846072,0.044785088300303144,0.11196272075075786,-0.04478508830030315,1.0248645355618658e-15,2.288405749453281e-14,-0.8660254037844387,-0.5,0.0004881404541954024,0.0004881404541954024,sliding,2863,3241,2,3241,1,0.006397452068742759,0.006397452068742759,1,1,3438,1224,2,4042,0,-0.14244363528009074,-0.13778951572083128,0,0
50,16,-0.6572083563190132,11.0289539541587,8.317430313810533,10.98581253447852,8.292522603544958,0.04981542053114994,0.12453855132787485,0.04981542053114994,-7.582721613930033e-17,1.5221635254867522e-15,-0.8660254037844387,-0.5,0.00044021721570533393,0.00044021721570533393,sliding,2865,1226,2,4044,0,-0.15796448637523453,-0.15337604916677192,0,0,3439,3239,2,3239,1,0.014451377688882938,0.014451377688882938,1,1
50,17,0.09149857064243716,9.916578724679603,10.26879705058289,9.862752144036344,10.237720259758946,0.06215358164788568,0.1553839541197142,0.06215358164788568,-1.0723925544524743e-15,1.7253914030696163e-14,-0.8660254037844387,-0.5,0.0004722488882748185,0.0004722488882748185,sliding,3037,2242,2,4610,0,-0.11859721332483031,-0.21535313347704377,0,0,3440,2243,1,4609,0,0.10332019310325466,-0.16795548797076362,1,0
50,18,-0.09132164969130807,10.08412525809745,9.732222266215505,10.136982474536962,9.76273939435547,0.06103425627993357,0.1525856406998339,-0.06103425627993358,-1.0500230322953347e-15,1.7203831033500348e-14,-0.8660254037844387,-0.5,0.00047464142463654255,0.00047464142463654255,sliding,3039,2245,1,4612,0,0.10113121259551025,-0.16364444305975373,1,0,3441,2240,2,4611,0,-0.11624398005474457,-0.21227803741469925,0,0
