N,node,s_true,x_sur,y_sur,x_hat,y_hat,delta_norm,delta_over_h,delta_n,delta_t,delta_t_frac,normal_x,normal_y,abs_err,signed_err,class,plus_scalar_dof,plus_selected_elem,plus_selected_loc,plus_parent_elem,plus_selected_is_parent,plus_bary_min_selected,plus_bary_min_parent,plus_inside_selected,plus_inside_parent,minus_scalar_dof,minus_selected_elem,minus_selected_loc,minus_parent_elem,minus_selected_is_parent,minus_bary_min_selected,minus_bary_min_parent,minus_inside_selected,minus_inside_parent
40,0,-3.3306690738754696e-16,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,-0.8660254037844387,-0.5,0.00025201069145830077,0.00025201069145830077,sliding,160,1489,0,1489,1,0.0,0.0,1,1,2223,1490,0,1494,0,-0.0,-0.0,1,1
40,1,-1.0,11.3397212543554,7.196864111498257,11.5,7.401923788646684,0.26026668533952513,0.5205333706790503,-0.24133530398914152,0.09744751688007264,0.3744141004944588,-0.8660254037844387,-0.5,0.00038670920301116344,0.00038670920301116344,sliding,174,2681,0,2681,1,-0.11780344043348291,-0.11780344043348291,0,0,2224,1564,0,2892,0,-0.40088279419211686,0.10480683117653439,0,1
40,2,-0.5782231954678538,10.87260731882623,8.500776165090855,10.867334793201781,8.49773207100227,0.006088188177169363,0.012176376354338726,0.006088188177169363,-3.3331960653698023e-16,5.474857163366353e-14,-0.8660254037844387,-0.5,3.135764765146401e-05,3.135764765146401e-05,sliding,264,619,0,961,0,-0.007726706042937295,-0.010151008795545117,0,0,2225,1339,0,3922,0,-0.009520129363157083,-0.003707983956551529,0,0
40,3,0.578223195467855,9.127392681173774,11.49922383490915,9.132665206798217,11.502267928997732,0.006088188177162971,0.012176376354325943,-0.006088188177162971,-7.888543257634657e-17,1.2957127848355423e-14,-0.8660254037844387,-0.5,0.00027413163144659764,0.00027413163144659764,sliding,266,1341,0,3924,0,-0.009413228773671766,-0.003609483539043755,0,0,2226,617,0,963,0,-0.00794981882744269,-0.010149004879258558,0,0
40,4,-0.28562259441261884,10.34278005360943,9.208478465599649,10.428433891618928,9.257930732031559,0.09890453286381813,0.19780906572763626,-0.09890453286381813,9.899098542709434e-16,1.0008741011233049e-14,-0.8660254037844387,-0.5,0.00010530159985835822,0.00010530159985835822,sliding,577,1902,0,1902,1,0.0953481402607379,0.0953481402607379,1,1,2227,1184,0,2593,0,-0.24265495985012767,-0.2205936011732843,0,0
40,5,0.2856225944126185,9.65721994639057,10.79152153440035,9.571566108381072,10.742069267968441,0.09890453286381724,0.1978090657276345,0.09890453286381724,5.484602948359078e-16,5.5453504400156155e-15,-0.8660254037844387,-0.5,0.00021656993786036815,0.00021656993786036815,sliding,579,1186,0,2595,0,-0.24265025457453127,-0.22059360117328838,0,0,2228,1904,0,1904,1,0.09534814026073143,0.09534814026073143,1,1
40,6,0.17579190491770613,9.589168056860482,10.37176708879027,9.73631214262344,10.456720766315176,0.16990735504981117,0.33981471009962233,-0.1699073550498112,4.981395328657401e-16,2.9318303066968596e-15,-0.8660254037844387,-0.5,0.0002303545114752622,0.0002303545114752622,sliding,1024,1489,1,1489,1,-0.00883633736462558,-0.00883633736462558,0,0,2229,1494,1,1494,1,-0.39616910281573725,-0.39616910281573725,0,0
40,7,-0.17579190491770658,10.41083194313952,9.628232911209729,10.26368785737656,9.543279233684823,0.1699073550498127,0.3398147100996254,0.16990735504981272,3.9003888683438513e-16,2.295597425550149e-15,-0.8660254037844387,-0.5,0.00018219124432092369,0.00018219124432092369,sliding,1026,1496,1,1496,1,-0.3961691028157449,-0.3961691028157449,0,0,2230,1491,1,1491,1,-0.00883633736462447,-0.00883633736462447,0,0
40,8,0.9315561846791292,8.5122126081349,12.36803083274829,8.602665722981307,12.4202539629539,0.10444626041122397,0.20889252082244794,-0.10444626041122397,-2.823815315862753e-15,2.7036059546266926e-14,-0.8660254037844387,-0.5,0.0004189541972796127,0.0004189541972796127,sliding,1418,18,2,18,1,0.09435671490350084,0.09435671490350084,1,1,2231,1070,1,3132,0,-0.3318593533736858,-0.21158616089379065,0,0
40,9,0.3283164496834585,9.33447173598353,10.75307862124155,9.507525325474813,10.852991157718572,0.1998250729540452,0.3996501459080904,-0.1998250729540452,-1.1024980694575481e-17,5.517315986223087e-17,-0.8660254037844387,-0.5,0.00019496312807651102,0.00019496312807651102,sliding,1597,3751,1,3751,1,0.20487354322196974,0.20487354322196974,1,1,2232,1123,1,1904,0,-0.2329184992139527,-0.19263979649818125,0,0
40,10,-0.8961560622522871,11.27261118310766,7.630366746477298,11.34423409337843,7.671718253002272,0.08270301304994737,0.16540602609989474,-0.08270301304994737,-3.104421028788181e-17,3.753697615482652e-16,-0.8660254037844387,-0.5,0.0002593632115528875,-0.0002593632115528875,sliding,1601,2953,2,3974,0,0.07219273536889564,-0.0700289792990044,1,0,2233,2892,2,3975,0,-0.12745617548273125,-0.2850214771871975,0,0
40,11,0.4164386038058736,9.512988937471789,11.16140967200065,9.37534209429119,11.081939230037229,0.15894088392684236,0.3178817678536847,0.15894088392684236,5.777335176180343e-17,3.634895587242076e-16,-0.8660254037844387,-0.5,0.00024181304670096732,0.00024181304670096732,sliding,1861,831,2,3924,0,-0.2847631137057993,-0.3625350778072639,0,0,2234,963,2,963,1,-0.08300227450849396,-0.08300227450849396,0,0
40,12,-0.4162851920264,10.48679490479497,8.838996963266931,10.6244277880396,8.918459345457563,0.1589247643812644,0.3178495287625288,-0.15892476438126443,2.1875910403996258e-16,1.376494751410511e-15,-0.8660254037844387,-0.5,7.807332200786667e-05,7.807332200786667e-05,sliding,1863,961,2,961,1,-0.08318263225683065,-0.08318263225683065,0,0,2235,829,2,3922,0,-0.28447984770693135,-0.36346188889822467,0,0
40,13,0.7599073888224384,8.862274910690203,11.97553052639812,8.860138916766342,11.974297309731192,0.0024664333338576478,0.0049328666677152955,0.0024664333338576478,-6.782128410940814e-17,2.7497716308971397e-14,-0.8660254037844387,-0.5,0.0003531169672859691,0.0003531169672859691,sliding,2010,278,2,1341,0,-0.006137858580229305,-0.006236245809604345,0,0,2236,1070,2,1148,0,-0.002987234228585491,-0.0033134922058875027,0,0
