N,node,s_true,x_sur,y_sur,x_hat,y_hat,delta_norm,delta_over_h,delta_n,delta_t,delta_t_frac,normal_x,normal_y,abs_err,signed_err,class,plus_scalar_dof,plus_selected_elem,plus_selected_loc,plus_parent_elem,plus_selected_is_parent,plus_bary_min_selected,plus_bary_min_parent,plus_inside_selected,plus_inside_parent,minus_scalar_dof,minus_selected_elem,minus_selected_loc,minus_parent_elem,minus_selected_is_parent,minus_bary_min_selected,minus_bary_min_parent,minus_inside_selected,minus_inside_parent
70,10,-0.9230404654578203,11.25315001583251,7.526000531745943,11.38456069818673,7.601870524577546,0.15173998566320337,0.5310899498212118,-0.15173998566320335,1.1534569979109012e-15,7.601536225732043e-15,-0.8660254037844387,-0.5,0.00018599103904918472,-0.00018599103904918472,sliding,2425,5473,0,5473,1,0.20123366434096393,0.20123366434096393,1,1,6686,437,1,1010,0,-0.4115631549774378,-0.3413933256137287,0,0
70,11,-0.5083845489064777,10.83096117084745,8.718659918696893,10.762576823359716,8.679178197266493,0.0789634428608008,0.2763720500128028,0.07896344286080081,2.4617013428378213e-16,3.117520277297666e-15,-0.8660254037844387,-0.5,0.000180539575020962,0.000180539575020962,sliding,2453,610,1,3219,0,-0.2832177592679038,-0.36809385139963036,0,0,6687,602,1,3012,0,-0.054006402031059976,-0.18715596447385419,0,0
70,12,-0.39453889012749976,10.56666045497708,8.960438759694805,10.59180833519125,8.974957895106003,0.02903827082239746,0.10163394787839111,-0.029038270822397464,-9.623348707572236e-17,3.3140226449536612e-15,-0.8660254037844387,-0.5,0.0002070088645504029,0.0002070088645504029,sliding,2765,610,2,1775,0,-0.03165746422259834,-0.06594444652180098,0,0,6688,456,1,748,0,-0.08249195263561239,-0.10890687186669423,0,0
70,13,-0.6905763260756672,10.99751915738016,8.183691387500629,11.0358644891135,8.205830075099039,0.044277375196819874,0.15497081318886957,-0.04427737519681988,3.0427785543591377e-16,6.87208431130687e-15,-0.8660254037844387,-0.5,9.227192647009411e-05,9.227192647009411e-05,sliding,3165,758,2,758,1,0.027425397653646155,0.027425397653646155,1,1,6689,2539,2,6971,0,-0.1429851985290589,-0.1853181461905526,0,0
70,14,-0.22324064463727544,10.31027557003419,9.405809406229825,10.334860966955913,9.420003791760715,0.028388771061782028,0.09936069871623711,-0.028388771061782028,-4.924905777801004e-16,1.7348076699350634e-14,-0.8660254037844387,-0.5,0.00022074566251894124,0.00022074566251894124,sliding,3486,185,2,185,1,-0.054947352445067946,-0.054947352445067946,0,0,6690,942,2,5252,0,-0.10470233678923702,-0.102230700673084,0,0
70,15,0.4290607099798769,9.214025666361225,11.03252740533096,9.356408935030185,11.114732423825082,0.16441003698824494,0.5754351294588573,-0.16441003698824497,-6.89589600079878e-16,4.194327868980302e-15,-0.8660254037844387,-0.5,0.0002712819397787613,0.0002712819397787613,sliding,3758,9545,1,9546,0,-0.014009568772420766,0.018311077727900638,0,1,6691,1107,2,7093,0,-0.44159628989587585,-0.6321138074670177,0,0
70,16,0.811750231226323,8.813745235916318,12.12710077970836,8.782374653160515,12.108988965309663,0.03622362879739645,0.12678270079088758,0.03622362879739645,1.2584879256844122e-15,3.474218258814714e-14,-0.8660254037844387,-0.5,0.00020986488293078635,0.00020986488293078635,sliding,4211,176,1,10216,0,-0.18555359962514295,-0.19325453172690674,0,0,6692,40,1,10217,0,-0.02153674391725295,-0.10462594932111488,0,0
70,17,0.6417835303729622,8.938027370753746,11.61007318076645,9.037324704440557,11.66740252310034,0.11465868466778421,0.40130539633724477,-0.11465868466778421,-2.0709216248999175e-15,1.806162028546091e-14,-0.8660254037844387,-0.5,0.00018828173350018095,0.00018828173350018095,sliding,4402,11920,1,11920,1,0.15749821449288987,0.15749821449288987,1,1,6693,5471,2,11456,0,-0.4422751217291631,-0.1357609325419525,0,0
70,18,-0.7687312813817277,11.19497455740284,8.026955608949926,11.153096922072592,8.002777544918981,0.04835612806188831,0.1692464482166091,0.04835612806188832,-1.0012752739382098e-15,2.070627475915221e-14,-0.8660254037844387,-0.5,5.601710696009096e-05,5.601710696009096e-05,sliding,5012,8668,2,8668,1,-0.20139276241808757,-0.20139276241808757,0,0,6694,7816,2,7816,1,-0.00024251734163138996,-0.00024251734163138996,0,0
70,19,0.5583387257217594,9.12356189057316,11.42813030316107,9.16249191141736,11.450606561175027,0.044952516027912844,0.15733380609769496,-0.044952516027912844,-3.22175690664723e-16,7.167022430172119e-15,-0.8660254037844387,-0.5,0.00023164241692206914,0.00023164241692206914,sliding,5016,242,1,6069,0,0.08714388503474599,-0.12391444242355712,1,0,6695,9525,2,12002,0,-0.19258399329902465,-0.2661004854597763,0,0
70,20,0.9064388598527024,8.631568378782463,12.34993195356183,8.640341710220946,12.354997238829528,0.010130570535396136,0.035456996873886475,-0.010130570535396136,-5.843337407030903e-16,5.768024008731125e-14,-0.8660254037844387,-0.5,0.0002709049589728089,0.0002709049589728089,sliding,5096,10216,2,11300,0,-0.01011282028240386,-0.03266162395435923,0,0,6696,10217,2,12120,0,-0.054269063872765866,-0.05013456414435415,0,0
70,21,0.28185574432734684,9.531836999436297,10.70608290476014,9.57721638350898,10.732282704370162,0.05239959922004467,0.18339859727015634,-0.052399599220044675,4.498457508230726e-16,8.584908234393346e-15,-0.8660254037844387,-0.5,0.00025633517638676794,0.00025633517638676794,sliding,5432,8030,2,8030,1,0.028094541593175815,0.028094541593175815,1,1,6697,7334,2,10119,0,-0.20439430175128998,-0.21343894402283306,0,0
70,22,0.6934397495352214,9.000860469242724,11.82529227932497,8.959840375697167,11.801609317274261,0.04736592410142038,0.16578073435497134,0.04736592410142039,2.0546323781940737e-15,4.337785902360259e-14,-0.8660254037844387,-0.5,0.00019827835551066418,0.00019827835551066418,sliding,5434,176,2,176,1,-0.24262941092256207,-0.24262941092256207,0,0,6698,162,2,162,1,-0.05166316919651769,-0.05166316919651769,0,0
70,23,-0.06483149077245198,10.00399900385309,9.777725954054432,10.097247236158678,9.83156284607752,0.10767378404617566,0.37685824416161484,-0.10767378404617567,1.0340362227469478e-15,9.603416763949744e-15,-0.8660254037844387,-0.5,0.0002179032087543326,0.0002179032087543326,sliding,6053,5267,2,5267,1,0.03496386061634171,0.03496386061634171,1,1,6699,5771,2,5771,1,-0.4009928639904537,-0.4009928639904537,0,0
70,24,-0.8448034513026446,11.18159673022188,7.755710190135742,11.267205176953967,7.80513624990142,0.0988521195313525,0.3459824183597338,-0.0988521195313525,1.172927117764566e-15,1.1865472620367576e-14,-0.8660254037844387,-0.5,3.470706376819139e-05,-3.470706376819139e-05,sliding,6060,10198,2,12916,0,-0.00631403154494611,-0.4003106922327736,0,0,6700,3092,2,3092,1,-0.33171710132459586,-0.33171710132459586,0,0
