node,s_true,xhat,yhat,delta_norm,gap,slip_phys,vn,vt,rn_MPa,rt_MPa,cone_margin_MPa,soc_res_norm,friction_power,class
0,-1.0000000000000000e+00,1.1500000000000000e+01,7.4019237886466840e+00,2.6026668533952513e-01,1.2219364027060818e+01,-1.8231051162722917e-01,6.0289642015915312e-01,-8.7638438266049974e+00,-2.8754776337791554e-13,-1.6320278461989801e-13,-3.3573144264664734e-13,1.1652112551366180e-14,4.0865249042166809e-14,open
1,-8.9615606225228706e-01,1.1344234093378430e+01,7.6717182530022718e+00,8.2703013049947371e-02,-1.6466443193966939e-12,-2.1159106218956596e-02,0.0000000000000000e+00,-9.8748440778822033e-01,1.5278940297580102e+03,9.1673641785480584e+02,2.2737367544323206e-13,4.1431405114489200e-14,-2.5864654819521355e+01,sliding
2,-7.4745379326413475e-01,1.1121180689896203e+01,8.0580580806346518e+00,1.7178857436779920e-02,3.8922923575073312e+00,-4.0203568615829341e-02,2.0358331730820645e-01,-1.8675374373113289e+00,-2.3314683517128287e-14,-1.9428902930940239e-14,-3.3417713041217212e-14,9.9576821211412764e-16,1.0366915311262486e-15,open
3,-5.7822319546785383e-01,1.0867334793201781e+01,8.4977320710022699e+00,6.0881881771693630e-03,-1.2186100978065325e-13,-3.7905209262361073e-02,-4.1633363423443370e-17,-1.7456995772287325e+00,2.5183804280046328e+02,1.5110282568027787e+02,8.5265128291212022e-14,3.4526170928741001e-15,-7.5365753973750849e+00,sliding
4,-4.1628519202640002e-01,1.0624427788039601e+01,8.9184593454575634e+00,1.5892476438126443e-01,-4.4418064050903482e-13,-3.3218840729164381e-02,4.4408920985006262e-16,-1.5079373140507935e+00,1.3357327926109647e+02,8.0143967556657884e+01,0.0000000000000000e+00,4.4408920985006262e-16,-3.4529165478503034e+00,sliding
5,-2.8562259441261884e-01,1.0428433891618928e+01,9.2579307320315589e+00,9.8904532863818131e-02,4.3184721249410187e-13,-2.9956443104466175e-02,3.3306690738754696e-16,-1.3439029095292239e+00,1.5634553610513635e+02,9.3807321663081780e+01,2.8421709430404007e-14,0.0000000000000000e+00,-3.6019409290902686e+00,sliding
6,-1.7579190491770658e-01,1.0263687857376560e+01,9.5432792336848227e+00,1.6990735504981269e-01,-1.5820678100908481e-14,-2.5535719047711451e-02,0.0000000000000000e+00,-1.1265368397164441e+00,2.3981619449062288e+02,1.4388971669437370e+02,2.8421709430404007e-14,4.4408920985006262e-16,-4.6313447632164060e+00,sliding
7,-3.3306690738754696e-16,1.0000000000000000e+01,1.0000000000000000e+01,0.0000000000000000e+00,4.0035761663824134e-17,-2.1969965370943992e-02,0.0000000000000000e+00,-9.5229258765030345e-01,9.6410933852376559e+01,5.7846560311425932e+01,0.0000000000000000e+00,7.7273791135575873e-16,-1.5739100173039184e+00,sliding
8,1.7579190491770613e-01,9.7363121426234400e+00,1.0456720766315176e+01,1.6990735504981117e-01,2.2500844511095783e-13,-1.9240325755379012e-02,0.0000000000000000e+00,-8.2264507096875095e-01,1.3853142505692045e+02,8.3118855034152247e+01,2.8421709430404007e-14,9.9576821211412764e-16,-1.9536376113831855e+00,sliding
9,2.8562259441261850e-01,9.5715661083810719e+00,1.0742069267968441e+01,9.8904532863817243e-02,-4.8364401658714759e-12,-1.7571578854825597e-02,-2.2204460492503131e-16,-7.4646731007891098e-01,4.1657260697950832e+01,2.4994356418770508e+01,-1.0658141036401503e-14,3.7421451893072823e-16,-5.3307057151637660e-01,sliding
10,3.2831644968345852e-01,9.5075253254748127e+00,1.0852991157718572e+01,1.9982507295404520e-01,1.3658481738236557e-12,-1.4320957242938821e-02,-1.6653345369377348e-16,-5.9232024959434915e-01,3.0785977370146776e+02,1.8471586422088072e+02,-5.6843418860808015e-14,1.7763568394002505e-15,-3.1260270514099422e+00,sliding
11,4.1643860380587361e-01,9.3753420942911898e+00,1.1081939230037229e+01,1.5894088392684236e-01,-4.7950532433560511e-13,-1.3611882302274385e-02,6.6613381477509392e-16,-5.6072612211330930e-01,5.3078696824508008e+01,3.1847218094704797e+01,7.1054273576010019e-15,1.1157603309187458e-15,-5.1021620292401815e-01,sliding
12,5.7822319546785494e-01,9.1326652067982170e+00,1.1502267928997732e+01,6.0881881771629714e-03,-1.9237609010132328e-14,-1.1108773800092045e-02,2.2204460492503131e-16,-4.5118472794883746e-01,9.9396569528368644e+01,5.9637941717021171e+01,1.4210854715202004e-14,3.7007434154171886e-16,-7.6879224311493777e-01,sliding
13,7.5990738882243836e-01,8.8601389167663420e+00,1.1974297309731192e+01,2.4664333338576478e-03,-8.0511598612842797e-12,-8.0991930234477552e-03,0.0000000000000000e+00,-3.2321342066007230e-01,9.6226527308799788e+01,5.7735916385279872e+01,0.0000000000000000e+00,4.3157713660926252e-16,-5.3317208656657789e-01,sliding
14,9.3155618467912915e-01,8.6026657229813068e+00,1.2420253962953900e+01,1.0444626041122397e-01,2.7347705989841233e-12,-4.7204818398276860e-03,-1.6653345369377348e-16,-1.8592812189267605e-01,2.8120451656059679e+01,1.6872270993635809e+01,-3.5527136788005009e-15,2.1578856830463126e-16,-8.9629418797456589e-02,sliding
