node,s_true,xhat,yhat,delta_norm,gap,slip_phys,vn,vt,rn_MPa,rt_MPa,cone_margin_MPa,soc_res_norm,friction_power,class
0,-9.8809971940356123e-01,1.1482149579105341e+01,7.4328416245727214e+00,5.5429581121478430e-02,1.2742982770315110e-15,-6.8940838468670867e-04,1.1158608759220812e-15,-1.6171406750793357e-05,5.1555692854215742e+01,3.0933415711354360e+01,1.1750849182590173e-09,3.7290555779741099e-11,-1.4292481361705520e-05,sliding
1,-8.9719836706570844e-01,1.1345797550598563e+01,7.6690102656615426e+00,2.1516707048713894e-02,2.2398040176168661e-15,-1.2020563578950014e-03,1.2902005852577503e-17,-2.8601968902037330e-05,3.3868457502259943e+01,2.0321074501425372e+01,-6.9405814429046586e-11,1.7386084948304139e-12,-1.6606364027021492e-05,sliding
2,-7.8565725906743167e-01,1.1178485888601148e+01,7.9588025649398570e+00,5.5039501535040419e-02,-1.3530843112619095e-16,-1.6344273660970356e-03,3.0162504438546733e-16,-4.0069493167252477e-05,3.8999568482205724e+01,2.3399741089479477e+01,-1.5604229020027560e-10,4.4770796716716445e-12,-2.6789021877153569e-05,sliding
3,-7.0615674304931875e-01,1.1059235114573978e+01,8.1653509643968292e+00,6.9218141163245622e-02,-8.6779541885739775e-16,-1.8752363279132054e-03,-3.2067989756690007e-16,-4.7270605949712376e-05,4.0260412632108775e+01,2.4156247579294849e+01,-2.9583446803371771e-11,1.7488521154670280e-12,-3.2625156015558295e-05,sliding
4,-6.3856280001153110e-01,1.0957844200017297e+01,8.3409651798348765e+00,1.0025845855954243e-01,1.7486012637846216e-15,-2.0650527240383795e-03,-7.9688859677684576e-17,-5.2335254472376798e-05,3.7618487333318129e+01,2.2571092400178969e+01,-1.8809132029673492e-10,4.5115931491242189e-12,-3.3750396128082756e-05,sliding
5,-5.5246920185916104e-01,1.0828703802788741e+01,8.5646429091443608e+00,1.2114413872354826e-02,3.7697709537320989e-16,-2.2276467754926885e-03,-3.8652146262287135e-16,-5.7659926687851622e-05,3.9883314068648751e+01,2.3929988441227369e+01,-3.8120617773529375e-11,4.4392160393379226e-13,-3.9422896547494478e-05,sliding
6,-4.7634929426427630e-01,1.0714523941396415e+01,8.7624082302770425e+00,1.2870439705327599e-01,-1.0408340855860843e-16,-2.3479361599818274e-03,-3.0249240612345574e-17,-6.1719476743713202e-05,3.9018018476641984e+01,2.3410811085892696e+01,9.2494900627571042e-11,2.8897833878003919e-12,-4.1282943153349069e-05,sliding
7,-3.9773256122464240e-01,1.0596598841836963e+01,8.9666604942016299e+00,3.5925629923018558e-02,-1.5076373309497182e-15,-2.4590769942636559e-03,7.4918370118748356e-17,-6.5461777597349631e-05,4.0322809296178740e+01,2.4193685577668486e+01,3.8756553522034665e-11,5.8321938739401825e-13,-4.5250333272729708e-05,sliding
8,-3.1843345240927423e-01,1.0477650178613912e+01,9.1726856223963562e+00,7.4261533772681937e-02,1.8283985436795547e-15,-2.5436929617513020e-03,-8.6790383907464630e-16,-6.8402446908323730e-05,3.8758925614517132e+01,2.3255355368753349e+01,-4.3069547928098473e-11,1.4406363697468711e-12,-4.5449234598438628e-05,sliding
9,-2.4704634668460579e-01,1.0370569520026908e+01,9.3581547635769819e+00,6.5174842849736736e-02,-2.4459601011272980e-16,-2.5957406014103083e-03,-6.4401609045638963e-17,-7.0438557161448467e-05,3.9883201115071827e+01,2.3929920669121923e+01,-7.8827611105225515e-11,2.7087367790976183e-12,-4.8159688140596335e-05,sliding
