node,s_true,xhat,yhat,delta_norm,gap,slip_phys,vn,vt,rn_MPa,rt_MPa,cone_margin_MPa,soc_res_norm,friction_power,class
0,-9.2304046545782026e-01,1.1384560698186730e+01,7.6018705245775458e+00,1.5173998566320335e-01,1.2834008796832542e-15,-6.7898716427646020e-04,6.3147067112979048e-16,-1.5699234966588632e-05,5.8094448444658319e+01,3.4856669066993135e+01,-1.9814194729406154e-10,1.0722546659264296e-11,-1.5634943938152770e-05,sliding
1,-8.4480345130264456e-01,1.1267205176953967e+01,7.8051362499014196e+00,9.8852119531352506e-02,5.8177223377505787e-15,-1.2041101339832843e-03,3.6881898375471678e-16,-2.9773435644137393e-05,3.9806072532704135e+01,2.3883643519959151e+01,-3.3666935905785067e-10,8.3637046967373770e-12,-2.0317089236829225e-05,sliding
2,-7.6873128138172775e-01,1.1153096922072592e+01,8.0027775449189811e+00,4.8356128061888319e-02,-1.5665392065333708e-15,-1.5006124385015297e-03,1.1588106760142249e-19,-3.8039536624002517e-05,3.8804618592655750e+01,2.3282771155680503e+01,-8.7055695985327475e-11,3.2912643656624673e-12,-2.5304737888136512e-05,sliding
3,-6.9057632607566721e-01,1.1035864489113500e+01,8.2058300750990387e+00,4.4277375196819874e-02,-1.2528804228446185e-15,-1.7217855201336586e-03,7.6403866032895148e-16,-4.4270671940729879e-05,3.9767728531629814e+01,2.3860637118813941e+01,1.6394707813560672e-10,4.0337103923277399e-12,-3.0180755376680404e-05,sliding
4,-6.1627790698707796e-01,1.0924416860480617e+01,8.3988630302742617e+00,8.8722235506452141e-02,-2.3952778848070712e-16,-1.8934506531468026e-03,2.1119094035500475e-16,-4.9339096611057949e-05,4.2136031506594179e+01,2.5281618903833468e+01,1.2303758012421895e-10,2.2690612407555066e-12,-3.5639206788005389e-05,sliding
5,-5.0838454890647766e-01,1.0762576823359716e+01,8.6791781972664932e+00,7.8963442860800800e-02,3.4877756725091567e-15,-2.1219185412323853e-03,-2.9894232819906926e-16,-5.6231184840555342e-05,3.6670898844801421e+01,2.2002539306771705e+01,1.0914646964010899e-10,2.8302384492355972e-12,-3.5349395849161836e-05,sliding
6,-3.9453889012749976e-01,1.0591808335191249e+01,8.9749578951060034e+00,2.9038270822397461e-02,-5.0394673438692865e-15,-2.2529590861989925e-03,3.7646029420699092e-16,-6.0844865927567093e-05,4.0618562037876906e+01,2.4371137222699016e+01,2.7128521651320625e-11,5.2802207051172445e-13,-4.2367387909070326e-05,sliding
7,-3.0326155626517803e-01,1.0454892334397767e+01,9.2121033648494564e+00,5.1257768769323676e-02,1.4704635688379158e-15,-2.3443448495211760e-03,2.1096689089056116e-17,-6.3823279871203444e-05,4.1172486059633108e+01,2.4703491635805086e+01,-2.5220714405804756e-11,6.9478207595987068e-13,-4.5047367441940614e-05,sliding
8,-2.2324064463727544e-01,1.0334860966955913e+01,9.4200037917607151e+00,2.8388771061782028e-02,-4.0044156586057062e-15,-2.4045700820260058e-03,-3.6621895469332983e-16,-6.5842174829445799e-05,3.7069497219728618e+01,2.2241698331828960e+01,8.2103213117079576e-12,7.4642544834801286e-13,-4.1841194001945017e-05,sliding
9,-1.3764873863321925e-01,1.0206473107949829e+01,9.6423780866342437e+00,6.9949414198545556e-02,2.5528154534018005e-15,-2.4523428668782581e-03,5.0345023748752346e-16,-6.7170792525601551e-05,4.0166108771267886e+01,2.4099665262835721e+01,-7.4990680332120974e-11,2.1668028805797760e-12,-4.6251246151610998e-05,sliding
