node,s_true,xhat,yhat,delta_norm,gap,slip_phys,vn,vt,rn_MPa,rt_MPa,cone_margin_MPa,soc_res_norm,friction_power,class
0,-9.8809971940356123e-01,1.1482149579105341e+01,7.4328416245727214e+00,5.5429581121478430e-02,1.6452343195166311e-15,-6.2709814414085808e-04,-1.3146596610601287e-16,-1.5066737810081649e-05,5.2549739901806262e+01,3.1529843940223564e+01,8.6019014133853489e-10,2.0137503436095071e-11,-1.3572911195432575e-05,sliding
1,-8.9719836706570844e-01,1.1345797550598563e+01,7.6690102656615426e+00,2.1516707048713894e-02,5.1944472858336149e-15,-1.1096104932162125e-03,-2.0075639512626661e-17,-2.7164723476271411e-05,3.7065729177114861e+01,2.2239437506333758e+01,-6.4840577351787942e-11,2.2679949753831134e-12,-1.7260804860782159e-05,sliding
2,-7.8565725906743167e-01,1.1178485888601148e+01,7.9588025649398570e+00,5.5039501535040419e-02,-1.6364706275166476e-15,-1.5016706571703373e-03,-1.4701771579439638e-16,-3.7747717908388793e-05,3.9663322538141323e+01,2.3797993522822722e+01,6.2069460682323552e-11,2.6987660829410187e-12,-2.5666284179576448e-05,sliding
3,-7.0615674304931875e-01,1.1059235114573978e+01,8.1653509643968292e+00,6.9218141163245622e-02,5.1975510445472238e-15,-1.7370270558109450e-03,4.0847391086263946e-16,-4.4898736197167738e-05,4.4973704611783504e+01,2.6984222767085061e+01,-1.4960477301428909e-11,1.0353980171738704e-12,-3.4615928557284570e-05,sliding
4,-6.3856280001153110e-01,1.0957844200017297e+01,8.3409651798348765e+00,1.0025845855954243e-01,-1.6537307288296909e-15,-1.9060236534102063e-03,3.4459245559919912e-16,-5.0050001847578565e-05,3.6701594990318121e+01,2.2020956994318428e+01,-1.2755663192365319e-10,3.5624090585315217e-12,-3.1489969664316726e-05,sliding
5,-5.5246920185916104e-01,1.0828703802788741e+01,8.5646429091443608e+00,1.2114413872354826e-02,1.7359838105274900e-15,-2.0780725915785780e-03,3.7298277702533541e-17,-5.5493826810836931e-05,4.1315911337487485e+01,2.4789546802598153e+01,-1.0566125752120570e-10,1.6263984393120057e-12,-3.9304766199500522e-05,sliding
6,-4.7634929426427630e-01,1.0714523941396415e+01,8.7624082302770425e+00,1.2870439705327599e-01,1.4691863992991787e-15,-2.2059643430345560e-03,1.2235176748451284e-16,-5.9646677743791039e-05,3.8387755562635590e+01,2.3032653337513622e+01,6.7732486286331550e-11,1.7273874892785732e-12,-3.9252035748775084e-05,sliding
7,-3.9773256122464240e-01,1.0596598841836963e+01,8.9666604942016299e+00,3.5925629923018558e-02,-4.4597559618936115e-16,-2.2990522115223411e-03,4.9994020859415321e-17,-6.3093323477342799e-05,3.8351703786731839e+01,2.3011022271928979e+01,1.1012346590177913e-10,3.5585692799116739e-12,-4.1481196335632991e-05,sliding
8,-3.1843345240927423e-01,1.0477650178613912e+01,9.1726856223963562e+00,7.4261533772681937e-02,2.5975524074153297e-15,-2.3746980063463485e-03,1.7208118893512466e-16,-6.5418626730142518e-05,4.3827897865543918e+01,2.6296738719389928e+01,-6.3579363995813765e-11,1.9027220572752451e-12,-4.9151329557253019e-05,sliding
9,-2.4704634668460579e-01,1.0370569520026908e+01,9.3581547635769819e+00,6.5174842849736736e-02,2.3821178509674426e-15,-2.4322462357136794e-03,-1.5108595925611915e-16,-6.7516404113335008e-05,3.5420489191687622e+01,2.1252293514922016e+01,9.0555118958945968e-11,2.1117069294291212e-12,-4.0996526779676675e-05,sliding
10,-1.6095789430015173e-01,1.0241436841450227e+01,9.5818191237892538e+00,5.1970377770083412e-02,4.2923229989909930e-15,-2.4563668793505964e-03,3.7837369154423634e-16,-6.8936801478128038e-05,4.2344891132090282e+01,2.5406934679206444e+01,4.7723602847327129e-11,2.0016992070268288e-12,-5.0042080347092037e-05,sliding
