node,s_true,xhat,yhat,delta_norm,gap,slip_phys,vn,vt,rn_MPa,rt_MPa,cone_margin_MPa,soc_res_norm,friction_power,class
0,-7.7777777777777835e-01,1.1166666666666668e+01,7.9792740578363084e+00,2.5121479338940403e-15,-1.2744237469377441e-15,-1.0256114870676742e-03,4.3820402493253974e-17,-1.2144445888078565e-05,4.1211457758887335e+01,2.4726874655472734e+01,-1.4033574302629859e-10,4.4619744719040269e-12,-8.5798340352768556e-06,sliding
1,-5.5555555555555491e-01,1.0833333333333332e+01,8.5566243270259381e+00,2.5121479338940403e-15,3.3397596116760475e-15,-1.6144444745441356e-03,6.0975610728281839e-16,-1.9291819080325662e-05,3.9030641636559480e+01,2.3418384981661987e+01,2.7370106181479059e-10,5.3094650433461716e-12,-1.2908092749132533e-05,sliding
2,-3.3333333333333337e-01,1.0500000000000000e+01,9.1339745962155607e+00,0.0000000000000000e+00,9.8169936568527052e-16,-1.9078717667945504e-03,2.9625485549987507e-16,-2.3215096638531386e-05,4.0590434522064342e+01,2.4354260713691449e+01,-4.5284309635462705e-10,9.1158865224560329e-12,-1.6153900457952440e-05,sliding
3,-1.1111111111111172e-01,1.0166666666666668e+01,9.7113248654051851e+00,2.5121479338940403e-15,-1.7229190153059632e-15,-2.0655286876005660e-03,1.2075303813639674e-15,-2.5424514803594799e-05,3.9793110488611944e+01,2.3875866293124655e+01,4.2511771880526794e-11,1.8790491197380925e-12,-1.7343780457662794e-05,sliding
4,1.1111111111111005e-01,9.8333333333333357e+00,1.0288675134594810e+01,1.7763568394002505e-15,2.0672743724787948e-15,-2.0665265878170688e-03,8.7710113457417031e-16,-2.5454817267779412e-05,3.9894827166574970e+01,2.3936896300144561e+01,-1.9958079633397574e-10,7.8266196671669080e-12,-1.7408837750798999e-05,sliding
5,3.3333333333333370e-01,9.5000000000000000e+00,1.0866025403784439e+01,0.0000000000000000e+00,-4.4618906444431844e-15,-1.9057679153857495e-03,-5.8197346816885390e-16,-2.3202743058389862e-05,4.0053427045768935e+01,2.4032056227634900e+01,-1.7353940506836807e-10,4.3671163685065583e-12,-1.5931703594702588e-05,sliding
6,5.5555555555555447e-01,9.1666666666666679e+00,1.1443375672974062e+01,2.5121479338940403e-15,-8.9019766766062468e-16,-1.6060455954809546e-03,-5.6726050587504670e-16,-1.9216106472948029e-05,4.0989723902133264e+01,2.4593834340738546e+01,5.4141224836712354e-10,1.3750606095823685e-11,-1.3502792550562216e-05,sliding
7,7.7777777777777768e-01,8.8333333333333339e+00,1.2020725942163690e+01,0.0000000000000000e+00,2.3710479430143157e-15,-1.0099922520671871e-03,-1.1212852749162977e-16,-1.1971653877746476e-05,3.7717906185518792e+01,2.2630743710681109e+01,6.3016614149091765e-10,1.5351471658558336e-11,-7.7407837342932048e-06,sliding
