node,s_true,xhat,yhat,delta_norm,gap,slip_phys,vn,vt,rn_MPa,rt_MPa,cone_margin_MPa,soc_res_norm,friction_power,class
0,-9.0476190476190521e-01,1.1357142857142858e+01,7.6493596182993802e+00,1.9860273225978185e-15,-2.0835402013236541e-15,-7.5781280579855133e-04,-2.1803250068005582e-16,-1.2042040369017752e-05,3.6412168852716803e+01,2.1847301312024342e+01,-3.9426240050488559e-10,9.2397935862230749e-12,-7.5167452672426177e-06,sliding
1,-8.0952380952380887e-01,1.1214285714285714e+01,7.8967954479520799e+00,4.4408920985006262e-15,-2.3495647786871936e-15,-1.1859139723822288e-03,-3.2359538497134938e-16,-1.9012418483621935e-05,4.4239698876143571e+01,2.6543819325170311e+01,5.1582915716608113e-10,1.7178236132342790e-11,-1.4418920033251118e-05,sliding
2,-7.1428571428571386e-01,1.1071428571428571e+01,8.1442312776047761e+00,2.5121479338940403e-15,5.9122827036008351e-16,-1.5092153962737432e-03,3.1422880151617163e-16,-2.4684709932239138e-05,3.8064140415917763e+01,2.2838484249141430e+01,4.0922643051999330e-10,1.1894741892574838e-11,-1.6107467399487671e-05,sliding
3,-6.1904761904761951e-01,1.0928571428571429e+01,8.3916671072574704e+00,1.7763568394002505e-15,-5.8916981162021242e-16,-1.7447627822195987e-03,-3.6289432559215989e-16,-2.9096877855883943e-05,3.9961275617562208e+01,2.3976765370760212e+01,-2.2288659806690703e-10,6.6310113486417488e-12,-1.9932828953491365e-05,sliding
4,-5.2380952380952417e-01,1.0785714285714286e+01,8.6391029369101666e+00,3.9720546451956370e-15,-4.0362322659374862e-17,-1.9172613602736715e-03,-3.8663665910369793e-17,-3.2512800563549036e-05,4.0011608759157973e+01,2.4006965255717660e+01,-2.2287593992587063e-10,6.1719275108799156e-12,-2.2300962099862835e-05,sliding
5,-4.2857142857142816e-01,1.0642857142857142e+01,8.8865387665628663e+00,2.5121479338940403e-15,-1.0282938193987315e-15,-2.0510739632080069e-03,-4.1782780035339029e-16,-3.5210142499023388e-05,3.9921695216915126e+01,2.3953017130086074e+01,6.3000271666169283e-11,1.7836639014134196e-12,-2.4096832755196538e-05,sliding
6,-3.3333333333333337e-01,1.0500000000000000e+01,9.1339745962155607e+00,0.0000000000000000e+00,2.7801461488094049e-15,-2.1501902690499101e-03,-3.6972903444355484e-16,-3.7312768330620499e-05,3.9831193990095265e+01,2.3898716393909400e+01,1.4775736190131283e-10,4.6048836294194214e-12,-2.5477921948718388e-05,sliding
7,-2.3809523809523803e-01,1.0357142857142858e+01,9.3814104258682587e+00,1.7763568394002505e-15,3.0696379471721572e-16,-2.2200970536345316e-03,2.0377833941749232e-16,-3.8812551385690470e-05,4.0271579843598943e+01,2.4162947906358912e+01,-1.9954882191086654e-10,5.3028453988759431e-12,-2.6795018778437633e-05,sliding
8,-1.4285714285714191e-01,1.0214285714285714e+01,9.6288462555209566e+00,3.9720546451956370e-15,-1.4642225712594990e-15,-2.2695932594810246e-03,2.5580905614231554e-16,-3.9877915981680145e-05,3.9691112119793566e+01,2.3814667271735544e+01,1.4059509112485102e-10,4.3988372879276147e-12,-2.7133694302683942e-05,sliding
9,-4.7619047619046673e-02,1.0071428571428569e+01,9.8762820851736546e+00,1.7763568394002505e-15,-3.6740555511164196e-16,-2.2933191716024807e-03,2.1171673219915962e-16,-4.0383934828226848e-05,4.0059240026548295e+01,2.4035544015901142e+01,2.7835511673401925e-11,2.9537026102978560e-13,-2.7732852659975128e-05,sliding
10,4.7619047619048338e-02,9.9285714285714270e+00,1.0123717914826351e+01,1.7763568394002505e-15,-4.7745939971680235e-15,-2.2935532966061887e-03,4.7232251204794296e-17,-4.0388455630500594e-05,4.0024444271681425e+01,2.4014666563068289e+01,-5.9433347132653580e-11,2.4878264039840935e-12,-2.7711865570392850e-05,sliding
11,1.4285714285714435e-01,9.7857142857142829e+00,1.0371153744479049e+01,3.9720546451956370e-15,-8.9877248545808419e-16,-2.2700320415639046e-03,5.7513960635040620e-17,-3.9887181312731667e-05,3.9682304627874238e+01,2.3809382776565332e+01,1.5921131080176565e-10,4.6336279272053466e-12,-2.7133976221516913e-05,sliding
12,2.3809523809523769e-01,9.6428571428571441e+00,1.0618589574131741e+01,2.5121479338940403e-15,-3.9260574134241646e-15,-2.2207750357460415e-03,1.1655003947629722e-16,-3.8827268185781294e-05,4.0265960455231145e+01,2.4159576273376366e+01,-2.3768009782543231e-10,6.2838202302553901e-12,-2.6801438492034935e-05,sliding
