node,s_true,xhat,yhat,delta_norm,gap,slip_phys,vn,vt,rn_MPa,rt_MPa,cone_margin_MPa,soc_res_norm,friction_power,class
0,-1.0000000000000000e+00,1.1500000000000000e+01,7.4019237886466840e+00,1.5775929157396684e-01,-3.7653563474060597e-15,-9.3703566145947120e-04,-3.1529954428594076e-17,-3.4726164298776772e-05,4.6844398257017374e+01,2.8106638954212141e+01,-1.7159607068606419e-12,2.0424387990033346e-12,-2.7886736063153432e-05,sliding
1,-8.8465471307032695e-01,1.1326982069605490e+01,7.7015996347103908e+00,7.4064416052887411e-02,-1.5965865390886633e-15,-1.5464340294200161e-03,2.3615278569449893e-17,-5.6900582935822830e-05,3.6429494147349928e+01,2.1857696488406127e+01,3.8298253457469400e-12,1.8530528412508465e-13,-3.5534733480702752e-05,sliding
2,-7.5884103261400071e-01,1.1138261548921001e+01,8.0284731649667798e+00,4.1267677267787448e-02,1.3293445008315324e-15,-1.9064084544984602e-03,-1.7489536294906793e-17,-7.2102161414696383e-05,4.2191973030032798e+01,2.5315183818012457e+01,7.2226669090014184e-12,4.3862303183561783e-14,-5.2150841996829824e-05,sliding
3,-6.5720835631901320e-01,1.0985812534478519e+01,8.2925226035449580e+00,4.9815420531149943e-02,-3.9343528435153985e-15,-2.1244653215849473e-03,-1.4009924947586128e-17,-8.2155441632442654e-05,3.8567356393998168e+01,2.3140413836395428e+01,3.4710012641880894e-12,5.0618286969178573e-13,-5.4317454808187234e-05,sliding
4,-5.5566869842711841e-01,1.0833503047640678e+01,8.5563303732228437e+00,4.2251843546705871e-03,-3.7490804799295181e-15,-2.3093703556739398e-03,-3.9268447434709364e-18,-9.0735239309765626e-05,4.0814970903633800e+01,2.4488982542183969e+01,-3.6912695122737205e-12,1.8153533141020446e-13,-6.3486105469078141e-05,sliding
5,-4.2216008768380298e-01,1.0633240131525705e+01,8.9031959188058813e+00,1.0509428018001864e-01,2.3332030751888055e-15,-2.5000427944779019e-03,-1.6357900277375048e-17,-1.0064952576999063e-04,3.6695223019984908e+01,2.2017133811987264e+01,3.6806113712373190e-12,4.4501315853059389e-13,-6.3314687914026982e-05,sliding
6,-2.9465464301593813e-01,1.0441981964523908e+01,9.2344647814154879e+00,1.1014392282728083e-01,3.3188474941173506e-15,-2.6013873878381615e-03,-1.1319748307106470e-17,-1.0737136182799178e-04,4.1780611508934804e+01,2.5068366905355496e+01,5.3859139370615594e-12,6.9634970991904502e-13,-7.6903562669479415e-05,sliding
7,-1.6911467796275526e-01,1.0253672016944133e+01,9.5606271781942880e+00,1.7277260262764754e-01,-2.1707664951983325e-15,-2.6710832197111758e-03,1.9105675158267998e-17,-1.1176859512571460e-04,4.2441905881990422e+01,2.5465143529195391e+01,-1.1368683772161603e-12,8.8200455311652481e-14,-8.1320094769510016e-05,sliding
8,-9.1321649691308071e-02,1.0136982474536962e+01,9.7627393943554708e+00,6.1034256279933571e-02,6.2233204700667955e-17,-2.6999173681692828e-03,-1.7895265076641603e-17,-1.1399110312279616e-04,3.2946724484267953e+01,1.9768034690563887e+01,-3.1157298963080393e-12,3.3339333803065526e-13,-6.4382288027059432e-05,sliding
9,-3.3306690738754696e-16,1.0000000000000000e+01,1.0000000000000000e+01,0.0000000000000000e+00,1.9883305924191130e-15,-2.7015840944961110e-03,-1.2315064959689476e-18,-1.1420948072901767e-04,4.6101794145447769e+01,2.7661076487265614e+01,3.0482283364108298e-12,9.7552300144716599e-13,-9.0261633771892736e-05,sliding
10,9.1498570642437160e-02,9.8627521440363441e+00,1.0237720259758946e+01,6.2153581647885682e-02,-9.2063389456493317e-16,-2.6974885408890276e-03,-1.9026054061226094e-17,-1.1414719924473352e-04,3.3030189302384919e+01,1.9818113581432790e+01,-1.8403056856186595e-12,1.8832632368905766e-13,-6.4633775989559084e-05,sliding
11,1.6911467796275592e-01,9.7463279830558669e+00,1.0439372821805714e+01,1.7277260262764907e-01,-2.7900016749896680e-15,-2.6676034559626771e-03,7.3149765324881377e-18,-1.1219178344717488e-04,4.2368672603060311e+01,2.5421203561831526e+01,4.6611603465862572e-12,1.9664052927399114e-13,-8.1487147570730091e-05,sliding
12,2.9465464301593736e-01,9.5580180354760937e+00,1.0765535218584510e+01,1.1014392282728237e-01,2.3034959356627027e-15,-2.5956320820329361e-03,-9.2370001689265520e-18,-1.0811407051112354e-04,4.1738172958572598e+01,2.5042903775130902e+01,1.2654766123887384e-11,5.4470747522359157e-13,-7.7356864701365262e-05,sliding
13,4.2216008768380342e-01,9.3667598684742952e+00,1.1096804081194119e+01,1.0509428018002018e-01,-7.1841376722374261e-15,-2.4938528321443000e-03,-4.0284886971414524e-18,-1.0188285988481180e-04,3.7517188245770896e+01,2.2510312947462211e+01,3.2684965844964609e-13,4.6216200261036498e-13,-6.5526144571130209e-05,sliding
14,5.5566869842711797e-01,9.1664969523593225e+00,1.1443669626777154e+01,4.2251843546705871e-03,2.6865501544655241e-15,-2.3232410913451990e-03,-9.8154508800073345e-18,-9.3230114942656305e-05,4.0082136124820366e+01,2.4049281674897905e+01,-5.6878945997596020e-12,1.7559479990373860e-13,-6.4060494138258557e-05,sliding
15,6.6196402489295147e-01,9.0070539626605726e+00,1.1719832985846072e+01,4.4785088300303144e-02,7.6953859932924265e-16,-2.1630627645670302e-03,-1.8973538018496328e-17,-8.5941982483750845e-05,4.0262143485935681e+01,2.4157286091571763e+01,-1.0356160373703460e-11,8.1487475998276223e-13,-5.9317858803909099e-05,sliding
16,7.6026692697338061e-01,8.8595996095399290e+00,1.1975231417248228e+01,4.4798278325681937e-02,1.8015103298019142e-15,-1.9919670923316695e-03,2.8698323285922950e-17,-7.7996245001511148e-05,4.1753946397711871e+01,2.5052367838620615e+01,6.5085714595625177e-12,5.1853992963602885e-13,-5.5828303423115194e-05,sliding
17,9.0226497429103980e-01,8.6466025385634406e+00,1.2344153166042862e+01,1.4356352253559765e-01,-1.2975731600306517e-15,-1.6764895037536674e-03,3.2295672212911963e-17,-6.6057588848330347e-05,4.4551580074994462e+01,2.6730948044998886e+01,-2.2097879082139116e-12,1.0479264125150134e-12,-5.0450913585217608e-05,sliding
18,9.4318757379202656e-01,8.5852186393119609e+00,1.2450473198313114e+01,2.1239429813404762e-01,5.7580954074534139e-02,-1.5090396066589058e-03,5.2474841195003193e-06,-5.8054689331851701e-05,7.7715611723760958e-15,3.8857805861880479e-15,7.7715611723760958e-16,2.4824230372988606e-16,-6.4453652783682204e-21,open
