node,s_true,xhat,yhat,delta_norm,gap,slip_phys,vn,vt,rn_MPa,rt_MPa,cone_margin_MPa,soc_res_norm,friction_power,class
0,-1.0000000000000000e+00,1.1500000000000000e+01,7.4019237886466840e+00,2.6026668533952513e-01,4.2697914439789758e-15,-3.8670920301116344e-04,-3.0186221361069854e-16,-1.3068516503702436e-05,5.7927330157679997e+01,3.4756398094069809e+01,5.3818638434677268e-10,1.0433923097409536e-11,-1.2977558917188664e-05,sliding
1,-8.9615606225228706e-01,1.1344234093378430e+01,7.6717182530022718e+00,8.2703013049947371e-02,1.7399281209313586e-15,-7.3222193043964148e-04,3.5096301949713582e-16,-2.0693055212434952e-05,7.2813350791060046e+01,4.3688010474983308e+01,-3.4728486753010657e-10,9.6740300066049876e-12,-2.5829668939436175e-05,sliding
2,-7.4745379326413475e-01,1.1121180689896203e+01,8.0580580806346518e+00,1.7178857436779920e-02,-2.8435536915737712e-15,-1.4495736147499855e-03,4.0112092250174647e-17,-3.9082293966299162e-05,3.3347204637598537e+01,2.0008322782494101e+01,6.5021765749406768e-11,1.5800610204978751e-12,-2.2342032935943866e-05,sliding
3,-5.7822319546785383e-01,1.0867334793201781e+01,8.4977320710022699e+00,6.0881881771693630e-03,1.2343830962739962e-15,-1.8545309566708264e-03,-5.4809066797102419e-17,-5.0571713390780362e-05,4.1311456124713906e+01,2.4786873674810931e+01,1.7411849739801255e-11,1.2878261756420394e-12,-3.5814704895314779e-05,sliding
4,-4.1628519202640002e-01,1.0624427788039601e+01,8.9184593454575634e+00,1.5892476438126443e-01,-1.6239941601189263e-16,-2.1098600062155449e-03,3.5456121545707209e-16,-5.8131073400073735e-05,3.8095089527247225e+01,2.2857053716364931e+01,-1.6594725593677140e-11,9.9652437463446329e-13,-3.7963001922726798e-05,sliding
5,-2.8562259441261884e-01,1.0428433891618928e+01,9.2579307320315589e+00,9.8904532863818131e-02,1.4299885538722236e-15,-2.2468258687293780e-03,-2.5834610770374567e-16,-6.3374801039042233e-05,4.6294314914805199e+01,2.7776588948812460e+01,7.0659922357663163e-11,1.2787186606098045e-12,-5.0295308519264253e-05,sliding
6,-1.7579190491770658e-01,1.0263687857376560e+01,9.5432792336848227e+00,1.6990735504981269e-01,-5.6205040621648550e-16,-2.3820057824415122e-03,-3.7399469236592750e-16,-6.7982213143834234e-05,3.8152350216312122e+01,2.2891410129810055e+01,-2.2783552822147612e-11,1.0998617051259810e-12,-4.4463106360219234e-05,sliding
7,-3.3306690738754696e-16,1.0000000000000000e+01,1.0000000000000000e+01,0.0000000000000000e+00,2.1248135854401462e-15,-2.4866240832475853e-03,-2.4219551874021111e-16,-7.1075001534080513e-05,3.7459100542784462e+01,2.2475460325685059e+01,-1.4381384971784428e-11,1.5230256995048667e-13,-4.5641239346492318e-05,sliding
8,1.7579190491770613e-01,9.7363121426234400e+00,1.0456720766315176e+01,1.6990735504981117e-01,1.6577741261263401e-15,-2.4301690495958511e-03,2.5081831414325989e-16,-7.0777289871488117e-05,4.0537534200357349e+01,2.4322520520237866e+01,-2.3458568421119708e-11,1.7627324105593859e-12,-4.9185202436174097e-05,sliding
9,2.8562259441261850e-01,9.5715661083810719e+00,1.0742069267968441e+01,9.8904532863817243e-02,-4.2999540671821495e-16,-2.3580942067313879e-03,-8.6111487000240308e-17,-7.1253390317667622e-05,3.9231402705179278e+01,2.3538841623090487e+01,1.7077894653994008e-11,9.4607420874077717e-13,-4.7920636279880782e-05,sliding
10,3.2831644968345852e-01,9.5075253254748127e+00,1.0852991157718572e+01,1.9982507295404520e-01,1.5252464623282549e-15,-2.3057069598352159e-03,-3.1876729717199986e-16,-6.9040375887313696e-05,4.5289012776009372e+01,2.7173407665678436e+01,-7.2812866847016267e-11,2.4694717115937786e-12,-5.3601779410790015e-05,sliding
11,4.1643860380587361e-01,9.3753420942911898e+00,1.1081939230037229e+01,1.5894088392684236e-01,-8.5695339713254270e-16,-2.2734427404890647e-03,-2.9521469904064679e-16,-6.4015330395872326e-05,4.0592706282779929e+01,2.4355623769655530e+01,1.2427392448444152e-11,6.3101026541442044e-13,-4.4546665788916000e-05,sliding
12,5.7822319546785494e-01,9.1326652067982170e+00,1.1502267928997732e+01,6.0881881771629714e-03,-1.7868778356380961e-15,-2.0973049404659585e-03,-2.8019849895172255e-16,-5.7468292248250705e-05,3.7284294312464937e+01,2.2370576587532753e+01,-5.3791637810718385e-11,1.7625483736038329e-12,-3.6731395231263059e-05,sliding
13,7.5990738882243836e-01,8.8601389167663420e+00,1.1974297309731192e+01,2.4664333338576478e-03,-2.3056485383281069e-15,-1.8056857346937585e-03,-6.4980979581560905e-17,-4.7853654063467155e-05,4.2960521619484901e+01,2.5776312971776843e+01,-8.5904616753396112e-11,2.5918936161586750e-12,-3.5242593256659143e-05,sliding
14,9.3155618467912915e-01,8.6026657229813068e+00,1.2420253962953900e+01,1.0444626041122397e-01,-1.0508886134639826e-15,-1.2314538334383142e-03,1.4540675792335672e-16,-3.3199848685074012e-05,2.3796881677809520e+01,1.4278129006656046e+01,2.9665159217984183e-11,1.3986272717040061e-12,-1.3543763500769910e-05,sliding
