level,n_elem_target,n_elem_actual,n_c,h_eff,err_l2,ref_l2,rel_l2,rate,err_node_l2,ref_node_l2,rel_node_l2,gap_shift_rel,min_gap,final_cone_margin_abs,adjoint_rel,delassus_sym_rel,delassus_min_eig,patch_all_inf,soc_res_inf,max_friction_power_pos,n_open,n_sticking,n_sliding,n_other_active,contact_ok,t_build_s,t_solve_s,t_total_s,n_acc,n_rej
0,60,9462,24,2.056073e-01,8.651177e-04,4.456466e-03,0.194126,,1.672873e-03,8.747418e-03,0.191242,5.671582e-01,-4.949912e-15,2.321308e-10,6.993168e-16,1.130392e-01,7.734660e-02,6.661338e-16,5.683417e-12,0.000000e+00,0,0,24,0,1,5.333,170.749,176.082,1,0
