node,s_true,xhat,yhat,delta_norm,gap,slip_phys,vn,vt,rn_MPa,rt_MPa,cone_margin_MPa,soc_res_norm,friction_power,class
0,-8.3333333333333326e-01,1.1250000000000000e+01,7.8349364905389036e+00,0.0000000000000000e+00,-2.5487884798551995e-15,-1.0226224114311584e-03,8.1336846979862543e-16,-1.5511891632717001e-05,3.9845951388938339e+01,2.3907570833714612e+01,-3.5160852007720678e-10,1.0073626022594663e-11,-1.0595761370688192e-05,sliding
1,-6.6666666666666630e-01,1.1000000000000000e+01,8.2679491924311233e+00,0.0000000000000000e+00,-5.9679630556156033e-12,-1.5681467704104560e-03,1.3382544584213812e-15,-2.4102587760105591e-05,3.9821967247488082e+01,2.3893180348181474e+01,3.1137403766479110e-10,9.9458728870033438e-12,-1.6453927891716408e-05,sliding
2,-5.0000000000000000e-01,1.0750000000000000e+01,8.7009618943233420e+00,0.0000000000000000e+00,-1.2610692623510820e-14,-1.9137210928170238e-03,-2.6670357003606704e-16,-3.0246932093459153e-05,4.0175776151536404e+01,2.4105465691340278e+01,-4.1843506437544420e-10,1.2956910344243808e-11,-2.0831896681347965e-05,sliding
3,-3.3333333333333337e-01,1.0500000000000000e+01,9.1339745962155607e+00,0.0000000000000000e+00,-5.1072387857042473e-13,-2.0935556526232861e-03,-1.8305483132996861e-16,-3.3688745117551488e-05,3.9849231964760591e+01,2.3909539178644206e+01,2.1214674461589311e-10,6.7031545409576699e-12,-2.3013782036213031e-05,sliding
4,-1.6666666666666663e-01,1.0250000000000000e+01,9.5669872981077813e+00,0.0000000000000000e+00,-4.9812818215848358e-16,-2.2223328075094994e-03,6.0548710278463327e-16,-3.6232909567738484e-05,3.9976640746391787e+01,2.3985984447621544e+01,2.1352875023694651e-10,5.3872504921236431e-12,-2.4830914439538662e-05,sliding
5,-3.3306690738754696e-16,1.0000000000000000e+01,1.0000000000000000e+01,0.0000000000000000e+00,-6.6386001150247839e-16,-2.2462106249107384e-03,1.1804900168801604e-15,-3.6696468775277035e-05,3.9930628365400032e+01,2.3958377019598359e+01,-3.5834091249853373e-10,1.0122349834699040e-11,-2.5119652405885887e-05,sliding
6,1.6666666666666696e-01,9.7500000000000000e+00,1.0433012701892221e+01,0.0000000000000000e+00,-1.9147049894903586e-14,-2.2223328075230810e-03,-1.1005028980389398e-15,-3.6232899836657323e-05,3.9976640746352921e+01,2.3985984447516120e+01,2.9563196335402608e-10,8.7238241306935729e-12,-2.4830907770584912e-05,sliding
7,3.3333333333333370e-01,9.5000000000000000e+00,1.0866025403784439e+01,0.0000000000000000e+00,2.8668771936730037e-16,-2.0935556526539252e-03,4.8865669540279488e-16,-3.3688742674398576e-05,3.9849231964765451e+01,2.3909539178137287e+01,7.2198247380583780e-10,2.0680141872504669e-11,-2.3013780366734809e-05,sliding
8,5.0000000000000044e-01,9.2500000000000000e+00,1.1299038105676660e+01,0.0000000000000000e+00,-3.6618423841960480e-13,-1.9137210928459639e-03,1.3218508183648545e-15,-3.0246924504527507e-05,4.0175776151290691e+01,2.4105465691094768e+01,-3.2035529784479877e-10,1.0163838369497120e-11,-2.0831891454429183e-05,sliding
9,6.6666666666666763e-01,8.9999999999999982e+00,1.1732050807568879e+01,2.5121479338940403e-15,-3.4563500801417021e-15,-1.5681467704295330e-03,-1.4336269801504264e-15,-2.4102575571212887e-05,3.9821967247808089e+01,2.3893180348229020e+01,4.5583448127217707e-10,1.0929513336102197e-11,-1.6453919570851675e-05,sliding
10,8.3333333333333459e-01,8.7499999999999982e+00,1.2165063509461099e+01,2.5121479338940403e-15,-3.2864605335909631e-15,-1.0226224114421394e-03,-6.6848179010488284e-16,-1.5511881121797752e-05,3.9845951388718227e+01,2.3907570833453065e+01,-2.2212987005332252e-10,7.1457115277860601e-12,-1.0595754190842375e-05,sliding
