step,t_dless,t_phys_s,dt_dless,min_cone_margin_MPa,max_cone_violation_MPa,max_positive_friction_power,max_abs_normal_power_closed,p_contact_total,p_contact_pert,p_offset,p_contact_metric,p_contact_metric_mismatch,p_normal_total,p_tangent_total,p_tangent_pert,p_tangent_offset,p_cross_metric,p_friction_lumped,d_fric_rate,d_fric_lumped_rate,friction_injection_rate,D_fric,D_fric_lumped,W_contact_total,W_contact_pert,W_offset_external,W_tangent_total,W_tangent_pert,W_tangent_offset,W_normal_total,W_cross_metric,KE,W_elastic,D_vis,bulk_residual_pert,bulk_residual_total,interface_residual_D_fric_plus_W_tangent,coulomb_lumped_residual,endpoint_res_inf,endpoint_res_l2,endpoint_force_res_inf,max_abs_vt,min_gap
10,6.8434364023880869e-03,1.9007372918538148e-03,1.6768490410832100e-03,-9.7144514654701197e-14,9.7144514654701197e-14,0.0000000000000000e+00,4.6880547094387028e-17,-6.4640138694046195e-02,2.9091595909121352e-02,-9.3731734603167555e-02,-6.4640138694046195e-02,0.0000000000000000e+00,-1.7289509235155659e-17,-6.4640138694046195e-02,2.9091595909121352e-02,-9.3731734603167555e-02,1.3877787807814457e-17,-4.4238053110387414e-02,6.4640138694046195e-02,4.4238053110387400e-02,0.0000000000000000e+00,2.4994866346984536e-04,1.7118398528639717e-04,-2.4994866346984531e-04,1.1189273825314903e-04,-3.6184140172299434e-04,-2.4994866346984536e-04,1.1189273825314903e-04,-3.6184140172299440e-04,3.1229216358910386e-21,2.1656793826016987e-20,7.2960004247536004e-05,1.0732788734571151e-07,3.8822203903075531e-05,-3.2022151917956987e-09,3.6183819950780255e-04,0.0000000000000000e+00,-7.8764678183448195e-05,4.6259292692714858e-17,8.2152990671639619e-17,2.7755575615628914e-15,4.8900190560893106e-02,-5.2800053256552425e-20
11,8.8511225832953871e-03,2.4583641579496857e-03,2.0076861809073003e-03,-2.0983215165415459e-13,2.0983215165415459e-13,0.0000000000000000e+00,1.6767273853871886e-16,-7.7104553359650108e-02,3.4839049997602553e-02,-1.1194360335725266e-01,-7.7104553359650121e-02,1.3877787807814457e-17,-4.1829707464773093e-17,-7.7104553359650066e-02,3.4839049997602553e-02,-1.1194360335725262e-01,-1.3877787807814457e-17,-5.2741510820473320e-02,7.7104553359650066e-02,5.2741510820473292e-02,0.0000000000000000e+00,3.9223809319642881e-04,2.6853625045359969e-04,-3.9223809319642876e-04,1.7606907541485275e-04,-5.6830716861128150e-04,-3.9223809319642881e-04,1.7606907541485275e-04,-5.6830716861128150e-04,-5.6223495561364470e-20,2.1656793826016987e-20,1.0908948865551220e-04,2.3585403065839235e-07,6.6902524884684630e-05,1.5879215600246317e-07,5.6846596076728397e-04,0.0000000000000000e+00,-1.2370184274282912e-04,1.3877787807814457e-16,2.1299534860366478e-16,3.7007434154171887e-15,5.7287335450499501e-02,-1.9634449259883718e-19
12,1.1217218042342610e-02,3.1155377781396298e-03,2.3660954590472225e-03,-9.3258734068513149e-14,9.3258734068513149e-14,0.0000000000000000e+00,1.3709121576912095e-16,-9.0063152486194287e-02,4.0872819666738135e-02,-1.3093597215293243e-01,-9.0063152486194301e-02,1.3877787807814457e-17,-3.5191332470740834e-17,-9.0063152486194273e-02,4.0872819666738142e-02,-1.3093597215293240e-01,1.3877787807814457e-17,-6.1572375389495261e-02,9.0063152486194273e-02,6.1572375389495240e-02,0.0000000000000000e+00,5.9000546804702583e-04,4.0377503398732342e-04,-5.9000546804702583e-04,2.6563983091923855e-04,-8.5564529896626444e-04,-5.9000546804702583e-04,2.6563983091923860e-04,-8.5564529896626444e-04,-1.4734306198262160e-19,2.1656793826016987e-20,1.5688147471709039e-04,4.7823398044453110e-07,1.0865074893083069e-04,3.7062670912705632e-07,8.5601592567539149e-04,0.0000000000000000e+00,-1.8623043405970242e-04,1.2721305490496587e-16,2.4131161252488085e-16,2.4054832200211726e-15,6.5610807667138255e-02,-2.3761311982438542e-19
13,1.4044931156266354e-02,3.9009238693179398e-03,2.8277131139237445e-03,-1.2045919817182948e-13,1.2045919817182948e-13,0.0000000000000000e+00,2.3050492306226125e-16,-1.0376100684628611e-01,4.7303942367157376e-02,-1.5106494921344349e-01,-1.0376100684628611e-01,0.0000000000000000e+00,8.8374931655239419e-17,-1.0376100684628620e-01,4.7303942367157382e-02,-1.5106494921344357e-01,0.0000000000000000e+00,-7.0897422227880535e-02,1.0376100684628620e-01,7.0897422227880522e-02,0.0000000000000000e+00,8.6404502661687605e-04,5.9106832594806231e-04,-8.6404502661687594e-04,3.9030912409252839e-04,-1.2543541507094042e-03,-8.6404502661687605e-04,3.9030912409252844e-04,-1.2543541507094044e-03,-7.2149081552786189e-20,4.1277995114220981e-20,2.2008656588053571e-04,9.2203126053856517e-07,1.6994100122544109e-04,6.4047427398693929e-07,1.2549946249833912e-03,0.0000000000000000e+00,-2.7297670066881374e-04,1.7347234759768071e-16,3.0791762481532876e-16,2.4054832200211726e-15,7.3998800922382382e-02,-3.0120197445157851e-19
14,1.7370528906371151e-02,4.8245954415595590e-03,3.3255977501047973e-03,-6.6058269965196814e-14,6.6058269965196814e-14,0.0000000000000000e+00,7.4389809283672571e-17,-1.1801541318360040e-01,5.4053618104615460e-02,-1.7206903128821585e-01,-1.1801541318360041e-01,1.3877787807814457e-17,6.4961930598057057e-17,-1.1801541318360048e-01,5.4053618104615467e-02,-1.7206903128821593e-01,0.0000000000000000e+00,-8.0591871375126287e-02,1.1801541318360048e-01,8.0591871375126356e-02,0.0000000000000000e+00,1.2328146083557198e-03,8.4296455293362475e-04,-1.2328146083557196e-03,5.5884636162304769e-04,-1.7916609699787671e-03,-1.2328146083557198e-03,5.5884636162304780e-04,-1.7916609699787675e-03,1.8281928050605985e-19,4.1277995114220981e-20,3.0134969953084267e-04,1.6950434851394353e-06,2.5677163050023084e-04,9.7001189316525769e-07,1.7926309818719326e-03,0.0000000000000000e+00,-3.8985005542209504e-04,2.0816681711721685e-16,3.6838273399602430e-16,2.9605947323337509e-15,8.2324779476510776e-02,-6.3215529756275481e-19
15,2.1143870713467648e-02,5.8726261480561643e-03,3.7733418070964968e-03,-6.2172489379008766e-14,6.2172489379008766e-14,0.0000000000000000e+00,5.2449785933642010e-17,-1.3235124969757223e-01,6.0901055617956099e-02,-1.9325230531552834e-01,-1.3235124969757223e-01,0.0000000000000000e+00,-2.9806038948348735e-17,-1.3235124969757217e-01,6.0901055617956099e-02,-1.9325230531552828e-01,-2.7755575615628914e-17,-9.0332860613151975e-02,1.3235124969757217e-01,9.0332860613152086e-02,0.0000000000000000e+00,1.7051741064321015e-03,1.1654432714726924e-03,-1.7051741064321013e-03,7.7572799976230586e-04,-2.4809021061944067e-03,-1.7051741064321015e-03,7.7572799976230596e-04,-2.4809021061944075e-03,2.4914687836985935e-19,-1.1087641811019352e-20,4.0091006088063287e-04,2.9493198607004754e-06,3.7321783659760062e-04,1.3492175766280368e-06,2.4822513237710351e-03,0.0000000000000000e+00,-5.3973083495940911e-04,8.0953762212251006e-17,1.9404794591922638e-16,2.2204460492503131e-15,9.0334209163148410e-02,-1.0982075292346219e-18
16,2.5529816501639203e-02,7.0908051782167612e-03,4.3859457881715545e-03,-5.8286708792820718e-14,5.8286708792820718e-14,0.0000000000000000e+00,8.8202534713160285e-17,-1.4713204827372656e-01,6.8015162505701152e-02,-2.1514721077942772e-01,-1.4713204827372653e-01,-2.7755575615628914e-17,-1.5473546222869580e-17,-1.4713204827372650e-01,6.8015162505701152e-02,-2.1514721077942767e-01,0.0000000000000000e+00,-1.0036730705452783e-01,1.4713204827372650e-01,1.0036730705452776e-01,0.0000000000000000e+00,2.3180734032328580e-03,1.5836435700655271e-03,-2.3180734032328580e-03,1.0584377717155358e-03,-3.3765111749483935e-03,-2.3180734032328580e-03,1.0584377717155358e-03,-3.3765111749483939e-03,1.4984997543392926e-19,-7.1954866795841719e-20,5.2451764660287580e-04,4.9772993637311005e-06,5.3073381647080625e-04,1.7909907218771441e-06,3.3783021656702710e-03,0.0000000000000000e+00,-7.3442983316733090e-04,8.0953762212251006e-17,1.9022640125091926e-16,1.6653345369377348e-15,9.8260780383195356e-02,-1.5455854847578224e-18
17,3.0556501669206655e-02,8.4869470272255117e-03,5.0266851675674525e-03,-1.0491607582707729e-13,1.0491607582707729e-13,0.0000000000000000e+00,8.1918591933804271e-17,-1.6213929116778464e-01,7.5301317602216672e-02,-2.3744060877000131e-01,-1.6213929116778467e-01,2.7755575615628914e-17,2.9734368997350961e-17,-1.6213929116778467e-01,7.5301317602216672e-02,-2.3744060877000134e-01,-2.7755575615628914e-17,-1.1054657499747368e-01,1.6213929116778467e-01,1.1054657499747364e-01,0.0000000000000000e+00,3.0953782305950398e-03,2.1137424113379603e-03,-3.0953782305950398e-03,1.4186411841287591e-03,-4.5140194147237980e-03,-3.0953782305950398e-03,1.4186411841287591e-03,-4.5140194147237989e-03,1.8569230859282610e-19,-1.4171413692803109e-19,6.7449100734875967e-04,8.1417201830871186e-06,7.3831361763999372e-04,2.3051610430814030e-06,4.5163245757668807e-03,0.0000000000000000e+00,-9.8163581925707951e-04,9.2518585385429716e-17,2.3784205328531361e-16,2.4054832200211726e-15,1.0603052057052902e-01,-1.6770494080803580e-18
18,3.6082436782392889e-02,1.0021753566573531e-02,5.5259351131862339e-03,-1.0880185641326534e-13,1.0880185641326534e-13,0.0000000000000000e+00,9.6804704862858263e-17,-1.7677330252676265e-01,8.2474995115325522e-02,-2.5924829764208818e-01,-1.7677330252676263e-01,-2.7755575615628914e-17,-5.7846603398947407e-17,-1.7677330252676257e-01,8.2474995115325522e-02,-2.5924829764208812e-01,0.0000000000000000e+00,-1.2046436024497695e-01,1.7677330252676257e-01,1.2046436024497696e-01,0.0000000000000000e+00,4.0317827314938987e-03,2.7520181306310847e-03,-4.0317827314938987e-03,1.8545720173662181e-03,-5.8863547488601162e-03,-4.0317827314938987e-03,1.8545720173662181e-03,-5.8863547488601170e-03,1.0801911699787421e-19,-2.1840189186858081e-19,8.4747096921365412e-04,1.2759420888557064e-05,9.9722719086952705e-04,2.8855636055201070e-06,5.8892403124656371e-03,0.0000000000000000e+00,-1.2797646008628140e-03,1.1564823173178715e-16,2.7555360287513349e-16,3.1456319031046105e-15,1.1340695077665323e-01,-1.0928830357410693e-18
19,4.1990048687212039e-02,1.1662569319514683e-02,5.9076119048191503e-03,-1.4377388168895777e-13,1.4377388168895777e-13,0.0000000000000000e+00,1.1425990255998345e-16,-1.9070968237339986e-01,8.9371642632651238e-02,-2.8008132500605110e-01,-1.9070968237339989e-01,2.7755575615628914e-17,6.6777891292186662e-17,-1.9070968237339991e-01,8.9371642632651238e-02,-2.8008132500605115e-01,-2.7755575615628914e-17,-1.2990193685058840e-01,1.9070968237339991e-01,1.2990193685058843e-01,0.0000000000000000e+00,5.1172561597012372e-03,3.4915515892747100e-03,-5.1172561597012372e-03,2.3621736388477637e-03,-7.4794297985489996e-03,-5.1172561597012372e-03,2.3621736388477637e-03,-7.4794297985490005e-03,1.3440040833960790e-19,-3.0038647633457955e-19,1.0397945134875439e-03,1.9128882445775083e-05,1.3067696834614738e-03,3.5194405470289833e-06,7.4829492390960303e-03,0.0000000000000000e+00,-1.6257045704265271e-03,1.1564823173178715e-16,2.3505912061077184e-16,3.7007434154171887e-15,1.2050695978500590e-01,-1.2675655771540054e-18
20,4.8506462267621168e-02,1.3472477320866760e-02,6.5164135804091292e-03,-6.9944050551384862e-14,6.9944050551384862e-14,0.0000000000000000e+00,6.6802115046609770e-17,-2.0444340739788006e-01,9.6222231807501377e-02,-3.0066563920538142e-01,-2.0444340739788006e-01,0.0000000000000000e+00,-3.8238885018805381e-17,-2.0444340739788003e-01,9.6222231807501363e-02,-3.0066563920538136e-01,0.0000000000000000e+00,-1.3919540710705453e-01,2.0444340739788003e-01,1.3919540710705455e-01,0.0000000000000000e+00,6.4047466399643352e-03,4.3683263825835157e-03,-6.4047466399643352e-03,2.9668768607690422e-03,-9.3716235007333757e-03,-6.4047466399643352e-03,2.9668768607690422e-03,-9.3716235007333774e-03,2.2738639236522943e-19,-3.9081988127145792e-19,1.2588381922977619e-03,2.7999667246206215e-05,1.6842603739551740e-03,4.2213727300998219e-06,9.3758448734634764e-03,0.0000000000000000e+00,-2.0364202573808195e-03,9.2518585385429716e-17,2.7599008913458316e-16,1.6653345369377348e-15,1.2752961115616274e-01,-2.0577320816855476e-18
21,5.6310449110374791e-02,1.5640003684081312e-02,7.8039868427536227e-03,-8.9372953482325102e-14,8.9372953482325102e-14,0.0000000000000000e+00,8.3652158424714938e-17,-2.1911987757809126e-01,1.0358660233073394e-01,-3.2270647990882517e-01,-2.1911987757809129e-01,2.7755575615628914e-17,2.1864603328817187e-17,-2.1911987757809132e-01,1.0358660233073394e-01,-3.2270647990882528e-01,0.0000000000000000e+00,-1.4912000419401950e-01,2.1911987757809132e-01,1.4912000419401944e-01,0.0000000000000000e+00,8.0574877914773267e-03,5.4933312207618556e-03,-8.0574877914773267e-03,3.7465296171094067e-03,-1.1804017408586732e-02,-8.0574877914773267e-03,3.7465296171094067e-03,-1.1804017408586734e-02,1.6349405293112473e-19,-3.9081988127145792e-19,1.5288737119638514e-03,4.1338773686400817e-05,2.1819036001522090e-03,5.5864686930545519e-06,1.1809603877279789e-02,0.0000000000000000e+00,-2.5641565707154711e-03,9.2518585385429716e-17,2.6476121349301581e-16,2.7755575615628914e-15,1.3499059676060479e-01,-2.4740320150109309e-18
22,6.5673089253266370e-02,1.8240439813449225e-02,9.3626401428915790e-03,-7.3829831137572910e-14,7.3829831137572910e-14,0.0000000000000000e+00,1.3461925126391814e-16,-2.3461132638657095e-01,1.1144243647647789e-01,-3.4605376286304884e-01,-2.3461132638657095e-01,0.0000000000000000e+00,4.3393115066322921e-19,-2.3461132638657095e-01,1.1144243647647786e-01,-3.4605376286304879e-01,0.0000000000000000e+00,-1.5958852096013459e-01,2.3461132638657095e-01,1.5958852096013465e-01,0.0000000000000000e+00,1.0181548783638365e-02,6.9384946357924247e-03,-1.0181548783638363e-02,4.7531493724213029e-03,-1.4934698156059665e-02,-1.0181548783638365e-02,4.7531493724213029e-03,-1.4934698156059667e-02,2.6788062995374239e-19,-3.9081988127145792e-19,1.8607113376570598e-03,6.1478397271406198e-05,2.8384198346893025e-03,7.4601971964656857e-06,1.4942158353256131e-02,0.0000000000000000e+00,-3.2430541478459399e-03,1.6190752442450201e-16,3.0040059504825245e-16,2.0354088784794539e-15,1.4285901804727011e-01,-2.8182748821884623e-18
23,7.5800068963951861e-02,2.1053168223291660e-02,1.0126979710685491e-02,-7.3829831137572910e-14,7.3829831137572910e-14,0.0000000000000000e+00,1.2797767508117856e-16,-2.4929144652630442e-01,1.1898830912872251e-01,-3.6827975565502691e-01,-2.4929144652630444e-01,2.7755575615628914e-17,-1.5823744970324715e-17,-2.4929144652630439e-01,1.1898830912872252e-01,-3.6827975565502691e-01,-2.7755575615628914e-17,-1.6950265662012387e-01,2.4929144652630439e-01,1.6950265662012379e-01,0.0000000000000000e+00,1.2631785565254933e-02,8.6048444749528604e-03,-1.2631785565254931e-02,5.9199331151522996e-03,-1.8551718680407232e-02,-1.2631785565254933e-02,5.9199331151522996e-03,-1.8551718680407232e-02,1.8995446380227286e-19,-5.3135995683039335e-19,2.2266950430118817e-03,8.8598888382757082e-05,3.6142114394205555e-03,9.5722556628947270e-06,1.8561290936070125e-02,0.0000000000000000e+00,-4.0269410903020723e-03,1.1564823173178715e-16,3.0373021636996964e-16,1.8503717077085944e-15,1.5035579256869713e-01,-2.7233370622673374e-18
