node,s_true,xhat,yhat,delta_norm,gap,slip_phys,vn,vt,rn_MPa,rt_MPa,cone_margin_MPa,soc_res_norm,friction_power,class
0,-8.8888888888888851e-01,1.1333333333333332e+01,7.6905989232414980e+00,1.9860273225978185e-15,-9.9866123360562437e-16,-8.6848078168053446e-04,-5.1501636072134871e-16,-1.4189736076322926e-05,3.8618302018576387e+01,2.3170981210778844e+01,3.6698821759273415e-10,8.1324364760574377e-12,-9.3940030860111221e-06,sliding
1,-7.7777777777777812e-01,1.1166666666666668e+01,7.9792740578363084e+00,2.5121479338940403e-15,-9.8820851943693003e-16,-1.3372002898018810e-03,-6.0202363632453109e-16,-2.2096867372970082e-05,4.0538162124297770e+01,2.4322897274657407e+01,-7.8745898690613103e-11,3.9500986382322616e-12,-1.5355995291556577e-05,sliding
2,-6.6666666666666630e-01,1.1000000000000000e+01,8.2679491924311233e+00,0.0000000000000000e+00,6.1267219928839082e-16,-1.6653059547895113e-03,4.0119884953289386e-16,-2.8181022215142987e-05,3.9940634259406721e+01,2.3964380555759142e+01,-1.1511147590681503e-10,2.4425806649699624e-12,-1.9295449737542544e-05,sliding
3,-5.5555555555555514e-01,1.0833333333333332e+01,8.5566243270259363e+00,1.7763568394002505e-15,1.6259965359999189e-15,-1.8758047054909992e-03,8.1513368646070339e-17,-3.2388700524146878e-05,4.0053215858418653e+01,2.4031929515095349e+01,-4.4156678313811426e-11,2.5303938742343481e-12,-2.2238941945195128e-05,sliding
4,-4.4444444444444531e-01,1.0666666666666668e+01,8.8452994616207459e+00,2.5121479338940403e-15,-3.8280132640642706e-16,-2.0518069221019800e-03,3.9196835440529092e-16,-3.6030851612640364e-05,3.9901151933565245e+01,2.3940691160324079e+01,-1.8493295783628128e-10,6.1729620288654501e-12,-2.4645814020048218e-05,sliding
5,-3.3333333333333337e-01,1.0500000000000000e+01,9.1339745962155607e+00,0.0000000000000000e+00,-2.2934029136448395e-15,-2.1653662054717006e-03,-2.1986095398700972e-16,-3.8475327512335198e-05,3.9990260733562856e+01,2.3994156439997877e+01,1.3983481039758772e-10,2.0233478663895897e-12,-2.6376657926032146e-05,sliding
6,-2.2222222222222154e-01,1.0333333333333332e+01,9.4226497308103756e+00,2.5121479338940403e-15,-1.7049651654873731e-15,-2.2528906333953752e-03,2.2673350310247970e-16,-4.0400544762367228e-05,3.9918766411605048e+01,2.3951259847062936e+01,-9.9905861361548887e-11,3.8851145054263569e-12,-2.7646969873324426e-05,sliding
7,-1.1111111111111149e-01,1.0166666666666668e+01,9.7113248654051869e+00,1.7763568394002505e-15,1.1941634183806611e-15,-2.2958690915565222e-03,-4.6944217651080471e-16,-4.1351768659559252e-05,3.9952905040092297e+01,2.3971743023855016e+01,2.0036239334331185e-10,7.0813303611689532e-12,-2.8322113482538742e-05,sliding
8,-3.3306690738754696e-16,1.0000000000000000e+01,1.0000000000000000e+01,0.0000000000000000e+00,-5.8604925076988985e-17,-2.3161781157396912e-03,-5.4140099608592176e-17,-4.1822145380949921e-05,3.9950762217766759e+01,2.3970457330775368e+01,-1.1531398058650666e-10,4.2674347267923873e-12,-2.8642741466729833e-05,sliding
9,1.1111111111111027e-01,9.8333333333333339e+00,1.0288675134594811e+01,1.7763568394002505e-15,1.6438204681798611e-15,-2.2958690915438995e-03,-8.7295639060501820e-17,-4.1351811262752103e-05,3.9952905040119880e+01,2.3971743024270133e+01,-1.9820589614027995e-10,5.3981097050447594e-12,-2.8322142662251798e-05,sliding
10,2.2222222222222321e-01,9.6666666666666643e+00,1.0577350269189628e+01,2.5121479338940403e-15,6.4759990488675047e-16,-2.2528906333871227e-03,1.8892585352876788e-16,-4.0400479353748562e-05,3.9918766411617590e+01,2.3951259847056285e+01,-8.5730533783134888e-11,1.8774747949117112e-12,-2.7646925112778981e-05,sliding
11,3.3333333333333370e-01,9.5000000000000000e+00,1.0866025403784439e+01,0.0000000000000000e+00,1.9193733887573469e-15,-2.1653662054648801e-03,-6.7013011622023971e-17,-3.8475323232609800e-05,3.9990260733582460e+01,2.3994156440013160e+01,1.3631407114189642e-10,2.7770973330461518e-12,-2.6376654992094639e-05,sliding
12,4.4444444444444398e-01,9.3333333333333339e+00,1.1154700538379251e+01,0.0000000000000000e+00,8.9637769283138252e-17,-2.0518069220963296e-03,5.1803518614536304e-16,-3.6030840363119145e-05,3.9901151933572322e+01,2.3940691160358277e+01,-2.1488588686224830e-10,5.1511016215207934e-12,-2.4645806325188763e-05,sliding
13,5.5555555555555425e-01,9.1666666666666679e+00,1.1443375672974060e+01,0.0000000000000000e+00,-1.4885426726920253e-15,-1.8758047054906874e-03,-1.6794969278158267e-17,-3.2388721592922549e-05,4.0053215858418127e+01,2.4031929515080435e+01,-2.9558577807620168e-11,2.3677719907222261e-13,-2.2238956411562241e-05,sliding
14,6.6666666666666763e-01,8.9999999999999982e+00,1.1732050807568879e+01,2.5121479338940403e-15,-6.8694263748487349e-16,-1.6653059547946626e-03,5.3977403002791232e-16,-2.8181027337189001e-05,3.9940634259406401e+01,2.3964380555714275e+01,-7.0436101395898731e-11,1.6097383178304116e-12,-1.9295453244553845e-05,sliding
15,7.7777777777777768e-01,8.8333333333333339e+00,1.2020725942163690e+01,0.0000000000000000e+00,2.9180907540989732e-16,-1.3372002898119650e-03,2.9533667178505141e-16,-2.2096849287655332e-05,4.0538162124280412e+01,2.4322897274525193e+01,4.3051784359704470e-11,2.7561531485250080e-12,-1.5355982723265880e-05,sliding
16,8.8888888888888729e-01,8.6666666666666696e+00,1.2309401076758498e+01,2.5121479338940403e-15,-9.8481998710532041e-17,-8.6848078168741925e-04,1.8590679126337384e-17,-1.4189730628954638e-05,3.8618302018563313e+01,2.3170981210686918e+01,4.5107029222890560e-10,1.0451776426771762e-11,-9.3939994796633307e-06,sliding
