step,t_dless,t_phys_s,dt_dless,min_cone_margin_MPa,max_cone_violation_MPa,max_positive_friction_power,max_abs_normal_power_closed,p_contact_total,p_contact_pert,p_offset,p_contact_metric,p_contact_metric_mismatch,p_normal_total,p_tangent_total,p_tangent_pert,p_tangent_offset,p_cross_metric,p_friction_lumped,d_fric_rate,d_fric_lumped_rate,friction_injection_rate,D_fric,D_fric_lumped,W_contact_total,W_contact_pert,W_offset_external,W_tangent_total,W_tangent_pert,W_tangent_offset,W_normal_total,W_cross_metric,KE,W_elastic,D_vis,bulk_residual_pert,bulk_residual_total,interface_residual_D_fric_plus_W_tangent,coulomb_lumped_residual,endpoint_res_inf,endpoint_res_l2,endpoint_force_res_inf,max_abs_vt,min_gap
10,1.5551935395684493e-02,4.3194883139066678e-03,3.4725841222600119e-03,-4.6629367034256575e-14,4.6629367034256575e-14,0.0000000000000000e+00,3.7874073531928221e-17,-8.0780078861865320e-02,3.6497632259607941e-02,-1.1727771112147325e-01,-8.0780078861865307e-02,-1.3877787807814457e-17,-8.7854364164439139e-18,-8.0780078861865307e-02,3.6497632259607948e-02,-1.1727771112147325e-01,1.3877787807814457e-17,-5.7213951419000222e-02,8.0780078861865307e-02,5.7213951419000264e-02,0.0000000000000000e+00,7.0347138653876400e-04,4.9925684801479001e-04,-7.0347138653876389e-04,3.1542393481034074e-04,-1.0188953213491046e-03,-7.0347138653876400e-04,3.1542393481034079e-04,-1.0188953213491048e-03,3.7424950004097627e-20,2.0938416055765092e-20,2.1034409987662669e-04,5.8754886023703263e-07,1.0520382437253896e-04,7.1153829906198248e-07,1.0196068596481666e-03,0.0000000000000000e+00,-2.0421453852397398e-04,4.6259292692714858e-17,8.7856508610571756e-17,2.2204460492503131e-15,6.4186566369586306e-02,-6.8306223888003101e-19
11,1.9658915847658238e-02,5.4601858294497426e-03,4.1069804519737445e-03,-7.3829831137572910e-14,7.3829831137572910e-14,0.0000000000000000e+00,6.7308766109892612e-17,-9.5010658268167542e-02,4.3152488701839756e-02,-1.3816314697000731e-01,-9.5010658268167542e-02,0.0000000000000000e+00,3.4731247895683561e-17,-9.5010658268167583e-02,4.3152488701839756e-02,-1.3816314697000734e-01,0.0000000000000000e+00,-6.7217040934655400e-02,9.5010658268167583e-02,6.7217040934655428e-02,0.0000000000000000e+00,1.0644559470543141e-03,7.5477467462286923e-04,-1.0644559470543138e-03,4.7898467970334570e-04,-1.5434406267576595e-03,-1.0644559470543141e-03,4.7898467970334575e-04,-1.5434406267576598e-03,9.0704420282014241e-20,4.9436317677431861e-20,3.0214935563167681e-04,1.2356015822425958e-06,1.7670347520462641e-04,1.1037527152001395e-06,1.5445443794728597e-03,0.0000000000000000e+00,-3.0968127243144483e-04,5.7824115865893574e-17,8.1996145871631241e-17,2.0354088784794539e-15,7.5394423844407005e-02,-4.5137433001648064e-20
12,2.4340822925315000e-02,6.7605669327783424e-03,4.6819070776567620e-03,-6.6058269965196814e-14,6.6058269965196814e-14,0.0000000000000000e+00,1.1036745548396868e-16,-1.0938653337393056e-01,4.9950779722290770e-02,-1.5933731309622134e-01,-1.0938653337393056e-01,0.0000000000000000e+00,3.1403093601695506e-17,-1.0938653337393060e-01,4.9950779722290777e-02,-1.5933731309622137e-01,1.3877787807814457e-17,-7.7303946583783104e-02,1.0938653337393060e-01,7.7303946583783006e-02,0.0000000000000000e+00,1.5429402761554666e-03,1.0930915917891299e-03,-1.5429402761554661e-03,6.9693510539730274e-04,-2.2398753815527691e-03,-1.5429402761554666e-03,6.9693510539730274e-04,-2.2398753815527691e-03,2.4552184104838842e-19,8.1923574157244480e-20,4.1734070001416988e-04,2.3857617037601737e-06,2.7884702747660198e-04,1.6383837972292273e-06,2.2415137653499983e-03,0.0000000000000000e+00,-4.4984868436633669e-04,1.5034270125132329e-16,2.3344333941677831e-16,1.1102230246251565e-15,8.6518259620968860e-02,-3.3438523408467159e-19
13,2.9752612812586638e-02,8.2636700887929165e-03,5.4117898872716383e-03,-6.6058269965196814e-14,6.6058269965196814e-14,0.0000000000000000e+00,5.7767180253265090e-17,-1.2413645673662627e-01,5.6997985404400764e-02,-1.8113444214102703e-01,-1.2413645673662625e-01,-1.3877787807814457e-17,-2.7736751467242133e-18,-1.2413645673662624e-01,5.6997985404400771e-02,-1.8113444214102700e-01,-1.3877787807814457e-17,-8.7636093157336406e-02,1.2413645673662624e-01,8.7636093157336392e-02,0.0000000000000000e+00,2.1748289543183398e-03,1.5394020113277159e-03,-2.1748289543183394e-03,9.8632722818171219e-04,-3.1611561825000516e-03,-2.1748289543183398e-03,9.8632722818171219e-04,-3.1611561825000516e-03,3.2299003968492926e-19,8.1923574157244480e-20,5.6197329759457855e-04,4.3563737122238207e-06,4.2235406097671055e-04,2.3565041018006831e-06,3.1635126866018520e-03,0.0000000000000000e+00,-6.3542694299062387e-04,5.7824115865893574e-17,1.1066031159843250e-16,1.8503717077085944e-15,9.7662364023960432e-02,-6.1544264668579698e-19
14,3.5961026434849663e-02,9.9880323245507639e-03,6.2084136222630253e-03,-9.7144514654701197e-14,9.7144514654701197e-14,0.0000000000000000e+00,1.1513964886462528e-16,-1.3916544957677243e-01,6.4256436644814896e-02,-2.0342188622158733e-01,-1.3916544957677246e-01,2.7755575615628914e-17,-6.4325431849742201e-17,-1.3916544957677240e-01,6.4256436644814910e-02,-2.0342188622158730e-01,0.0000000000000000e+00,-9.8146735488893674e-02,1.3916544957677240e-01,9.8146735488893619e-02,0.0000000000000000e+00,2.9921725252803032e-03,2.1161103334026220e-03,-2.9921725252803032e-03,1.3627260309867024e-03,-4.3548985562670058e-03,-2.9921725252803032e-03,1.3627260309867027e-03,-4.3548985562670058e-03,1.1470053472565606e-19,3.8844050720788979e-20,7.4033501995379714e-04,7.5863121939839687e-06,6.1809448964183394e-04,3.2897908029125896e-06,4.3581883470699186e-03,0.0000000000000000e+00,-8.7606219187768121e-04,4.6259292692714858e-17,1.0331601631158744e-16,2.4054832200211726e-15,1.0868932023381703e-01,-1.7117611249718263e-18
15,4.2911523812487716e-02,1.1918505377240879e-02,6.9504973776380527e-03,-5.0515147620444623e-14,5.0515147620444623e-14,0.0000000000000000e+00,8.6443094412517845e-17,-1.5412227394738015e-01,7.1563596163835203e-02,-2.2568587011121535e-01,-1.5412227394738021e-01,5.5511151231257827e-17,-1.5031680574994980e-17,-1.5412227394738015e-01,7.1563596163835203e-02,-2.2568587011121535e-01,-2.7755575615628914e-17,-1.0859016660965153e-01,1.5412227394738015e-01,1.0859016660965164e-01,0.0000000000000000e+00,4.0114203019043313e-03,2.8345724813510988e-03,-4.0114203019043313e-03,1.8347344219203209e-03,-5.8461547238246522e-03,-4.0114203019043313e-03,1.8347344219203211e-03,-5.8461547238246522e-03,-1.6108516617687589e-19,-5.7613477044842742e-20,9.5276515892075964e-04,1.2581927758526850e-05,8.7370494752746913e-04,4.3176122864346540e-06,5.8504723361110867e-03,0.0000000000000000e+00,-1.1768478205532325e-03,9.2518585385429716e-17,1.1750679869767650e-16,2.9605947323337509e-15,1.1929883288443406e-01,-6.7972466101237763e-19
16,5.0340802578866306e-02,1.3981958059858897e-02,7.4292787663785900e-03,-8.1601392309949006e-14,8.1601392309949006e-14,0.0000000000000000e+00,9.4177627047841882e-17,-1.6841608248831985e-01,7.8626435490050051e-02,-2.4704251797836990e-01,-1.6841608248831988e-01,2.7755575615628914e-17,-7.3369568816785581e-17,-1.6841608248831982e-01,7.8626435490050051e-02,-2.4704251797836987e-01,2.7755575615628914e-17,-1.1855585014660873e-01,1.6841608248831982e-01,1.1855585014660863e-01,0.0000000000000000e+00,5.2095339833095290e-03,3.6783380209284787e-03,-5.2095339833095290e-03,2.3926362284642901e-03,-7.6021702117738191e-03,-5.2095339833095290e-03,2.3926362284642901e-03,-7.6021702117738191e-03,-4.8946392869072273e-19,-5.7613477044842742e-20,1.1920286438464630e-03,1.9700253647588811e-05,1.1864124810710441e-03,5.5051501008057495e-06,7.6076753618746253e-03,0.0000000000000000e+00,-1.5311959623810502e-03,1.8503717077085943e-16,2.3458068623709027e-16,1.4802973661668755e-15,1.2908753494378436e-01,-2.0451506529609238e-18
17,5.8554418266117125e-02,1.6263257208378082e-02,8.2136156872508193e-03,-5.4400928206632670e-14,5.4400928206632670e-14,0.0000000000000000e+00,8.9599420596722366e-17,-1.8260058460912915e-01,8.5698456988295590e-02,-2.6829904159742474e-01,-1.8260058460912915e-01,0.0000000000000000e+00,-1.6812261399432855e-18,-1.8260058460912915e-01,8.5698456988295577e-02,-2.6829904159742474e-01,0.0000000000000000e+00,-1.2843055417450991e-01,1.8260058460912915e-01,1.2843055417450991e-01,0.0000000000000000e+00,6.6510919849885816e-03,4.6926637234632855e-03,-6.6510919849885816e-03,3.0674869857972619e-03,-9.7185789707858444e-03,-6.6510919849885816e-03,3.0674869857972619e-03,-9.7185789707858444e-03,-7.9768312208933914e-19,5.6373338597760237e-20,1.4683010597619070e-03,2.9901241352664495e-05,1.5762088950685904e-03,6.9242103858998399e-06,9.7255031811717442e-03,0.0000000000000000e+00,-1.9584282615252961e-03,6.9388939039072284e-17,1.2717099404916085e-16,1.6653345369377348e-15,1.3845370222849415e-01,-3.3412691406711744e-18
18,6.8493968415695383e-02,1.9023927801731125e-02,9.9395501495782579e-03,-5.4400928206632670e-14,5.4400928206632670e-14,0.0000000000000000e+00,3.9048910513389445e-17,-1.9794536710999419e-01,9.3405750974786317e-02,-2.9135111808478054e-01,-1.9794536710999422e-01,2.7755575615628914e-17,1.0151385985837641e-17,-1.9794536710999422e-01,9.3405750974786331e-02,-2.9135111808478054e-01,0.0000000000000000e+00,-1.3909585354435625e-01,1.9794536710999422e-01,1.3909585354435614e-01,0.0000000000000000e+00,8.5423197706541876e-03,6.0222097963923797e-03,-8.5423197706541876e-03,3.9575946143220351e-03,-1.2499914384976224e-02,-8.5423197706541876e-03,3.9575946143220351e-03,-1.2499914384976224e-02,-7.5558833280773360e-19,5.6373338597760237e-20,1.8155657508116222e-03,4.5781889374922931e-05,2.1051474119835518e-03,8.9004378480616805e-06,1.2508814822824284e-02,0.0000000000000000e+00,-2.5201099742618079e-03,3.4694469519536142e-17,7.3507166011800593e-17,9.2518585385429718e-16,1.4820035265510531e-01,-3.9437264379258344e-18
19,8.0525157411237946e-02,2.2365542780601818e-02,1.2031188995542563e-02,-4.2743586448068527e-14,4.2743586448068527e-14,0.0000000000000000e+00,1.1421782829253907e-16,-2.1435880477380106e-01,1.0174071583567440e-01,-3.1609952060947544e-01,-2.1435880477380104e-01,-2.7755575615628914e-17,-2.9275745204259249e-17,-2.1435880477380104e-01,1.0174071583567441e-01,-3.1609952060947544e-01,2.7755575615628914e-17,-1.5048399993715458e-01,2.1435880477380104e-01,1.5048399993715464e-01,0.0000000000000000e+00,1.1022574478446491e-02,7.7642047696611701e-03,-1.1022574478446491e-02,5.1315166263265488e-03,-1.6154091104773040e-02,-1.1022574478446491e-02,5.1315166263265488e-03,-1.6154091104773040e-02,-8.7063272289547212e-19,2.2333962655361226e-19,2.2501357397301412e-03,7.0560013922901340e-05,2.8224432158209358e-03,1.1622343147429937e-05,1.6165713447920470e-02,0.0000000000000000e+00,-3.2583697087853209e-03,1.3877787807814457e-16,1.9681956434559249e-16,1.4802973661668755e-15,1.5821748060713897e-01,-1.7269122972333554e-18
20,9.3499469388317977e-02,2.5969106423331952e-02,1.2974311977080030e-02,-5.0515147620444623e-14,5.0515147620444623e-14,0.0000000000000000e+00,1.0206991806115525e-16,-2.2991820867783547e-01,1.0976370383725129e-01,-3.3968191251508673e-01,-2.2991820867783544e-01,-2.7755575615628914e-17,4.7530627427015628e-17,-2.2991820867783549e-01,1.0976370383725129e-01,-3.3968191251508678e-01,0.0000000000000000e+00,-1.6126083478664499e-01,2.2991820867783549e-01,1.6126083478664494e-01,0.0000000000000000e+00,1.3904668766829947e-02,9.7865421411360842e-03,-1.3904668766829947e-02,6.5035787890104493e-03,-2.0408247555840395e-02,-1.3904668766829947e-02,6.5035787890104493e-03,-2.0408247555840395e-02,-7.5221045436402542e-19,4.0339437512391458e-19,2.7312718743387697e-03,1.0453140027821264e-04,3.6824478469577289e-03,1.4672332564262015e-05,2.0422919888404660e-02,0.0000000000000000e+00,-4.1181266256938628e-03,1.3877787807814457e-16,2.2317412099975738e-16,1.2952601953960161e-15,1.6737473404199754e-01,-8.0523722959792949e-19
21,1.0729532240753548e-01,2.9800849828941774e-02,1.3795853019217499e-02,-5.0515147620444623e-14,5.0515147620444623e-14,0.0000000000000000e+00,8.9083431754618244e-17,-2.4452417400078327e-01,1.1737966740990340e-01,-3.6190384141068666e-01,-2.4452417400078327e-01,0.0000000000000000e+00,6.5120457745168111e-17,-2.4452417400078336e-01,1.1737966740990341e-01,-3.6190384141068677e-01,2.7755575615628914e-17,-1.7136020588959910e-01,2.4452417400078336e-01,1.7136020588959899e-01,0.0000000000000000e+00,1.7177337455590733e-02,1.2080937635270397e-02,-1.7177337455590729e-02,8.0703970710180994e-03,-2.5247734526608827e-02,-1.7177337455590733e-02,8.0703970710180994e-03,-2.5247734526608830e-02,2.4848452381374004e-20,5.9485029595241146e-19,3.2523990253550735e-03,1.4936132987745080e-04,4.6864892133156397e-03,1.7852497530064515e-05,2.5265587024138891e-02,0.0000000000000000e+00,-5.0963998203203357e-03,1.1564823173178715e-16,2.1168365557928578e-16,1.1102230246251565e-15,1.7570210459206831e-01,-3.1273783755315382e-18
22,1.2180995123999817e-01,3.3832230363091423e-02,1.4514628832462698e-02,-5.0515147620444623e-14,5.0515147620444623e-14,0.0000000000000000e+00,9.4029789740521212e-17,-2.5813474149450394e-01,1.2455202838188088e-01,-3.8268676987638484e-01,-2.5813474149450399e-01,5.5511151231257827e-17,-6.4726947949392229e-17,-2.5813474149450388e-01,1.2455202838188087e-01,-3.8268676987638472e-01,-5.5511151231257827e-17,-1.8075635825564157e-01,2.5813474149450388e-01,1.8075635825564143e-01,0.0000000000000000e+00,2.0825291249461895e-02,1.4636358252435500e-02,-2.0825291249461891e-02,9.8261714546311121e-03,-3.0651462704093003e-02,-2.0825291249461895e-02,9.8261714546311121e-03,-3.0651462704093007e-02,2.7704276695186566e-20,3.9341935690630845e-19,3.8071079453446564e-03,2.0664679444033304e-04,5.8335143970709019e-03,2.1097682224779576e-05,3.0672560386317785e-02,0.0000000000000000e+00,-6.1889329970263949e-03,9.2518585385429716e-17,1.5363378999928951e-16,9.2518585385429718e-16,1.8326668938335833e-01,-3.3374551741051796e-18
23,1.3699814493100038e-01,3.8050690862601974e-02,1.5188193691002203e-02,-5.0515147620444623e-14,5.0515147620444623e-14,0.0000000000000000e+00,8.8851665371436747e-17,-2.7078745177203295e-01,1.3128589521194223e-01,-4.0207334698397518e-01,-2.7078745177203295e-01,0.0000000000000000e+00,2.0690596535556114e-17,-2.7078745177203301e-01,1.3128589521194220e-01,-4.0207334698397523e-01,5.5511151231257827e-17,-1.8947832472722589e-01,2.7078745177203301e-01,1.8947832472722598e-01,0.0000000000000000e+00,2.4841977608862826e-02,1.7447956290570794e-02,-2.4841977608862822e-02,1.1769029423154515e-02,-3.6611007032017341e-02,-2.4841977608862826e-02,1.1769029423154515e-02,-3.6611007032017341e-02,-3.0671204066400428e-19,3.9341935690630845e-19,4.3910148516100424e-03,2.7809809768539933e-04,7.1242845463801267e-03,2.4368072521053705e-05,3.6635375104538390e-02,0.0000000000000000e+00,-7.3940213182920322e-03,6.9388939039072284e-17,1.1321719719626198e-16,1.2952601953960161e-15,1.9018759651303027e-01,-2.7080952112979234e-18
