step,t_dless,t_phys_s,dt_dless,min_cone_margin_MPa,max_cone_violation_MPa,max_positive_friction_power,max_abs_normal_power_closed,p_contact_total,p_contact_pert,p_offset,p_contact_metric,p_contact_metric_mismatch,p_normal_total,p_tangent_total,p_tangent_pert,p_tangent_offset,p_cross_metric,p_friction_lumped,d_fric_rate,d_fric_lumped_rate,friction_injection_rate,D_fric,D_fric_lumped,W_contact_total,W_contact_pert,W_offset_external,W_tangent_total,W_tangent_pert,W_tangent_offset,W_normal_total,W_cross_metric,KE,W_elastic,D_vis,bulk_residual_pert,bulk_residual_total,interface_residual_D_fric_plus_W_tangent,coulomb_lumped_residual,endpoint_res_inf,endpoint_res_l2,endpoint_force_res_inf,max_abs_vt,min_gap
0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,-0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,-0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,nan,nan,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
1,6.8490131937100243e-04,1.9022862235032408e-04,6.8490131937100243e-04,-1.1657341758564144e-14,1.1657341758564144e-14,0.0000000000000000e+00,9.8152115222003595e-19,-5.1370201397283937e-03,2.2762936741213069e-03,-7.4133138138497007e-03,-5.1370201397283946e-03,8.6736173798840355e-19,-2.7268792180022240e-19,-5.1370201397283946e-03,2.2762936741213074e-03,-7.4133138138497024e-03,0.0000000000000000e+00,-3.6629806647797110e-03,5.1370201397283946e-03,3.6629806647797123e-03,0.0000000000000000e+00,1.7591759356676943e-06,1.2543901450690484e-06,-1.7591759356676941e-06,7.7951827034077491e-07,-2.5386942060084689e-06,-1.7591759356676943e-06,7.7951827034077502e-07,-2.5386942060084694e-06,-9.3382158708754524e-23,0.0000000000000000e+00,7.6119479885916023e-07,1.1755511331346171e-11,3.4216460002307074e-08,1.5904744032023649e-08,2.5545989500404927e-06,0.0000000000000000e+00,-5.0478579059864597e-07,1.4456028966473393e-18,2.4021596861372861e-18,1.0732155904709847e-14,4.1748325130000650e-03,-3.9624766550173691e-21
2,1.3298406205839520e-03,3.6935795280918784e-04,6.4493930121294952e-04,-5.0515147620444623e-14,5.0515147620444623e-14,0.0000000000000000e+00,4.2112404146488614e-18,-9.7678000787865538e-03,4.3294341605747272e-03,-1.4097234239361281e-02,-9.7678000787865555e-03,1.7347234759768071e-18,2.5467989256551859e-18,-9.7678000787865572e-03,4.3294341605747272e-03,-1.4097234239361284e-02,0.0000000000000000e+00,-6.9619293686773893e-03,9.7678000787865572e-03,6.9619293686773911e-03,0.0000000000000000e+00,6.5655281038845320e-06,4.6806011712831884e-06,-6.5655281038845303e-06,2.9096650171966699e-06,-9.4751931210811994e-06,-6.5655281038845320e-06,2.9096650171966708e-06,-9.4751931210812028e-06,6.3994962214469507e-22,0.0000000000000000e+00,2.7558115782100462e-06,9.6328080586595941e-11,1.7930756239324945e-07,2.5550451487212248e-08,9.5007435725684121e-06,0.0000000000000000e+00,-1.8849269326013436e-06,2.8912057932946786e-18,5.5922602005995599e-18,9.0668213677721123e-15,7.9030820153694649e-03,-2.0450630905772392e-20
3,2.0406968189733282e-03,5.6679543976422453e-04,7.1085619838937627e-04,-1.5543122344752192e-14,1.5543122344752192e-14,0.0000000000000000e+00,5.7935703076091746e-18,-1.4657503250606012e-02,6.5001406555531003e-03,-2.1157643906159113e-02,-1.4657503250606014e-02,1.7347234759768071e-18,-1.8001919602664936e-18,-1.4657503250606014e-02,6.5001406555531011e-03,-2.1157643906159117e-02,1.7347234759768071e-18,-1.0442308972519725e-02,1.4657503250606014e-02,1.0442308972519727e-02,0.0000000000000000e+00,1.5246967238504222e-05,1.0866556522826192e-05,-1.5246967238504217e-05,6.7588002091796479e-06,-2.2005767447683864e-05,-1.5246967238504222e-05,6.7588002091796487e-06,-2.2005767447683870e-05,9.0531471669831225e-22,6.1656946769483879e-22,6.2196257564221370e-06,4.4695210370473909e-10,5.7474882627985996e-07,3.6021325626054244e-08,2.2041788773309920e-05,0.0000000000000000e+00,-4.3804107156780292e-06,7.2280144832366967e-18,1.2863429140049794e-17,7.7715611723760958e-15,1.1804251588940485e-02,-3.3199558878116601e-20
4,2.9431944783630251e-03,8.1746058168242358e-04,9.0249765938969686e-04,-1.1657341758564144e-14,1.1657341758564144e-14,0.0000000000000000e+00,1.4083090363077192e-17,-2.0568509044673684e-02,9.1293725987268946e-03,-2.9697881643400578e-02,-2.0568509044673691e-02,6.9388939039072284e-18,-9.6364714951276456e-18,-2.0568509044673680e-02,9.1293725987268946e-03,-2.9697881643400575e-02,0.0000000000000000e+00,-1.4645574886270340e-02,2.0568509044673680e-02,1.4645574886270343e-02,0.0000000000000000e+00,3.1142664061565523e-05,2.2187434753625491e-05,-3.1142664061565523e-05,1.3811599773873616e-05,-4.4954263835439136e-05,-3.1142664061565523e-05,1.3811599773873620e-05,-4.4954263835439143e-05,-4.2554662831621350e-21,1.3993614060735525e-21,1.2295066236426549e-05,1.7250132441784344e-09,1.5701528453620354e-06,5.5344321159146766e-08,4.5009608156598284e-05,0.0000000000000000e+00,-8.9552293079400320e-06,5.7824115865893572e-18,1.1492315730045675e-17,9.6219328800846905e-15,1.6472014127475711e-02,-1.8150047209051349e-19
5,4.1060905211231314e-03,1.1404503407824037e-03,1.1628960427601063e-03,-5.4400928206632670e-14,5.4400928206632670e-14,0.0000000000000000e+00,1.8075997286772030e-17,-2.7742790982899352e-02,1.2330406537089715e-02,-4.0073197519989071e-02,-2.7742790982899355e-02,3.4694469519536142e-18,-1.0980153702799545e-17,-2.7742790982899342e-02,1.2330406537089717e-02,-4.0073197519989057e-02,-3.4694469519536142e-18,-1.9741100394838954e-02,2.7742790982899342e-02,1.9741100394838954e-02,0.0000000000000000e+00,5.9233173872895960e-05,4.2181499057664871e-05,-5.9233173872895974e-05,2.6289345891647130e-05,-8.5522519764543104e-05,-5.9233173872895960e-05,2.6289345891647137e-05,-8.5522519764543104e-05,-1.6242962212031047e-20,-6.1794165942293277e-22,2.2510035333489626e-05,5.8638027653167367e-09,3.8652296210425088e-06,9.1782865650320248e-08,8.5614302630193417e-05,0.0000000000000000e+00,-1.7051674815231089e-05,2.3129646346357429e-17,3.9921679138836261e-17,2.9605947323337509e-15,2.2067763086343718e-02,-3.7547105542964941e-19
6,5.5700328247441835e-03,1.5470545036623141e-03,1.4639423036210521e-03,-1.1657341758564144e-14,1.1657341758564144e-14,0.0000000000000000e+00,9.1163601383095278e-18,-3.6134915126100099e-02,1.6090695146824128e-02,-5.2225610272924231e-02,-3.6134915126100099e-02,0.0000000000000000e+00,6.2104323878379669e-18,-3.6134915126100106e-02,1.6090695146824128e-02,-5.2225610272924231e-02,0.0000000000000000e+00,-2.5692831607315451e-02,3.6134915126100106e-02,2.5692831607315510e-02,0.0000000000000000e+00,1.0598981198851456e-04,7.5437826596562997e-05,-1.0598981198851458e-04,4.7092772426945623e-05,-1.5308258441546022e-04,-1.0598981198851456e-04,4.7092772426945637e-05,-1.5308258441546019e-04,-1.9734260616758691e-20,-3.1574767409899386e-21,3.8564774434350068e-05,1.7672040782569840e-08,8.6375304853514020e-06,1.2720453353841528e-07,1.5320978894899862e-04,0.0000000000000000e+00,-3.0551985391951561e-05,2.8912057932946787e-17,5.3048702362871976e-17,5.1810407815840644e-15,2.8510103541070919e-02,-3.0428695031519140e-19
7,7.2964682216227535e-03,2.0265650810790087e-03,1.7264353968785701e-03,-6.6058269965196814e-14,6.6058269965196814e-14,0.0000000000000000e+00,1.6973172828399097e-17,-4.5267882214791957e-02,2.0211574537633132e-02,-6.5479456752425086e-02,-4.5267882214791957e-02,0.0000000000000000e+00,1.4787644364735865e-18,-4.5267882214791957e-02,2.0211574537633135e-02,-6.5479456752425086e-02,0.0000000000000000e+00,-3.2159798486419117e-02,4.5267882214791957e-02,3.2159798486419089e-02,0.0000000000000000e+00,1.7625814735563897e-04,1.2537724079473591e-04,-1.7625814735563897e-04,7.8429534112085049e-05,-2.5468768146772402e-04,-1.7625814735563897e-04,7.8429534112085076e-05,-2.5468768146772402e-04,-1.3096809831229813e-20,-3.1574767409899386e-21,6.1337071854119293e-05,4.5936863709576059e-08,1.7233323286590077e-05,1.8679789233389703e-07,2.5487447936005793e-04,0.0000000000000000e+00,-5.0880906560903062e-05,1.7347234759768071e-17,2.4532694666933986e-17,1.2952601953960161e-15,3.5788077480690197e-02,-1.4379928368585386e-19
8,9.3821958862301356e-03,2.6058676594425617e-03,2.0857276646073820e-03,-4.6629367034256575e-14,4.6629367034256575e-14,0.0000000000000000e+00,2.8722591770036063e-17,-5.5373881545641254e-02,2.4803470862547413e-02,-8.0177352408188671e-02,-5.5373881545641268e-02,1.3877787807814457e-17,1.4759114820408975e-17,-5.5373881545641282e-02,2.4803470862547413e-02,-8.0177352408188698e-02,0.0000000000000000e+00,-3.9304074035757253e-02,5.5373881545641282e-02,3.9304074035757253e-02,0.0000000000000000e+00,2.8121380280064713e-04,1.9990432876447516e-04,-2.8121380280064708e-04,1.2537409686944197e-04,-4.0658789967008900e-04,-2.8121380280064713e-04,1.2537409686944200e-04,-4.0658789967008911e-04,3.8370871590873463e-21,-3.1574767409899386e-21,9.3417499452587419e-05,1.0957486526840042e-07,3.2133233209413077e-05,2.8621065782693362e-07,4.0687411032791596e-04,0.0000000000000000e+00,-8.1309474036171973e-05,5.7824115865893574e-17,8.2569112009248278e-17,1.6653345369377348e-15,4.3893070801402895e-02,-8.9515160005591444e-19
9,1.2079351273424481e-02,3.3549918603448651e-03,2.6971553871943457e-03,-1.3211653993039363e-13,1.3211653993039363e-13,0.0000000000000000e+00,2.2840854471380186e-17,-6.7206659968305757e-02,3.0221658832311170e-02,-9.7428318800616920e-02,-6.7206659968305757e-02,0.0000000000000000e+00,9.3806661626660978e-18,-6.7206659968305771e-02,3.0221658832311173e-02,-9.7428318800616948e-02,0.0000000000000000e+00,-4.7654456684351740e-02,6.7206659968305771e-02,4.7654456684351643e-02,0.0000000000000000e+00,4.4652318675541836e-04,3.1717466356159850e-04,-4.4652318675541820e-04,1.9957975936321968e-04,-6.4610294611863782e-04,-4.4652318675541836e-04,1.9957975936321971e-04,-6.4610294611863804e-04,3.6391457321183621e-20,-3.1574767409899386e-21,1.4097693000221767e-04,2.5688980788445731e-07,5.8819534978276679e-05,4.7359542515912258e-07,6.4657654154379705e-04,0.0000000000000000e+00,-1.2934852319381986e-04,2.3129646346357429e-17,3.7142712176177772e-17,3.7007434154171887e-15,5.3371797912420887e-02,-1.2967966566087700e-18
