step,t_dless,t_phys_s,dt_dless,min_cone_margin_MPa,max_cone_violation_MPa,max_positive_friction_power,max_abs_normal_power_closed,p_contact_total,p_contact_pert,p_offset,p_contact_metric,p_contact_metric_mismatch,p_normal_total,p_tangent_total,p_tangent_pert,p_tangent_offset,p_cross_metric,p_friction_lumped,d_fric_rate,d_fric_lumped_rate,friction_injection_rate,D_fric,D_fric_lumped,W_contact_total,W_contact_pert,W_offset_external,W_tangent_total,W_tangent_pert,W_tangent_offset,W_normal_total,W_cross_metric,KE,W_elastic,D_vis,bulk_residual_pert,bulk_residual_total,interface_residual_D_fric_plus_W_tangent,coulomb_lumped_residual,endpoint_res_inf,endpoint_res_l2,endpoint_force_res_inf,max_abs_vt,min_gap
52,8.9740318828079779e-01,2.4925017279310022e-01,6.3039094284939368e-02,-3.1086244689504383e-14,3.1086244689504383e-14,0.0000000000000000e+00,8.9655056611651127e-17,-4.4030219637602230e-01,2.2429565807714597e-01,-6.6459785445316832e-01,-4.4030219637602230e-01,0.0000000000000000e+00,3.0578149327753989e-17,-4.4030219637602241e-01,2.2429565807714597e-01,-6.6459785445316832e-01,5.5511151231257827e-17,-2.9702386869786263e-01,4.4030219637602241e-01,2.9702386869786257e-01,0.0000000000000000e+00,3.4304940311494247e-01,2.3179825285344779e-01,-3.4304940311494247e-01,1.7214901521248188e-01,-5.1519841832742430e-01,-3.4304940311494247e-01,1.7214901521248188e-01,-5.1519841832742430e-01,-4.1924102373630878e-18,-1.4944395097025811e-17,3.1213548001600457e-02,2.0190976487263430e-02,1.2084864227580912e-01,1.0415155219112293e-04,5.1530256987961542e-01,0.0000000000000000e+00,-1.1125115026149468e-01,9.2518585385429716e-17,2.3351780757185127e-16,9.2518585385429718e-16,2.6913853742736027e-01,-3.3674963034384972e-17
53,9.6339414366473031e-01,2.6757889866239171e-01,6.5990955383932515e-02,-1.9428902930940239e-14,1.9428902930940239e-14,0.0000000000000000e+00,6.9830431292568625e-17,-4.4056320967416329e-01,2.2450580233432652e-01,-6.6506901200848978e-01,-4.4056320967416324e-01,-5.5511151231257827e-17,-1.2971523097463834e-18,-4.4056320967416329e-01,2.2450580233432654e-01,-6.6506901200848989e-01,5.5511151231257827e-17,-2.9715227873000433e-01,4.4056320967416329e-01,2.9715227873000433e-01,0.0000000000000000e+00,3.7211397796989620e-01,2.5140337867100243e-01,-3.7211397796989615e-01,1.8695743378761051e-01,-5.5907141175750663e-01,-3.7211397796989620e-01,1.8695743378761051e-01,-5.5907141175750663e-01,-3.2262697534568872e-18,-1.1281161192813145e-17,3.3244285291728397e-02,2.2924048171914218e-02,1.3089443647012311e-01,1.0533614615521047e-04,5.5917674790366190e-01,0.0000000000000000e+00,-1.2071059929889377e-01,5.5511151231257827e-17,1.6449716021451756e-16,5.5511151231257827e-16,2.7073539351107823e-01,-3.7707436021059567e-17
54,1.0325792870818979e+00,2.8679479757676984e-01,6.9185143417167638e-02,-1.1657341758564144e-14,1.1657341758564144e-14,0.0000000000000000e+00,6.8581675143787949e-17,-4.4035225772836284e-01,2.2444231777322002e-01,-6.6479457550158283e-01,-4.4035225772836284e-01,0.0000000000000000e+00,-6.3622374551428584e-18,-4.4035225772836284e-01,2.2444231777322005e-01,-6.6479457550158294e-01,0.0000000000000000e+00,-2.9696281839906319e-01,4.4035225772836284e-01,2.9696281839906319e-01,0.0000000000000000e+00,4.0258710944521869e-01,2.7195534777159192e-01,-4.0258710944521869e-01,2.0248770382586473e-01,-6.0507481327108337e-01,-4.0258710944521869e-01,2.0248770382586473e-01,-6.0507481327108337e-01,-3.4912277431428115e-18,-9.3608877132198181e-18,3.5320800642470659e-02,2.5914691559859100e-02,1.4135801831331649e-01,1.0580668978152352e-04,6.0518061996086492e-01,0.0000000000000000e+00,-1.3063176167362678e-01,9.2518585385429716e-17,1.9351650525867190e-16,5.5511151231257827e-16,2.7204572582218201e-01,-3.9483859202454338e-17
55,1.1046625845286249e+00,3.0681564726698884e-01,7.2083297446726924e-02,-1.1657341758564144e-14,1.1657341758564144e-14,0.0000000000000000e+00,5.6841231278162177e-17,-4.3969190159324367e-01,2.2411782509407410e-01,-6.6380972668731775e-01,-4.3969190159324367e-01,0.0000000000000000e+00,2.6121002702795555e-17,-4.3969190159324367e-01,2.2411782509407410e-01,-6.6380972668731775e-01,0.0000000000000000e+00,-2.9647113047070800e-01,4.3969190159324367e-01,2.9647113047070811e-01,0.0000000000000000e+00,4.3430535189653574e-01,2.9334368569727465e-01,-4.3430535189653574e-01,2.1865455092638947e-01,-6.5295990282292515e-01,-4.3430535189653574e-01,2.1865455092638947e-01,-6.5295990282292515e-01,-2.7790892668795114e-18,-9.3608877132198181e-18,3.7427428437918901e-02,2.9158824864042903e-02,1.5217382398768536e-01,1.0552636325769638e-04,6.5306542918618293e-01,0.0000000000000000e+00,-1.4096166619926109e-01,9.2518585385429716e-17,2.1279274638648835e-16,7.4014868308343773e-16,2.7306922708230741e-01,-3.6465729389063352e-17
56,1.1791534715470866e+00,3.2750519540246226e-01,7.4490887018461738e-02,-1.9428902930940239e-14,1.9428902930940239e-14,0.0000000000000000e+00,5.9573794806841991e-17,-4.3861517836811670e-01,2.2355076586476771e-01,-6.6216594423288444e-01,-4.3861517836811670e-01,0.0000000000000000e+00,1.2086113564431876e-18,-4.3861517836811670e-01,2.2355076586476774e-01,-6.6216594423288444e-01,0.0000000000000000e+00,-2.9569997651713370e-01,4.3861517836811670e-01,2.9569997651713364e-01,0.0000000000000000e+00,4.6701828862699413e-01,3.1539936121038903e-01,-4.6701828862699413e-01,2.3532816614180399e-01,-7.0234645476879809e-01,-4.6701828862699413e-01,2.3532816614180399e-01,-7.0234645476879809e-01,-1.7611856703070530e-18,-9.3608877132198181e-18,3.9543774824403334e-02,3.2640580266237451e-02,1.6324829574747207e-01,1.0448469630885970e-04,7.0245093946510695e-01,0.0000000000000000e+00,-1.5161892741660510e-01,5.5511151231257827e-17,1.6719070913367254e-16,5.5511151231257827e-16,2.7380975304281280e-01,-2.9357800761656876e-17
57,1.2563808511805501e+00,3.4895479349769004e-01,7.7227379633463489e-02,-1.5543122344752192e-14,1.5543122344752192e-14,0.0000000000000000e+00,5.7072038784796777e-17,-4.3714525326863157e-01,2.2275511167324977e-01,-6.5990036494188131e-01,-4.3714525326863152e-01,-5.5511151231257827e-17,8.6043289322730706e-18,-4.3714525326863157e-01,2.2275511167324979e-01,-6.5990036494188131e-01,5.5511151231257827e-17,-2.9466492283210066e-01,4.3714525326863157e-01,2.9466492283210072e-01,0.0000000000000000e+00,5.0083463028798259e-01,3.3819552831254640e-01,-5.0083463028798259e-01,2.5256168286044128e-01,-7.5339631314842381e-01,-5.0083463028798259e-01,2.5256168286044128e-01,-7.5339631314842381e-01,-1.3822718378084533e-18,-7.2173973382063419e-18,4.1673158962586360e-02,3.6380773735991544e-02,1.7461042567087065e-01,1.0267550900727729e-04,7.5349898865743115e-01,0.0000000000000000e+00,-1.6263910197543618e-01,9.2518585385429716e-17,1.9707761722684101e-16,5.5511151231257827e-16,2.7428179015806842e-01,-3.2942548286709216e-17
58,1.3366711171859038e+00,3.7125509612284241e-01,8.0290266005353716e-02,-1.9428902930940239e-14,1.9428902930940239e-14,0.0000000000000000e+00,5.7680296909428605e-17,-4.3529784999592547e-01,2.2174062943869838e-01,-6.5703847943462379e-01,-4.3529784999592547e-01,0.0000000000000000e+00,1.0047855967704753e-17,-4.3529784999592552e-01,2.2174062943869841e-01,-6.5703847943462390e-01,5.5511151231257827e-17,-2.9337656053958894e-01,4.3529784999592552e-01,2.9337656053958888e-01,0.0000000000000000e+00,5.3585897470580635e-01,3.6180253187359429e-01,-5.3585897470580635e-01,2.7040602350650389e-01,-8.0626499821231012e-01,-5.3585897470580635e-01,2.7040602350650389e-01,-8.0626499821231012e-01,-6.3347739420832269e-19,-2.7603922395852325e-18,4.3817565705225665e-02,4.0402010210736125e-02,1.8628652357491463e-01,1.0007598437256071e-04,8.0636507419668280e-01,0.0000000000000000e+00,-1.7405644283221205e-01,9.2518585385429716e-17,2.1206240638416315e-16,5.5511151231257827e-16,2.7449430341330494e-01,-3.4642264807396855e-17
59,1.4198552653735503e+00,3.9435916303521690e-01,8.3184148187646523e-02,-1.9428902930940239e-14,1.9428902930940239e-14,0.0000000000000000e+00,3.9162903470315115e-17,-4.3309720207993468e-01,2.2052132785235792e-01,-6.5361852993229264e-01,-4.3309720207993474e-01,5.5511151231257827e-17,-2.9715360544596550e-17,-4.3309720207993468e-01,2.2052132785235795e-01,-6.5361852993229264e-01,0.0000000000000000e+00,-2.9185149000779176e-01,4.3309720207993468e-01,2.9185149000779176e-01,0.0000000000000000e+00,5.7197732605445506e-01,3.8614338031374468e-01,-5.7197732605445506e-01,2.8880061560303283e-01,-8.6077794165748778e-01,-5.7197732605445506e-01,2.8880061560303283e-01,-8.6077794165748778e-01,-1.4514897018110144e-18,-4.5156832454132860e-19,4.5965093091614666e-02,4.4702700806587836e-02,1.9822950115084034e-01,9.6679446009995118e-05,8.6087462110349788e-01,0.0000000000000000e+00,-1.8583394574071038e-01,9.2518585385429716e-17,2.0680025236009454e-16,5.5511151231257827e-16,2.7445288665408984e-01,-3.7824949847548649e-17
60,1.5053336940614439e+00,4.1810045724808487e-01,8.5478428687893571e-02,-2.3314683517128287e-14,2.3314683517128287e-14,0.0000000000000000e+00,8.7027801893171221e-17,-4.3058215025014590e-01,2.1911931293824011e-01,-6.4970146318838595e-01,-4.3058215025014590e-01,0.0000000000000000e+00,-1.8136687415329792e-18,-4.3058215025014585e-01,2.1911931293824011e-01,-6.4970146318838595e-01,-5.5511151231257827e-17,-2.9011631136358285e-01,4.3058215025014585e-01,2.9011631136358274e-01,0.0000000000000000e+00,6.0889030301813152e-01,4.1101622691783130e-01,-6.0889030301813152e-01,3.0759051118409231e-01,-9.1648081420222371e-01,-6.0889030301813152e-01,3.0759051118409231e-01,-9.1648081420222371e-01,-2.7990156425274799e-18,-2.8240713154933024e-18,4.8093786358485768e-02,4.9256596860153656e-02,2.1033265781765734e-01,9.2529852204426000e-05,9.1657334405442825e-01,0.0000000000000000e+00,-1.9787407610030022e-01,9.2518585385429716e-17,2.0806399329414065e-16,9.2518585385429718e-16,2.7416710701920338e-01,-3.9667069789319217e-17
61,1.5929943004586493e+00,4.4244784265631976e-01,8.7660606397205409e-02,-7.7715611723760958e-15,7.7715611723760958e-15,0.0000000000000000e+00,5.6921757456148578e-17,-4.2777939935585829e-01,2.1755082920386237e-01,-6.4533022855972066e-01,-4.2777939935585829e-01,0.0000000000000000e+00,1.5060643329559758e-17,-4.2777939935585829e-01,2.1755082920386237e-01,-6.4533022855972066e-01,0.0000000000000000e+00,-2.8818914449217703e-01,4.2777939935585829e-01,2.8818914449217714e-01,0.0000000000000000e+00,6.4651254999138519e-01,4.3636353038939540e-01,-6.4651254999138519e-01,3.2672989591195761e-01,-9.7324244590334263e-01,-6.4651254999138519e-01,3.2672989591195761e-01,-9.7324244590334263e-01,-2.2183967298700810e-18,-5.2571419048628208e-18,5.0195321099233928e-02,5.4060604114358327e-02,2.2256163782421376e-01,8.7667125848400751e-05,9.7333011302919115e-01,0.0000000000000000e+00,-2.1014901960198978e-01,9.2518585385429716e-17,1.9872660483875954e-16,7.4014868308343773e-16,2.7364876738436272e-01,-3.7248571305025106e-17
62,1.6833349656071093e+00,4.6753960374269954e-01,9.0340665148459953e-02,-1.9428902930940239e-14,1.9428902930940239e-14,0.0000000000000000e+00,4.2812007853905320e-17,-4.2469249597273012e-01,2.1581944971090217e-01,-6.4051194568363234e-01,-4.2469249597273007e-01,-5.5511151231257827e-17,4.2088749046752514e-18,-4.2469249597273007e-01,2.1581944971090217e-01,-6.4051194568363223e-01,0.0000000000000000e+00,-2.8607223877505950e-01,4.2469249597273007e-01,2.8607223877505955e-01,0.0000000000000000e+00,6.8501898901356173e-01,4.6230310805611385e-01,-6.8501898901356173e-01,3.4630537553832436e-01,-1.0313243645518859e+00,-6.8501898901356173e-01,3.4630537553832436e-01,-1.0313243645518859e+00,-1.3479861826844968e-18,-5.2571419048628208e-18,5.2275580012864704e-02,5.9145586541257178e-02,2.3496627744495333e-01,8.2068460750817085e-05,1.0314064330126369e+00,0.0000000000000000e+00,-2.2271588095744788e-01,9.2518585385429716e-17,2.2084876237282098e-16,7.4014868308343773e-16,2.7290398584943121e-01,-3.7952973456486464e-17
63,1.7764750744609066e+00,4.9340889920425424e-01,9.3140108853797310e-02,-1.1657341758564144e-14,1.1657341758564144e-14,0.0000000000000000e+00,4.9614778136245357e-17,-4.2133374380554417e-01,2.1393263762838866e-01,-6.3526638143393277e-01,-4.2133374380554411e-01,-5.5511151231257827e-17,9.7461242195927156e-18,-4.2133374380554411e-01,2.1393263762838866e-01,-6.3526638143393277e-01,0.0000000000000000e+00,-2.8377393064362061e-01,4.2133374380554411e-01,2.8377393064362061e-01,0.0000000000000000e+00,7.2441847704662032e-01,4.8884087518090152e-01,-7.2441847704662032e-01,3.6631895363578842e-01,-1.0907374306824087e+00,-7.2441847704662032e-01,3.6631895363578842e-01,-1.0907374306824087e+00,-6.9810111394001459e-19,-5.2571419048628208e-18,5.4330420456954388e-02,6.4522982632101281e-02,2.4754126665754464e-01,7.5716110811863135e-05,1.0908131467932205e+00,0.0000000000000000e+00,-2.3557760186571880e-01,9.2518585385429716e-17,1.6867206384852334e-16,7.4014868308343773e-16,2.7193817998039882e-01,-3.4669793425908285e-17
64,1.8718887527899575e+00,5.1990966956133466e-01,9.5413678329050899e-02,-1.1657341758564144e-14,1.1657341758564144e-14,0.0000000000000000e+00,4.3030650759041433e-17,-4.1773847218477533e-01,2.1191038351488750e-01,-6.2964885569966289e-01,-4.1773847218477528e-01,-5.5511151231257827e-17,-1.1450642359266204e-17,-4.1773847218477528e-01,2.1191038351488750e-01,-6.2964885569966278e-01,0.0000000000000000e+00,-2.8131828338987580e-01,4.1773847218477528e-01,2.8131828338987580e-01,0.0000000000000000e+00,7.6444796030229245e-01,5.1579963854892308e-01,-7.6444796030229245e-01,3.8663457815480629e-01,-1.1510825384570986e+00,-7.6444796030229245e-01,3.8663457815480629e-01,-1.1510825384570986e+00,-7.7941828668243376e-19,-5.2571419048628208e-18,5.6342019448564012e-02,7.0165993887867609e-02,2.6019523741558709e-01,6.8672597212438014e-05,1.1511512110543112e+00,0.0000000000000000e+00,-2.4864832175336937e-01,9.2518585385429716e-17,1.8282665053520151e-16,3.7007434154171886e-16,2.7076413323098381e-01,-3.2822469421770757e-17
65,1.9692649054649602e+00,5.4695550937684612e-01,9.7376152675002769e-02,-1.1657341758564144e-14,1.1657341758564144e-14,0.0000000000000000e+00,7.9359164668308714e-17,-4.1393452018240695e-01,2.0976943127910944e-01,-6.2370395146151636e-01,-4.1393452018240695e-01,0.0000000000000000e+00,-1.8845130849740776e-18,-4.1393452018240695e-01,2.0976943127910944e-01,-6.2370395146151636e-01,0.0000000000000000e+00,-2.7872417112350006e-01,4.1393452018240695e-01,2.7872417112350006e-01,0.0000000000000000e+00,8.0494051844250403e-01,5.4306702832651199e-01,-8.0494051844250403e-01,4.0716535716747987e-01,-1.2121058756099838e+00,-8.0494051844250403e-01,4.0716535716747987e-01,-1.2121058756099838e+00,-1.4286813529240519e-18,-5.2571419048628208e-18,5.8298976186414164e-02,7.6057752094910711e-02,2.7286964225404553e-01,6.1013367890550008e-05,1.2121668889778745e+00,0.0000000000000000e+00,-2.6187349011599204e-01,9.2518585385429716e-17,1.7675650919352822e-16,7.4014868308343773e-16,2.6949703533866154e-01,-3.4220428934744717e-17
66,2.0683132641793671e+00,5.7446579778103002e-01,9.9048358714406870e-02,-1.1657341758564144e-14,1.1657341758564144e-14,0.0000000000000000e+00,6.5135615082072790e-17,-4.0994876423931526e-01,2.0752576921221710e-01,-6.1747453345153236e-01,-4.0994876423931526e-01,0.0000000000000000e+00,-1.7452064081891871e-17,-4.0994876423931526e-01,2.0752576921221716e-01,-6.1747453345153236e-01,0.0000000000000000e+00,-2.7600976708871344e-01,4.0994876423931526e-01,2.7600976708871344e-01,0.0000000000000000e+00,8.4574266198960724e-01,5.7053977137806144e-01,-8.4574266198960724e-01,4.2783155952151247e-01,-1.2735742215111197e+00,-8.4574266198960724e-01,4.2783155952151247e-01,-1.2735742215111197e+00,-2.3863094686903257e-18,-5.2571419048628208e-18,6.0191709859789548e-02,8.2180783371484184e-02,2.8551187969987701e-01,5.2813409638308162e-05,1.2736270349207581e+00,0.0000000000000000e+00,-2.7520289061154579e-01,9.2518585385429716e-17,1.6309271122324308e-16,5.5511151231257827e-16,2.6808251176384390e-01,-3.4632865191936400e-17
67,2.1692500339859722e+00,6.0250058486895108e-01,1.0093676980660504e-01,-1.9428902930940239e-14,1.9428902930940239e-14,0.0000000000000000e+00,5.9653044869765942e-17,-4.0578593368691851e-01,2.0518352871540815e-01,-6.1096946240232664e-01,-4.0578593368691857e-01,5.5511151231257827e-17,-4.6070039029099692e-17,-4.0578593368691851e-01,2.0518352871540818e-01,-6.1096946240232675e-01,0.0000000000000000e+00,-2.7317815537052070e-01,4.0578593368691851e-01,2.7317815537052070e-01,0.0000000000000000e+00,8.8691147470352760e-01,5.9825639883297910e-01,-8.8691147470352760e-01,4.4866033122249560e-01,-1.3355718059260231e+00,-8.8691147470352760e-01,4.4866033122249560e-01,-1.3355718059260231e+00,-5.5921674183631190e-18,-5.2571419048628208e-18,6.2020952259381840e-02,8.8548161241459783e-02,2.9813530349676637e-01,4.4085775112390202e-05,1.3356158917011356e+00,0.0000000000000000e+00,-2.8865507587054851e-01,9.2518585385429716e-17,2.1820464722267795e-16,7.4014868308343773e-16,2.6648864406680439e-01,-3.9061007860199341e-17
68,2.2731683816963759e+00,6.3136349338258446e-01,1.0391834771040376e-01,-1.1657341758564144e-14,1.1657341758564144e-14,0.0000000000000000e+00,6.8859245036550304e-17,-4.0141081807246021e-01,2.0272490134224858e-01,-6.0413571941470878e-01,-4.0141081807246015e-01,-5.5511151231257827e-17,-1.4755908002969882e-17,-4.0141081807246015e-01,2.0272490134224858e-01,-6.0413571941470878e-01,0.0000000000000000e+00,-2.7020532445757728e-01,4.0141081807246015e-01,2.7020532445757728e-01,0.0000000000000000e+00,9.2885275106354737e-01,6.2649015553141185e-01,-9.2885275106354737e-01,4.6985491625686382e-01,-1.3987076673204111e+00,-9.2885275106354737e-01,4.6985491625686382e-01,-1.3987076673204111e+00,-8.7526333751097222e-18,-5.2571419048628208e-18,6.3801437992326501e-02,9.5230653296109649e-02,3.1085752072468475e-01,3.4695756257085986e-05,1.3987423630766682e+00,0.0000000000000000e+00,-3.0236259553213551e-01,9.2518585385429716e-17,2.3235799127134733e-16,5.5511151231257827e-16,2.6470360916960234e-01,-4.1006730161913784e-17
69,2.3799277840300377e+00,6.6101549353864708e-01,1.0675940233366177e-01,-7.7715611723760958e-15,7.7715611723760958e-15,0.0000000000000000e+00,3.7632621839709392e-17,-3.9683907721230222e-01,2.0015792316673392e-01,-5.9699700037903614e-01,-3.9683907721230205e-01,-1.6653345369377348e-16,1.6632745460866593e-17,-3.9683907721230210e-01,2.0015792316673392e-01,-5.9699700037903602e-01,5.5511151231257827e-17,-2.6710188085150682e-01,3.9683907721230210e-01,2.6710188085150682e-01,0.0000000000000000e+00,9.7146309193030200e-01,6.5517145358559581e-01,-9.7146309193030200e-01,4.9136068103440206e-01,-1.4628237729647040e+00,-9.7146309193030200e-01,4.9136068103440206e-01,-1.4628237729647040e+00,-8.6524483524684804e-18,-2.2939732407115217e-18,6.5524554049778347e-02,1.0222224481072459e-01,3.2363850814188849e-01,2.4625967989355679e-05,1.4628483989326935e+00,0.0000000000000000e+00,-3.1629163834470619e-01,4.6259292692714858e-17,1.4431490715233658e-16,3.7007434154171886e-16,2.6273335932657099e-01,-3.4803249176898858e-17
70,2.4883832230921130e+00,6.9113856116264505e-01,1.0845543906207533e-01,-1.1657341758564144e-14,1.1657341758564144e-14,0.0000000000000000e+00,6.1796114309992584e-17,-3.9213006300662423e-01,1.9751537517383183e-01,-5.8964543818045612e-01,-3.9213006300662423e-01,0.0000000000000000e+00,2.5257937069887777e-17,-3.9213006300662423e-01,1.9751537517383183e-01,-5.8964543818045612e-01,0.0000000000000000e+00,-2.6390802485440618e-01,3.9213006300662423e-01,2.6390802485440623e-01,0.0000000000000000e+00,1.0142470891847379e+00,6.8396690982041886e-01,-1.0142470891847379e+00,5.1292559712179697e-01,-1.5271726863065347e+00,-1.0142470891847379e+00,5.1292559712179697e-01,-1.5271726863065347e+00,-6.3808121692269933e-18,7.1626989910214395e-19,6.7167843266720900e-02,1.0944810838056919e-01,3.3632371329835592e-01,1.4067823849051031e-05,1.5271867541303839e+00,0.0000000000000000e+00,-3.3028017936431908e-01,9.2518585385429716e-17,1.8653453923763305e-16,7.4014868308343773e-16,2.6060506486321139e-01,-3.5369537057085188e-17
71,2.5987255084629082e+00,7.2178569285798133e-01,1.1034228537079516e-01,-1.5543122344752192e-14,1.5543122344752192e-14,0.0000000000000000e+00,5.1988221629890225e-17,-3.8728391622845076e-01,1.9479989786956825e-01,-5.8208381409801901e-01,-3.8728391622845071e-01,-5.5511151231257827e-17,-1.8652465719715242e-17,-3.8728391622845071e-01,1.9479989786956825e-01,-5.8208381409801890e-01,0.0000000000000000e+00,-2.6062374292278123e-01,3.8728391622845071e-01,2.6062374292278123e-01,0.0000000000000000e+00,1.0572482490441097e+00,7.1290592682347786e-01,-1.0572482490441097e+00,5.3457007902853515e-01,-1.5918183280726446e+00,-1.0572482490441097e+00,5.3457007902853515e-01,-1.5918183280726446e+00,-6.0163807668623190e-18,7.1626989910214395e-19,6.8731964967148007e-02,1.1691893930821677e-01,3.4892224931758725e-01,3.0745644169494213e-06,1.5918214026370618e+00,0.0000000000000000e+00,-3.4434232222063188e-01,9.2518585385429716e-17,1.8922538822631428e-16,5.5511151231257827e-16,2.5832260036977006e-01,-3.5021519739117804e-17
72,2.7107669608120499e+00,7.5290476143574447e-01,1.1204145234914176e-01,-1.5543122344752192e-14,1.5543122344752192e-14,0.0000000000000000e+00,5.7559888495804870e-17,-3.8231724333879735e-01,1.9202105979608622e-01,-5.7433830313488354e-01,-3.8231724333879724e-01,-1.1102230246251565e-16,-2.9362701826112696e-18,-3.8231724333879724e-01,1.9202105979608619e-01,-5.7433830313488343e-01,0.0000000000000000e+00,-2.5726016556935921e-01,3.8231724333879724e-01,2.5726016556935927e-01,0.0000000000000000e+00,1.1003618648678588e+00,7.4191815945133255e-01,-1.1003618648678588e+00,5.5624006997650810e-01,-1.6566019348443666e+00,-1.1003618648678588e+00,5.5624006997650810e-01,-1.6566019348443666e+00,-7.2257974293016796e-18,7.1626989910214395e-19,7.0212336427288732e-02,1.2461954020121860e-01,3.6139988039539972e-01,-8.3129526010639054e-06,1.6565936218917658e+00,0.0000000000000000e+00,-3.5844370541652626e-01,9.2518585385429716e-17,1.6867206384852334e-16,5.5511151231257827e-16,2.5589626780464914e-01,-3.7234209125061227e-17
73,2.8247701755641068e+00,7.8456870173258675e-01,1.1400321475205688e-01,-1.1657341758564144e-14,1.1657341758564144e-14,0.0000000000000000e+00,4.0242588198662621e-17,-3.7722737047836147e-01,1.8917861719314902e-01,-5.6640598767151051e-01,-3.7722737047836141e-01,-5.5511151231257827e-17,-1.4661479955784099e-18,-3.7722737047836136e-01,1.8917861719314905e-01,-5.6640598767151040e-01,-5.5511151231257827e-17,-2.5381539737081277e-01,3.7722737047836136e-01,2.5381539737081271e-01,0.0000000000000000e+00,1.1436571287292416e+00,7.7105028802953091e-01,-1.1436571287292416e+00,5.7796906429611739e-01,-1.7216261930253587e+00,-1.1436571287292416e+00,5.7796906429611739e-01,-1.7216261930253587e+00,-7.4767423417999387e-18,-2.4479549483733524e-18,7.1610714914964693e-02,1.3256505574376695e-01,3.7377319794436792e-01,-2.0095693017752048e-05,1.7216060973323413e+00,0.0000000000000000e+00,-3.7260684069971073e-01,9.2518585385429716e-17,1.8833271040669381e-16,5.5511151231257827e-16,2.5332893753911051e-01,-3.6542075866546566e-17
74,2.9399517975989249e+00,8.1655993997385867e-01,1.1518162203481808e-01,-1.9428902930940239e-14,1.9428902930940239e-14,0.0000000000000000e+00,4.4364354243796870e-17,-3.7205635617377303e-01,1.8629537774511115e-01,-5.5835173391888415e-01,-3.7205635617377297e-01,-5.5511151231257827e-17,-2.1501544118369567e-17,-3.7205635617377297e-01,1.8629537774511118e-01,-5.5835173391888415e-01,0.0000000000000000e+00,-2.5031775730838973e-01,3.7205635617377297e-01,2.5031775730838968e-01,0.0000000000000000e+00,1.1868089862292848e+00,8.0008372526827110e-01,-1.1868089862292848e+00,5.9959291618055832e-01,-1.7864019024098428e+00,-1.1868089862292848e+00,5.9959291618055832e-01,-1.7864019024098428e+00,-8.7994703578403529e-18,-5.6448871682915350e-18,7.2916809495119542e-02,1.4069675376725171e-01,3.8594722526096187e-01,-3.2127657225156092e-05,1.7863697747526179e+00,0.0000000000000000e+00,-3.8672526096101367e-01,9.2518585385429716e-17,1.8911226587979627e-16,7.4014868308343773e-16,2.5064369066523018e-01,-3.9641318665352586e-17
75,3.0565449966562377e+00,8.4894323812907135e-01,1.1659319905731280e-01,-1.5543122344752192e-14,1.5543122344752192e-14,0.0000000000000000e+00,4.5991938497659659e-17,-3.6680047339031985e-01,1.8337123505291758e-01,-5.5017170844323737e-01,-3.6680047339031979e-01,-5.5511151231257827e-17,-1.1013328777037617e-17,-3.6680047339031985e-01,1.8337123505291761e-01,-5.5017170844323748e-01,5.5511151231257827e-17,-2.4676460804365885e-01,3.6680047339031985e-01,2.4676460804365882e-01,0.0000000000000000e+00,1.2298818269313954e+00,8.2906193685395668e-01,-1.2298818269313954e+00,6.2114322266595989e-01,-1.8510250495973550e+00,-1.2298818269313954e+00,6.2114322266595989e-01,-1.8510250495973550e+00,-1.0694976881749070e-17,-2.4087758155882158e-18,7.4133605685896650e-02,1.4902573179834874e-01,3.9793950099088871e-01,-4.4384190825752512e-05,1.8509806654065295e+00,0.0000000000000000e+00,-4.0081989007743868e-01,9.2518585385429716e-17,2.0069550285120643e-16,7.4014868308343773e-16,2.4784309810896926e-01,-3.7091642497312871e-17
76,3.1750505137466245e+00,8.8185767502593726e-01,1.1850551709038681e-01,-7.7715611723760958e-15,7.7715611723760958e-15,0.0000000000000000e+00,5.3288362064030725e-17,-3.6144341194857355e-01,1.8039809405155785e-01,-5.4184150600013137e-01,-3.6144341194857338e-01,-1.6653345369377348e-16,-1.6959107155314028e-17,-3.6144341194857343e-01,1.8039809405155788e-01,-5.4184150600013137e-01,5.5511151231257827e-17,-2.4314481843990243e-01,3.6144341194857343e-01,2.4314481843990243e-01,0.0000000000000000e+00,1.2730322860313943e+00,8.5809042181040129e-01,-1.2730322860313943e+00,6.4269755888953439e-01,-1.9157298449209286e+00,-1.2730322860313943e+00,6.4269755888953439e-01,-1.9157298449209286e+00,-1.2352420873969594e-17,4.1696018653546557e-18,7.5265921442167968e-02,1.5758285573489811e-01,4.0979184938047442e-01,-5.6932331993886365e-05,1.9156729125889349e+00,0.0000000000000000e+00,-4.1494186422099300e-01,4.6259292692714858e-17,1.5716250041522723e-16,3.7007434154171886e-16,2.4492142541304085e-01,-3.7617971389010040e-17
