step,t_dless,t_phys_s,dt_dless,min_cone_margin_MPa,max_cone_violation_MPa,max_positive_friction_power,max_abs_normal_power_closed,p_contact_total,p_contact_pert,p_offset,p_contact_metric,p_contact_metric_mismatch,p_normal_total,p_tangent_total,p_tangent_pert,p_tangent_offset,p_cross_metric,p_friction_lumped,d_fric_rate,d_fric_lumped_rate,friction_injection_rate,D_fric,D_fric_lumped,W_contact_total,W_contact_pert,W_offset_external,W_tangent_total,W_tangent_pert,W_tangent_offset,W_normal_total,W_cross_metric,KE,W_elastic,D_vis,bulk_residual_pert,bulk_residual_total,interface_residual_D_fric_plus_W_tangent,coulomb_lumped_residual,endpoint_res_inf,endpoint_res_l2,endpoint_force_res_inf,max_abs_vt,min_gap
10,2.6913799637090854e-03,7.4752009995809746e-04,6.4134250886402518e-04,-2.6034729927459921e-13,2.6034729927459921e-13,0.0000000000000000e+00,6.6764113932614790e-17,-3.6564259031398247e-02,1.6394676584946997e-02,-5.2958935616345244e-02,-3.6564259031398261e-02,1.3877787807814457e-17,2.5183000068576963e-17,-3.6564259031398288e-02,1.6394676584947008e-02,-5.2958935616345293e-02,0.0000000000000000e+00,-2.4954186090755583e-02,3.6564259031398288e-02,2.4954186090755517e-02,0.0000000000000000e+00,5.3430322157654166e-05,3.6479624095469654e-05,-5.3430322157654152e-05,2.3876896079218672e-05,-7.7307218236872811e-05,-5.3430322157654166e-05,2.3876896079218689e-05,-7.7307218236872852e-05,-2.1856383421047735e-20,5.0961442677559037e-22,1.7360269855001565e-05,7.5736882493456385e-09,6.3387671767318370e-06,-1.7028535923592559e-07,7.7136932877636902e-05,0.0000000000000000e+00,-1.6950698062184512e-05,5.7824115865893574e-17,1.1091156826732331e-16,5.1810407815840644e-15,2.8626642540272040e-02,-1.2689850353439758e-19
11,3.5671213405128990e-03,9.9075379061233496e-04,8.7574137680381360e-04,-9.7144514654701197e-14,9.7144514654701197e-14,0.0000000000000000e+00,5.1638914251136608e-17,-4.5294545222562856e-02,2.0360112068403387e-02,-6.5654657290966242e-02,-4.5294545222562883e-02,2.7755575615628914e-17,-5.3875226732367543e-18,-4.5294545222562876e-02,2.0360112068403397e-02,-6.5654657290966270e-02,0.0000000000000000e+00,-3.0901814005289741e-02,4.5294545222562876e-02,3.0901814005289758e-02,0.0000000000000000e+00,8.9273893128093086e-05,6.0937329308901968e-05,-8.9273893128093032e-05,3.9970740688927799e-05,-1.2924463381702082e-04,-8.9273893128093086e-05,3.9970740688927820e-05,-1.2924463381702091e-04,-1.3188524106705733e-20,5.0961442677559037e-22,2.7590849207924035e-05,1.8800391421646468e-08,1.2202845667950569e-05,-1.5824542163154516e-07,1.2908638839538930e-04,0.0000000000000000e+00,-2.8336563819191118e-05,6.9388939039072284e-17,1.3919106680594376e-16,3.3306690738754696e-15,3.4702583324767680e-02,-1.8786318945526332e-19
12,4.7425128172476462e-03,1.3172141068910461e-03,1.1753914767347472e-03,-1.5154544286133387e-13,1.5154544286133387e-13,0.0000000000000000e+00,5.9088365245693343e-17,-5.5631202087356363e-02,2.5077507772807622e-02,-8.0708709860163985e-02,-5.5631202087356384e-02,2.0816681711721685e-17,-1.3340311324147095e-18,-5.5631202087356391e-02,2.5077507772807636e-02,-8.0708709860164027e-02,6.9388939039072284e-18,-3.7938331055329781e-02,5.5631202087356391e-02,3.7938331055329781e-02,0.0000000000000000e+00,1.4858752471367506e-04,1.0139438918961987e-04,-1.4858752471367498e-04,6.6674236231164329e-05,-2.1526176094483932e-04,-1.4858752471367506e-04,6.6674236231164356e-05,-2.1526176094483943e-04,-1.7138752633494100e-20,4.5875728030852166e-21,4.3572459917215263e-05,4.5990345822430529e-08,2.2951626887406132e-05,-1.0415908072050444e-07,2.1515760186411882e-04,0.0000000000000000e+00,-4.7193135524055188e-05,8.0953762212251006e-17,1.5375670531781984e-16,3.5157062446463292e-15,4.1681066248442263e-02,-2.0693289532312363e-19
13,6.2330863854651005e-03,1.7312149977846696e-03,1.4905735682174542e-03,-1.3988810110276972e-13,1.3988810110276972e-13,0.0000000000000000e+00,5.5493380965281880e-17,-6.7052354778587897e-02,3.0320408682455814e-02,-9.7372763461043704e-02,-6.7052354778587939e-02,4.1633363423443370e-17,2.6210685159338447e-17,-6.7052354778587953e-02,3.0320408682455821e-02,-9.7372763461043774e-02,-1.3877787807814457e-17,-4.5706380744875708e-02,6.7052354778587953e-02,4.5706380744875694e-02,0.0000000000000000e+00,2.4002195827331485e-04,1.6373368745489631e-04,-2.4002195827331474e-04,1.0796157123243156e-04,-3.4798352950574628e-04,-2.4002195827331485e-04,1.0796157123243159e-04,-3.4798352950574649e-04,1.4014888456173067e-21,-5.8389311982945260e-22,6.6826327273713582e-05,1.0587566477250685e-07,4.0937004868732097e-05,-9.2363425213383638e-08,3.4789116608053292e-04,0.0000000000000000e+00,-7.6288270818418538e-05,7.5171350625661645e-17,1.6084669384106679e-16,5.3660779523549235e-15,4.9628465099289226e-02,-3.6853070437639423e-19
14,7.9699336445049306e-03,2.2136174285808511e-03,1.7368472590398301e-03,-7.3829831137572910e-14,7.3829831137572910e-14,0.0000000000000000e+00,5.8713510696876241e-17,-7.8864082258668089e-02,3.5761621335944779e-02,-1.1462570359461287e-01,-7.8864082258668131e-02,4.1633363423443370e-17,2.3891050481468031e-17,-7.8864082258668144e-02,3.5761621335944786e-02,-1.1462570359461294e-01,-1.3877787807814457e-17,-5.3734758908615114e-02,7.8864082258668144e-02,5.3734758908615114e-02,0.0000000000000000e+00,3.6673924013182294e-04,2.5009072287637753e-04,-3.6673924013182278e-04,1.6534876758705498e-04,-5.3208800771887763e-04,-3.6673924013182294e-04,1.6534876758705501e-04,-5.3208800771887806e-04,4.4911019956053757e-20,-2.4687490835368363e-20,9.7730169682247651e-05,2.1968238067800988e-07,6.7557176736158102e-05,1.5826121202878064e-07,5.3224626893090651e-04,0.0000000000000000e+00,-1.1664851725544541e-04,9.2518585385429716e-17,1.5052829107320115e-16,2.9605947323337509e-15,5.7484040089379324e-02,-4.2743812999272595e-19
15,1.0002183370731997e-02,2.7780667218703357e-03,2.0322497262270662e-03,-2.1760371282653068e-13,2.1760371282653068e-13,0.0000000000000000e+00,1.1342563304170487e-16,-9.0987947108187625e-02,4.1392773143330494e-02,-1.3238072025151812e-01,-9.0987947108187653e-02,2.7755575615628914e-17,6.2950076369756793e-17,-9.0987947108187722e-02,4.1392773143330508e-02,-1.3238072025151823e-01,0.0000000000000000e+00,-6.1969011926604763e-02,9.0987947108187722e-02,6.1969011926604700e-02,0.0000000000000000e+00,5.3933011022177515e-04,3.6766020117803486e-04,-5.3933011022177482e-04,2.4374726611591611e-04,-7.8307737633769080e-04,-5.3933011022177515e-04,2.4374726611591616e-04,-7.8307737633769145e-04,1.3315244809037954e-19,-3.8789056071902487e-20,1.3779440900479065e-04,4.2491990512371562e-07,1.0583256874608374e-04,3.0463154008199202e-07,7.8338200787777287e-04,0.0000000000000000e+00,-1.7166990904374029e-04,1.3877787807814457e-16,2.4946264515556744e-16,5.7361522938966427e-15,6.5101881188634220e-02,-4.6211831977776276e-19
16,1.2470765335007010e-02,3.4637055620088801e-03,2.4685819642750132e-03,-1.6708856520608606e-13,1.6708856520608606e-13,0.0000000000000000e+00,7.4423020090914859e-17,-1.0403269412708749e-01,4.7484696087491368e-02,-1.5151739021457886e-01,-1.0403269412708752e-01,2.7755575615628914e-17,-3.0620519565549818e-17,-1.0403269412708752e-01,4.7484696087491382e-02,-1.5151739021457888e-01,2.7755575615628914e-17,-7.0822864904047919e-02,1.0403269412708752e-01,7.0822864904047905e-02,0.0000000000000000e+00,7.8004232902914930e-04,5.3156401725122388e-04,-7.8004232902914887e-04,3.5344792490272326e-04,-1.1334902539318721e-03,-7.8004232902914930e-04,3.5344792490272332e-04,-1.1334902539318729e-03,1.7305652851031446e-19,-4.5305993854960455e-21,1.9133609760692483e-04,7.9700394782403502e-07,1.6180414298184423e-04,4.8931963386982923e-07,1.1339795735657420e-03,0.0000000000000000e+00,-2.4847831177792542e-04,6.9388939039072284e-17,1.9576004071121152e-16,4.0708177569589078e-15,7.2835701593206376e-02,-3.1769797590667303e-19
17,1.5446127920030615e-02,4.2901007076067013e-03,2.9753625850236047e-03,-8.5487172896137054e-14,8.5487172896137054e-14,0.0000000000000000e+00,6.2117446299135499e-17,-1.1792283053967423e-01,5.4024522649546505e-02,-1.7194735318922072e-01,-1.1792283053967426e-01,2.7755575615628914e-17,3.3727531610494090e-17,-1.1792283053967431e-01,5.4024522649546519e-02,-1.7194735318922083e-01,2.7755575615628914e-17,-8.0243839836919628e-02,1.1792283053967431e-01,8.0243839836919670e-02,0.0000000000000000e+00,1.1102414108455328e-03,7.5630312781576530e-04,-1.1102414108455322e-03,5.0446129063530304e-04,-1.6147027014808352e-03,-1.1102414108455328e-03,5.0446129063530314e-04,-1.6147027014808361e-03,1.7767877220518689e-19,7.8052301827039727e-20,2.6169449274250861e-04,1.4523113603134248e-06,2.4204125363880117e-04,7.2676710632024397e-07,1.6154294685871554e-03,0.0000000000000000e+00,-3.5393828302976752e-04,1.5034270125132329e-16,3.2948788073717976e-16,3.1456319031046105e-15,8.0613322573875115e-02,-4.1903326793413382e-19
18,1.8934962217073078e-02,5.2591105827000271e-03,3.4888342970424632e-03,-5.0515147620444623e-14,5.0515147620444623e-14,0.0000000000000000e+00,1.0455341723346378e-16,-1.3229471474165050e-01,6.0855424652006856e-02,-1.9315013939365736e-01,-1.3229471474165053e-01,2.7755575615628914e-17,6.8376760915114179e-17,-1.3229471474165058e-01,6.0855424652006870e-02,-1.9315013939365744e-01,0.0000000000000000e+00,-8.9984387608321864e-02,1.3229471474165058e-01,8.9984387608321906e-02,0.0000000000000000e+00,1.5467251876951638e-03,1.0532521669336173e-03,-1.5467251876951629e-03,7.0485984072934807e-04,-2.2515850284245110e-03,-1.5467251876951638e-03,7.0485984072934829e-04,-2.2515850284245123e-03,3.5579125102448616e-19,1.2646960389802053e-19,3.5078151583377661e-04,2.5491765284068728e-06,3.5255231933251801e-04,1.0231709653533722e-06,2.2526081993898646e-03,0.0000000000000000e+00,-4.9347302076154648e-04,1.0408340855860843e-16,2.1976511486029977e-16,2.0354088784794539e-15,8.8263436101961176e-02,-5.6477399611590683e-19
19,2.2909394822136237e-02,6.3629934599876833e-03,3.9744326050631593e-03,-5.8286708792820718e-14,5.8286708792820718e-14,0.0000000000000000e+00,1.4836178625785955e-16,-1.4675741649516821e-01,6.7799141641302380e-02,-2.1455655813647059e-01,-1.4675741649516824e-01,2.7755575615628914e-17,5.0860115190358888e-18,-1.4675741649516827e-01,6.7799141641302393e-02,-2.1455655813647068e-01,2.7755575615628914e-17,-9.9779162170958627e-02,1.4675741649516827e-01,9.9779162170958710e-02,0.0000000000000000e+00,2.1012621321451520e-03,1.4303533866812667e-03,-2.1012621321451507e-03,9.6052429226254200e-04,-3.0617864244076930e-03,-2.1012621321451520e-03,9.6052429226254233e-04,-3.0617864244076947e-03,5.0177767003479666e-19,1.8162593624754629e-19,4.5924007070985656e-04,4.2849999846189528e-06,4.9838157277435680e-04,1.3823512062902544e-06,3.0631687756139830e-03,0.0000000000000000e+00,-6.7090874546388529e-04,6.9388939039072284e-17,1.8184374386832401e-16,2.7755575615628914e-15,9.5664132662074769e-02,-9.8436919924875146e-19
20,2.7270099405696659e-02,7.5741618457768438e-03,4.3607045835604222e-03,-1.0103029524088925e-13,1.0103029524088925e-13,0.0000000000000000e+00,1.2652982391799482e-16,-1.6082559104430399e-01,7.4623953446168775e-02,-2.3544954449047278e-01,-1.6082559104430405e-01,5.5511151231257827e-17,-3.0631735594775830e-20,-1.6082559104430405e-01,7.4623953446168789e-02,-2.3544954449047284e-01,0.0000000000000000e+00,-1.0929985793735753e-01,1.6082559104430405e-01,1.0929985793735741e-01,0.0000000000000000e+00,2.7719014475464905e-03,1.8862193073375948e-03,-2.7719014475464888e-03,1.2710568140389406e-03,-4.0429582615854297e-03,-2.7719014475464905e-03,1.2710568140389411e-03,-4.0429582615854314e-03,5.1280017893144185e-19,2.4214286915076174e-19,5.8506898197299392e-04,6.8508758885148729e-06,6.8093681062638366e-04,1.7998544489517248e-06,4.0447581160343807e-03,0.0000000000000000e+00,-8.8568214020889576e-04,1.3877787807814457e-16,2.3811181751563656e-16,2.7755575615628914e-15,1.0267397079821035e-01,-5.6483638505002479e-19
21,3.2132024714621676e-02,8.9245422981555390e-03,4.8619253089250171e-03,-8.1601392309949006e-14,8.1601392309949006e-14,0.0000000000000000e+00,1.2809174189403488e-16,-1.7477739725395403e-01,8.1454121775228011e-02,-2.5623151902918206e-01,-1.7477739725395408e-01,5.5511151231257827e-17,-8.7663727872723578e-18,-1.7477739725395405e-01,8.1454121775228025e-02,-2.5623151902918206e-01,-2.7755575615628914e-17,-1.1873533983297929e-01,1.7477739725395405e-01,1.1873533983297931e-01,0.0000000000000000e+00,3.5877397788255743e-03,2.4405643570202555e-03,-3.5877397788255721e-03,1.6504767860825464e-03,-5.2382165649081189e-03,-3.5877397788255743e-03,1.6504767860825470e-03,-5.2382165649081207e-03,4.9141498946521408e-19,1.7467010137605760e-19,7.3201541654908009e-04,1.0606499123788815e-05,9.1013563419878719e-04,2.2807637891095536e-06,5.2404973286972276e-03,0.0000000000000000e+00,-1.1471754218053188e-03,1.6190752442450201e-16,3.8656967582603563e-16,2.0354088784794539e-15,1.0951450230301860e-01,-1.3740042182165209e-18
22,3.7597916536237529e-02,1.0442672051645847e-02,5.4658918216158522e-03,-8.1601392309949006e-14,8.1601392309949006e-14,0.0000000000000000e+00,2.6275423799193884e-16,-1.8873430291742802e-01,8.8349340500937623e-02,-2.7708364341836567e-01,-1.8873430291742804e-01,2.7755575615628914e-17,-9.4808279642724768e-17,-1.8873430291742793e-01,8.8349340500937651e-02,-2.7708364341836556e-01,-2.7755575615628914e-17,-1.2816828700691577e-01,1.8873430291742793e-01,1.2816828700691579e-01,0.0000000000000000e+00,4.5811975933397892e-03,3.1153386143559928e-03,-4.5811975933397874e-03,2.1145404639512210e-03,-6.6957380572910093e-03,-4.5811975933397892e-03,2.1145404639512219e-03,-6.6957380572910110e-03,2.0835106664330123e-19,2.2961127614351149e-20,9.0377873254887501e-04,1.6050586201615183e-05,1.1975492799647944e-03,2.8381347640634227e-06,6.6985761920550719e-03,0.0000000000000000e+00,-1.4658589789837964e-03,1.6190752442450201e-16,3.4690614364291228e-16,3.1456319031046105e-15,1.1630573592444740e-01,-1.2375965393467172e-18
23,4.3643798076137726e-02,1.2121891646790875e-02,6.0458815399001969e-03,-6.9944050551384862e-14,6.9944050551384862e-14,0.0000000000000000e+00,1.3719863220225610e-16,-2.0247065250237048e-01,9.5200922814546063e-02,-2.9767157531691657e-01,-2.0247065250237051e-01,2.7755575615628914e-17,-4.4149651187601190e-18,-2.0247065250237048e-01,9.5200922814546063e-02,-2.9767157531691657e-01,-2.7755575615628914e-17,-1.3744682435959890e-01,2.0247065250237048e-01,1.3744682435959882e-01,0.0000000000000000e+00,5.7637870024848086e-03,3.9182773636206661e-03,-5.7637870024848069e-03,2.6694020382626725e-03,-8.4331890407474807e-03,-5.7637870024848086e-03,2.6694020382626734e-03,-8.4331890407474824e-03,-9.1594925272928993e-20,-1.4484579462948374e-19,1.1000622814221733e-03,2.3690716180316567e-05,1.5491226789966087e-03,3.4736383364261832e-06,8.4366626790839047e-03,0.0000000000000000e+00,-1.8455096388641425e-03,1.3877787807814457e-16,2.3913190906296400e-16,2.4054832200211726e-15,1.2298368779422578e-01,-2.4469563298875405e-18
