step,t_dless,t_phys_s,dt_dless,min_cone_margin_MPa,max_cone_violation_MPa,max_positive_friction_power,max_abs_normal_power_closed,p_contact_total,p_contact_pert,p_offset,p_contact_metric,p_contact_metric_mismatch,p_normal_total,p_tangent_total,p_tangent_pert,p_tangent_offset,p_cross_metric,p_friction_lumped,d_fric_rate,d_fric_lumped_rate,friction_injection_rate,D_fric,D_fric_lumped,W_contact_total,W_contact_pert,W_offset_external,W_tangent_total,W_tangent_pert,W_tangent_offset,W_normal_total,W_cross_metric,KE,W_elastic,D_vis,bulk_residual_pert,bulk_residual_total,interface_residual_D_fric_plus_W_tangent,coulomb_lumped_residual,endpoint_res_inf,endpoint_res_l2,endpoint_force_res_inf,max_abs_vt,min_gap
11,1.0741264988008280e-02,2.9833437068643720e-03,2.2066827899111848e-03,-4.2743586448068527e-14,4.2743586448068527e-14,0.0000000000000000e+00,5.5040187150952087e-17,-7.9221587598786586e-02,3.5893814502739291e-02,-1.1511540210152588e-01,-7.9221587598786614e-02,2.7755575615628914e-17,-2.3745763838702797e-18,-7.9221587598786600e-02,3.5893814502739291e-02,-1.1511540210152589e-01,-1.3877787807814457e-17,-5.4734205966132585e-02,7.9221587598786600e-02,5.4734205966132668e-02,0.0000000000000000e+00,4.9004754612580654e-04,3.3873913462762340e-04,-4.9004754612580644e-04,2.2032322952755308e-04,-7.1037077565335957e-04,-4.9004754612580654e-04,2.2032322952755310e-04,-7.1037077565335967e-04,-5.0896029047449350e-20,1.3703761955923015e-20,1.3580871234244337e-04,3.5263971304409577e-07,8.4604051076420754e-05,4.4217360435514158e-07,7.1081294925771465e-04,0.0000000000000000e+00,-1.5130841149818314e-04,1.5034270125132329e-16,1.9862646926598174e-16,2.5905203907920322e-15,6.4366538148421290e-02,-5.3680875671092934e-19
12,1.3243722128545020e-02,3.6783912427228492e-03,2.5024571405367398e-03,-5.0515147620444623e-14,5.0515147620444623e-14,0.0000000000000000e+00,7.0420073463530886e-17,-9.0814385024743760e-02,4.1315390440998481e-02,-1.3212977546574223e-01,-9.0814385024743760e-02,0.0000000000000000e+00,-4.6105494918487813e-17,-9.0814385024743732e-02,4.1315390440998481e-02,-1.3212977546574223e-01,1.3877787807814457e-17,-6.2720737074941746e-02,9.0814385024743732e-02,6.2720737074941801e-02,0.0000000000000000e+00,7.0280141304573810e-04,4.8570211507985983e-04,-7.0280141304573799e-04,3.1692959264086366e-04,-1.0197310056866016e-03,-7.0280141304573810e-04,3.1692959264086366e-04,-1.0197310056866019e-03,-1.1155567934960749e-19,1.3703761955923015e-20,1.8710090507910692e-04,6.5959735962696305e-07,1.2980229275197884e-04,6.3320254984906409e-07,1.0203642082364508e-03,0.0000000000000000e+00,-2.1709929796587827e-04,6.9388939039072284e-17,1.2518620609626285e-16,3.7007434154171887e-15,7.2108593956374700e-02,-8.7908747073093461e-19
13,1.6008912202353339e-02,4.4464118077298352e-03,2.7651900738083195e-03,-1.5543122344752192e-13,1.5543122344752192e-13,0.0000000000000000e+00,1.3302125103038434e-16,-1.0233536952770572e-01,4.6741919366325817e-02,-1.4907728889403155e-01,-1.0233536952770571e-01,-1.3877787807814457e-17,-1.0153251897819734e-16,-1.0233536952770562e-01,4.6741919366325817e-02,-1.4907728889403143e-01,1.3877787807814457e-17,-7.0650111205618232e-02,1.0233536952770562e-01,7.0650111205618094e-02,0.0000000000000000e+00,9.6984930506921127e-04,6.7009998798025962e-04,-9.6984930506921127e-04,4.3867719214360219e-04,-1.4085264972128135e-03,-9.6984930506921127e-04,4.3867719214360219e-04,-1.4085264972128137e-03,-3.1567926462155176e-19,5.2078483048509670e-20,2.4904981391757943e-04,1.1491330442525485e-06,1.8932524305377725e-04,8.4699787200706892e-07,1.4093734950848206e-03,0.0000000000000000e+00,-2.9974931708895165e-04,1.3877787807814457e-16,2.2213192626336051e-16,3.7007434154171887e-15,7.9527276447182924e-02,-1.1878804064200554e-18
14,1.9289398301364096e-02,5.3575537979764177e-03,3.2804860990107571e-03,-7.3829831137572910e-14,7.3829831137572910e-14,0.0000000000000000e+00,5.7632220084489314e-17,-1.1465488407287500e-01,5.2576363820217999e-02,-1.6723124789309299e-01,-1.1465488407287501e-01,1.3877787807814457e-17,3.9854548863461590e-17,-1.1465488407287504e-01,5.2576363820218006e-02,-1.6723124789309304e-01,-1.3877787807814457e-17,-7.9120497838861367e-02,1.1465488407287504e-01,7.9120497838861353e-02,0.0000000000000000e+00,1.3257660603479731e-03,9.1576018848565444e-04,-1.3257660603479733e-03,6.0158331582913752e-04,-1.9273493761771108e-03,-1.3257660603479731e-03,6.0158331582913752e-04,-1.9273493761771108e-03,-4.1684612640984753e-19,5.2078483048509670e-20,3.2862227692127274e-04,1.9638527359198394e-06,2.7210586792276840e-04,1.1086817508234280e-06,1.9284580579279342e-03,0.0000000000000000e+00,-4.1000587186231863e-04,1.2721305490496587e-16,2.4087058677776639e-16,1.4802973661668755e-15,8.7178609305952559e-02,-9.3852949420044148e-19
15,2.3271068284132813e-02,6.4634468281889101e-03,3.9816699827687173e-03,-2.7200464103316335e-14,2.7200464103316335e-14,0.0000000000000000e+00,9.0380252914981320e-17,-1.2807576381300770e-01,5.8974253198024428e-02,-1.8705001701103213e-01,-1.2807576381300773e-01,2.7755575615628914e-17,2.0780217375218882e-17,-1.2807576381300775e-01,5.8974253198024434e-02,-1.8705001701103219e-01,0.0000000000000000e+00,-8.8337889544202991e-02,1.2807576381300775e-01,8.8337889544203047e-02,0.0000000000000000e+00,1.8090027276405844e-03,1.2491422056886562e-03,-1.8090027276405844e-03,8.2366218749957009e-04,-2.6326649151401545e-03,-1.8090027276405844e-03,8.2366218749957009e-04,-2.6326649151401545e-03,-2.9613231208747151e-19,2.4450097477705418e-20,4.3264863162745292e-04,3.3376896194713348e-06,3.8911778376451110e-04,1.4419175118653409e-06,2.6341068326520200e-03,0.0000000000000000e+00,-5.5986052195192821e-04,1.0408340855860843e-16,1.7583476011348405e-16,2.0354088784794539e-15,9.5209776181857497e-02,-7.5030061911610804e-19
16,2.7639778194447302e-02,7.6768386617023180e-03,4.3687099103144889e-03,-2.3314683517128287e-14,2.3314683517128287e-14,0.0000000000000000e+00,7.8319928517994760e-17,-1.4128661940680093e-01,6.5329106729225317e-02,-2.0661572613602625e-01,-1.4128661940680093e-01,0.0000000000000000e+00,1.0190967657638480e-16,-1.4128661940680101e-01,6.5329106729225317e-02,-2.0661572613602633e-01,-2.7755575615628914e-17,-9.7400963999212609e-02,1.4128661940680101e-01,9.7400963999212636e-02,0.0000000000000000e+00,2.3973857841597382e-03,1.6548617907914420e-03,-2.3973857841597382e-03,1.0951848476993525e-03,-3.4925706318590906e-03,-2.3973857841597382e-03,1.0951848476993525e-03,-3.4925706318590906e-03,-2.8134034286569173e-20,-3.6177931651535184e-20,5.5465287571828585e-04,5.3861837739417030e-06,5.3697116543755950e-04,1.8253772304346102e-06,3.4943960090895254e-03,0.0000000000000000e+00,-7.4252399336829618e-04,1.1564823173178715e-16,1.8434923056615425e-16,1.4802973661668755e-15,1.0283895277019017e-01,-9.8871129092987674e-19
17,3.2554483881375426e-02,9.0418786545296750e-03,4.9147056869281239e-03,-4.6629367034256575e-14,4.6629367034256575e-14,0.0000000000000000e+00,1.2852770446944658e-16,-1.5465824162513900e-01,7.1806267715615338e-02,-2.2646450934075435e-01,-1.5465824162513900e-01,0.0000000000000000e+00,2.4969570945265940e-17,-1.5465824162513903e-01,7.1806267715615352e-02,-2.2646450934075438e-01,0.0000000000000000e+00,-1.0656368335363602e-01,1.5465824162513903e-01,1.0656368335363618e-01,0.0000000000000000e+00,3.1246267299251526e-03,2.1560748969301096e-03,-3.1246267299251526e-03,1.4321748500308905e-03,-4.5568015799560425e-03,-3.1246267299251526e-03,1.4321748500308905e-03,-4.5568015799560433e-03,2.8365304538733983e-19,-1.0438317431258268e-19,7.0003533414021821e-04,8.4382482186169027e-06,7.2596502140114373e-04,2.2637537290882189e-06,4.5590653336851309e-03,0.0000000000000000e+00,-9.6855183299504296e-04,1.3877787807814457e-16,2.8866688228328929e-16,3.5157062446463292e-15,1.1030473253824127e-01,-9.8142408310934430e-19
18,3.8578457659885074e-02,1.0715013455923785e-02,6.0239737785096475e-03,-7.3829831137572910e-14,7.3829831137572910e-14,0.0000000000000000e+00,1.2391428960848976e-16,-1.6937826215232987e-01,7.8977131141734408e-02,-2.4835539329406428e-01,-1.6937826215232987e-01,0.0000000000000000e+00,-1.4151501255401206e-16,-1.6937826215232973e-01,7.8977131141734408e-02,-2.4835539329406414e-01,0.0000000000000000e+00,-1.1663807964710154e-01,1.6937826215232973e-01,1.1663807964710152e-01,0.0000000000000000e+00,4.1006204309428597e-03,2.8283556807468940e-03,-4.1006204309428597e-03,1.8863324705065089e-03,-5.9869529014493685e-03,-4.1006204309428597e-03,1.8863324705065089e-03,-5.9869529014493685e-03,-6.7380296740617119e-20,-1.0438317431258268e-19,8.8805743698585661e-04,1.3362632511406212e-05,9.8803734825154347e-04,3.1249472422973691e-06,5.9900778486916655e-03,0.0000000000000000e+00,-1.2722647501959656e-03,1.1564823173178715e-16,1.7273061315759557e-16,1.6653345369377348e-15,1.1827497129774893e-01,-2.1100310926981207e-18
19,4.5731517565332051e-02,1.2701747446525774e-02,7.1530599054469776e-03,-4.6629367034256575e-14,4.6629367034256575e-14,0.0000000000000000e+00,7.3008851848146619e-17,-1.8490120969264293e-01,8.6616529171065854e-02,-2.7151773886370878e-01,-1.8490120969264295e-01,2.7755575615628914e-17,-5.5759053461927167e-17,-1.8490120969264290e-01,8.6616529171065854e-02,-2.7151773886370878e-01,0.0000000000000000e+00,-1.2724796610768516e-01,1.8490120969264290e-01,1.2724796610768530e-01,0.0000000000000000e+00,5.3677115736314625e-03,3.7006214284401803e-03,-5.3677115736314625e-03,2.4785831565963578e-03,-7.8462947302278211e-03,-5.3677115736314625e-03,2.4785831565963578e-03,-7.8462947302278211e-03,-7.7293690274217464e-19,-1.0438317431258268e-19,1.1223467837127891e-03,2.1051005202507782e-05,1.3395009003601770e-03,4.3155326791160555e-06,7.8506102629069367e-03,0.0000000000000000e+00,-1.6670901451912822e-03,9.2518585385429716e-17,1.8447252412281414e-16,2.4054832200211726e-15,1.2644889692764508e-01,-1.0675493835259230e-18
20,5.3578256979275658e-02,1.4881148166657717e-02,7.8467394139436070e-03,-3.8857805861880479e-14,3.8857805861880479e-14,0.0000000000000000e+00,1.1741955381172363e-16,-1.9999705080299948e-01,9.4132514462444930e-02,-2.9412956526544443e-01,-1.9999705080299948e-01,0.0000000000000000e+00,-4.5142796886523822e-17,-1.9999705080299945e-01,9.4132514462444930e-02,-2.9412956526544437e-01,2.7755575615628914e-17,-1.3755248269416473e-01,1.9999705080299945e-01,1.3755248269416492e-01,0.0000000000000000e+00,6.8778097491262076e-03,4.7395314876618978e-03,-6.8778097491262076e-03,3.1877284789521990e-03,-1.0065538228078407e-02,-6.8778097491262076e-03,3.1877284789521990e-03,-1.0065538228078407e-02,-1.1688121657766897e-18,4.5122102573410625e-21,1.3901550316461171e-03,3.1965527713862730e-05,1.7713133131925117e-03,5.7053936002924958e-06,1.0071243621678699e-02,0.0000000000000000e+00,-2.1382782614643098e-03,9.2518585385429716e-17,1.8884332872402542e-16,3.3306690738754696e-15,1.3423536889571702e-01,-2.6227216500754865e-18
21,6.1885665630443967e-02,1.7188497938540520e-02,8.3074086511683090e-03,-9.7144514654701197e-14,9.7144514654701197e-14,0.0000000000000000e+00,9.0413149832326553e-17,-2.1422854607974204e-01,1.0129410420341918e-01,-3.1552265028316123e-01,-2.1422854607974204e-01,0.0000000000000000e+00,-4.9765906070895649e-17,-2.1422854607974195e-01,1.0129410420341915e-01,-3.1552265028316112e-01,-2.7755575615628914e-17,-1.4725496955103801e-01,2.1422854607974195e-01,1.4725496955103798e-01,0.0000000000000000e+00,8.5983804026657281e-03,5.9225374340114000e-03,-8.5983804026657298e-03,3.9994728702388840e-03,-1.2597853272904615e-02,-8.5983804026657281e-03,3.9994728702388840e-03,-1.2597853272904613e-02,-1.5630348557865046e-18,4.5122102573410625e-21,1.6831610860293653e-03,4.6545621145894054e-05,2.2769552815614536e-03,7.1891184978290640e-06,1.2605042391402442e-02,0.0000000000000000e+00,-2.6758429686543281e-03,1.8503717077085943e-16,2.6797469637754701e-16,2.9605947323337509e-15,1.4148268092233818e-01,-3.0182380273149334e-18
22,7.0835141425480197e-02,1.9674179310582261e-02,8.9494757950362297e-03,-1.0880185641326534e-13,1.0880185641326534e-13,0.0000000000000000e+00,1.4593391259003235e-16,-2.2794050928093901e-01,1.0825614001467559e-01,-3.3619664929561460e-01,-2.2794050928093901e-01,0.0000000000000000e+00,-3.3307409741180737e-17,-2.2794050928093898e-01,1.0825614001467559e-01,-3.3619664929561455e-01,0.0000000000000000e+00,-1.5659250386946721e-01,2.2794050928093898e-01,1.5659250386946710e-01,0.0000000000000000e+00,1.0576971031797952e-02,7.2821752383912626e-03,-1.0576971031797954e-02,4.9371552894757684e-03,-1.5514126321273724e-02,-1.0576971031797952e-02,4.9371552894757684e-03,-1.5514126321273723e-02,-1.9347661703232935e-18,-1.1968671581734332e-19,2.0070478195595002e-03,6.5941425895751796e-05,2.8729724381327086e-03,8.8063941121926254e-06,1.5522932715385915e-02,0.0000000000000000e+00,-3.2947957934066898e-03,1.3877787807814457e-16,2.4952161280682377e-16,2.5905203907920322e-15,1.4842219803810264e-01,-2.7203158869826938e-18
23,8.0405208380701351e-02,2.2332227413576114e-02,9.5700669552211542e-03,-6.2172489379008766e-14,6.2172489379008766e-14,0.0000000000000000e+00,1.2812413257018668e-16,-2.4107685777536611e-01,1.1499039674253209e-01,-3.5606725451789822e-01,-2.4107685777536608e-01,-2.7755575615628914e-17,-5.1414038553713023e-17,-2.4107685777536608e-01,1.1499039674253207e-01,-3.5606725451789817e-01,5.5511151231257827e-17,-1.6552869208487717e-01,2.4107685777536608e-01,1.6552869208487703e-01,0.0000000000000000e+00,1.2821234834743140e-02,8.8235359448807556e-03,-1.2821234834743143e-02,6.0053974416196271e-03,-1.8826632276362772e-02,-1.2821234834743140e-02,6.0053974416196271e-03,-1.8826632276362769e-02,-2.3401611366860136e-18,1.4593600120492899e-19,2.3603361720681893e-03,9.1129177898418342e-05,3.5644884668438151e-03,1.0556375190795206e-05,1.8837188651553566e-02,0.0000000000000000e+00,-3.9976988898623843e-03,1.8503717077085943e-16,3.6077058583367021e-16,1.4802973661668755e-15,1.5514794024779138e-01,-3.1167793120475463e-18
