step,t_dless,t_phys_s,dt_dless,min_cone_margin_MPa,max_cone_violation_MPa,max_positive_friction_power,max_abs_normal_power_closed,p_contact_total,p_contact_pert,p_offset,p_contact_metric,p_contact_metric_mismatch,p_normal_total,p_tangent_total,p_tangent_pert,p_tangent_offset,p_cross_metric,p_friction_lumped,d_fric_rate,d_fric_lumped_rate,friction_injection_rate,D_fric,D_fric_lumped,W_contact_total,W_contact_pert,W_offset_external,W_tangent_total,W_tangent_pert,W_tangent_offset,W_normal_total,W_cross_metric,KE,W_elastic,D_vis,bulk_residual_pert,bulk_residual_total,interface_residual_D_fric_plus_W_tangent,coulomb_lumped_residual,endpoint_res_inf,endpoint_res_l2,endpoint_force_res_inf,max_abs_vt,min_gap
45,5.2815739275581741e-01,1.4669361901704045e-01,4.5660074606373890e-02,-2.3314683517128287e-14,2.3314683517128287e-14,0.0000000000000000e+00,8.7761961001824852e-17,-4.2828826225829009e-01,2.1666495904369237e-01,-6.4495322130198240e-01,-4.2828826225829014e-01,5.5511151231257827e-17,-1.1889659353376888e-17,-4.2828826225829009e-01,2.1666495904369235e-01,-6.4495322130198240e-01,-5.5511151231257827e-17,-2.8876802939078183e-01,4.2828826225829009e-01,2.8876802939078178e-01,0.0000000000000000e+00,1.8412485190643951e-01,1.2431001113199072e-01,-1.8412485190643951e-01,9.1346630489160585e-02,-2.7547148239560010e-01,-1.8412485190643951e-01,9.1346630489160585e-02,-2.7547148239560004e-01,-6.9077572024029757e-19,-1.5498975013812621e-18,1.9085996329880395e-02,7.5170500525294000e-03,6.4827056078275019e-02,8.3471971524223809e-05,2.7555495436712429e-01,0.0000000000000000e+00,-5.9814840774448791e-02,9.2518585385429716e-17,2.3263411494723067e-16,7.4014868308343773e-16,2.5044713613499903e-01,-1.8342195418765270e-17
46,5.7673984449584526e-01,1.6018720211218479e-01,4.8582451740027843e-02,-3.4972025275692431e-14,3.4972025275692431e-14,0.0000000000000000e+00,1.4764774811006208e-16,-4.3245180258979876e-01,2.1911291329809951e-01,-6.5156471588789833e-01,-4.3245180258979871e-01,-5.5511151231257827e-17,-4.4134060907342252e-18,-4.3245180258979876e-01,2.1911291329809951e-01,-6.5156471588789833e-01,5.5511151231257827e-17,-2.9152894126043954e-01,4.3245180258979876e-01,2.9152894126043949e-01,0.0000000000000000e+00,2.0503328323703487e-01,1.3840613591776438e-01,-2.0503328323703487e-01,1.0193220921536915e-01,-3.0696549245240401e-01,-2.0503328323703487e-01,1.0193220921536915e-01,-3.0696549245240395e-01,-1.0867971653168196e-18,-1.5498975013812621e-18,2.0805566648124569e-02,8.9199582468140783e-03,7.2295223139008227e-02,8.8538818577718614e-05,3.0705403127098174e-01,0.0000000000000000e+00,-6.6627147319270497e-02,1.8503717077085943e-16,2.9431963756130340e-16,9.2518585385429718e-16,2.5431375426053210e-01,-1.7652192715253040e-17
47,6.2814891283698993e-01,1.7446586674642853e-01,5.1409068341144670e-02,-2.3314683517128287e-14,2.3314683517128287e-14,0.0000000000000000e+00,8.6542076246810419e-17,-4.3595237088015826e-01,2.2118737457821647e-01,-6.5713974545837472e-01,-4.3595237088015809e-01,-1.6653345369377348e-16,2.4609519389433074e-18,-4.3595237088015820e-01,2.2118737457821649e-01,-6.5713974545837472e-01,1.1102230246251565e-16,-2.9384267537854813e-01,4.3595237088015820e-01,2.9384267537854813e-01,0.0000000000000000e+00,2.2735520798786102e-01,1.5345284064014442e-01,-2.2735520798786102e-01,1.1324992301039875e-01,-3.4060513099825973e-01,-2.2735520798786102e-01,1.1324992301039875e-01,-3.4060513099825968e-01,-1.1369840897780050e-18,2.7307673496337640e-18,2.2595741123841488e-02,1.0507826430959738e-02,8.0239481664450996e-02,9.3126208853475112e-05,3.4069825720711322e-01,0.0000000000000000e+00,-7.3902367347716602e-02,9.2518585385429716e-17,2.5477281827394954e-16,7.4014868308343773e-16,2.5782667241519064e-01,-1.8406920829738666e-17
48,6.8224420026075727e-01,1.8949061806639766e-01,5.4095287423767346e-02,-2.3314683517128287e-14,2.3314683517128287e-14,0.0000000000000000e+00,8.7211159921850057e-17,-4.3880366886055044e-01,2.2289300608727658e-01,-6.6169667494782702e-01,-4.3880366886055039e-01,-5.5511151231257827e-17,-1.2869378056577308e-17,-4.3880366886055044e-01,2.2289300608727652e-01,-6.6169667494782702e-01,5.5511151231257827e-17,-2.9571880479331736e-01,4.3880366886055044e-01,2.9571880479331736e-01,0.0000000000000000e+00,2.5101529768558606e-01,1.6939908950208379e-01,-2.5101529768558606e-01,1.2526125092607668e-01,-3.7627654861166271e-01,-2.5101529768558606e-01,1.2526125092607668e-01,-3.7627654861166265e-01,-1.4185074910092340e-18,7.2351048712524275e-18,2.4446588039906143e-02,1.2286963344402027e-02,8.8624832518008165e-02,9.7132976239672209e-05,3.7637368158790241e-01,0.0000000000000000e+00,-8.1616208183502265e-02,1.3877787807814457e-16,2.7009247758696956e-16,7.4014868308343773e-16,2.6098391012410926e-01,-2.8729633520145165e-17
49,7.3906788560064651e-01,2.0527317107564377e-01,5.6823685339889241e-02,-2.7200464103316335e-14,2.7200464103316335e-14,0.0000000000000000e+00,7.6245547252601295e-17,-4.4103694607230665e-01,2.2424498470952520e-01,-6.6528193078183184e-01,-4.4103694607230670e-01,5.5511151231257827e-17,-1.5373794994697010e-17,-4.4103694607230665e-01,2.2424498470952520e-01,-6.6528193078183184e-01,-5.5511151231257827e-17,-2.9717855153249229e-01,4.4103694607230665e-01,2.9717855153249229e-01,0.0000000000000000e+00,2.7601319081168574e-01,1.8624439590943878e-01,-2.7601319081168574e-01,1.3796526517235055e-01,-4.1397845598403626e-01,-2.7601319081168574e-01,1.3796526517235055e-01,-4.1397845598403621e-01,-2.2209480802420595e-18,7.2351048712524275e-18,2.6354474770155952e-02,1.4268523732948178e-02,9.7442761613062423e-02,1.0049494381600410e-04,4.1407895092785230e-01,0.0000000000000000e+00,-8.9768794902246957e-02,9.2518585385429716e-17,2.3247308266047979e-16,5.5511151231257827e-16,2.6379828645901882e-01,-2.5219395171590316e-17
50,7.9890756020749720e-01,2.2189340313010522e-01,5.9839674606850690e-02,-2.7200464103316335e-14,2.7200464103316335e-14,0.0000000000000000e+00,8.9095836057363883e-17,-4.4269114612908006e-01,2.2526296925931771e-01,-6.6795411538839777e-01,-4.4269114612908006e-01,0.0000000000000000e+00,-2.2633813723966306e-17,-4.4269114612908000e-01,2.2526296925931769e-01,-6.6795411538839766e-01,-5.5511151231257827e-17,-2.9824813632934216e-01,4.4269114612908000e-01,2.9824813632934216e-01,0.0000000000000000e+00,3.0245419155081771e-01,2.0405946553638230e-01,-3.0245419155081771e-01,1.5141447002169395e-01,-4.5386866157251160e-01,-3.0245419155081771e-01,1.5141447002169395e-01,-4.5386866157251154e-01,-3.3581295493967166e-18,3.9133356445222801e-18,2.8323813982098919e-02,1.6472687110122793e-02,1.0672148107011394e-01,1.0351214064169278e-04,4.5397217371315335e-01,0.0000000000000000e+00,-9.8394726014435413e-02,9.2518585385429716e-17,2.2070337146675817e-16,7.4014868308343773e-16,2.6629232928422464e-01,-2.8213652209599447e-17
51,8.6179845634028218e-01,2.3936109984983728e-01,6.2890896132784979e-02,-3.1086244689504383e-14,3.1086244689504383e-14,0.0000000000000000e+00,8.4484045850903428e-17,-4.4378500541273674e-01,2.2595892646128357e-01,-6.6974393187402037e-01,-4.4378500541273680e-01,5.5511151231257827e-17,-4.5014303010608247e-17,-4.4378500541273669e-01,2.2595892646128357e-01,-6.6974393187402026e-01,-5.5511151231257827e-17,-2.9894039240092496e-01,4.4378500541273669e-01,2.9894039240092490e-01,0.0000000000000000e+00,3.3032983133622140e-01,2.2283832640241524e-01,-3.3032983133622140e-01,1.6560334470999527e-01,-4.9593317604621662e-01,-3.3032983133622140e-01,1.6560334470999527e-01,-4.9593317604621656e-01,-5.4853548909630376e-18,4.2218959822592511e-19,3.0349448757043401e-02,1.8911251470758575e-02,1.1644853223824174e-01,1.0588775604844503e-04,4.9603906380226515e-01,0.0000000000000000e+00,-1.0749150493380616e-01,9.2518585385429716e-17,2.3346052648394065e-16,7.4014868308343773e-16,2.6847047544029201e-01,-3.0079922507953710e-17
52,9.2745221284711277e-01,2.5759617006971630e-01,6.5653756506830585e-02,-2.3314683517128287e-14,2.3314683517128287e-14,0.0000000000000000e+00,7.2170568524612350e-17,-4.4434146105963634e-01,2.2634402741983281e-01,-6.7068548847946918e-01,-4.4434146105963629e-01,-5.5511151231257827e-17,-1.1910696808134982e-17,-4.4434146105963634e-01,2.2634402741983284e-01,-6.7068548847946918e-01,5.5511151231257827e-17,-2.9927118213874837e-01,4.4434146105963634e-01,2.9927118213874837e-01,0.0000000000000000e+00,3.5948425072474594e-01,2.4247574492961296e-01,-3.5948425072474594e-01,1.8045103871071078e-01,-5.3993528943545666e-01,-3.5948425072474594e-01,1.8045103871071078e-01,-5.3993528943545654e-01,-7.3540249295886095e-18,4.2218959822592511e-19,3.2416116312822901e-02,2.1582211466900779e-02,1.2656025334041715e-01,1.0754240943006144e-04,5.4004283184488677e-01,0.0000000000000000e+00,-1.1700850579513297e-01,5.5511151231257827e-17,1.9747083726069644e-16,7.4014868308343773e-16,2.7033063911022054e-01,-3.0314245782814132e-17
53,9.9589098509443796e-01,2.7660476735481515e-01,6.8438772247325197e-02,-1.9428902930940239e-14,1.9428902930940239e-14,0.0000000000000000e+00,5.4776478353624511e-17,-4.4439223515164528e-01,2.2643559636486935e-01,-6.7082783151651459e-01,-4.4439223515164528e-01,0.0000000000000000e+00,-1.7375137279045211e-17,-4.4439223515164528e-01,2.2643559636486935e-01,-6.7082783151651459e-01,0.0000000000000000e+00,-2.9926203889759306e-01,4.4439223515164528e-01,2.9926203889759317e-01,0.0000000000000000e+00,3.8989617223650963e-01,2.6295718432809501e-01,-3.8989617223650963e-01,1.9594487948592618e-01,-5.8584105172243572e-01,-3.8989617223650963e-01,1.9594487948592618e-01,-5.8584105172243561e-01,-8.3561681941713484e-18,2.3217471163773652e-18,3.4518635030619763e-02,2.4494329267678139e-02,1.3704035769700298e-01,1.0844250937472322e-04,5.8594949423181053e-01,0.0000000000000000e+00,-1.2693898790841462e-01,9.2518585385429716e-17,2.1191098729567812e-16,7.4014868308343773e-16,2.7188396039303098e-01,-2.7721087517573740e-17
54,1.0672166724213186e+00,2.9641519384201065e-01,7.1325687326880605e-02,-1.9428902930940239e-14,1.9428902930940239e-14,0.0000000000000000e+00,4.4039786527292144e-17,-4.4396659429240204e-01,2.2625029559595414e-01,-6.7021688988835615e-01,-4.4396659429240209e-01,5.5511151231257827e-17,7.2316114614914936e-18,-4.4396659429240209e-01,2.2625029559595417e-01,-6.7021688988835626e-01,0.0000000000000000e+00,-2.9893279233744563e-01,4.4396659429240209e-01,2.9893279233744574e-01,0.0000000000000000e+00,4.2157757428800952e-01,2.8429051307470826e-01,-4.2157757428800952e-01,2.1208894567957004e-01,-6.3366651996757950e-01,-4.2157757428800952e-01,2.1208894567957004e-01,-6.3366651996757939e-01,-8.7179151695988369e-18,2.3217471163773652e-18,3.6653915704179786e-02,2.7659656722831681e-02,1.4788394043928074e-01,1.0856718672216936e-04,6.3377508715430175e-01,0.0000000000000000e+00,-1.3728706121330125e-01,9.2518585385429716e-17,2.0949893438971159e-16,5.5511151231257827e-16,2.7314193479783799e-01,-2.1969853080050688e-17
55,1.1413270192037632e+00,3.1699904843770105e-01,7.4110346782444658e-02,-1.9428902930940239e-14,1.9428902930940239e-14,0.0000000000000000e+00,4.2268916145287465e-17,-4.4309341537816382e-01,2.2580462916520413e-01,-6.6889804454336799e-01,-4.4309341537816382e-01,0.0000000000000000e+00,-7.4201763686529428e-18,-4.4309341537816382e-01,2.2580462916520411e-01,-6.6889804454336788e-01,0.0000000000000000e+00,-2.9830312670887132e-01,4.4309341537816382e-01,2.9830312670887132e-01,0.0000000000000000e+00,4.5444773675477168e-01,3.0642119361043557e-01,-4.5444773675477168e-01,2.2883991929895073e-01,-6.8328765605372233e-01,-4.5444773675477168e-01,2.2883991929895073e-01,-6.8328765605372221e-01,-8.7249024749292039e-18,2.3217471163773652e-18,3.8812469271225489e-02,3.1080929804561935e-02,1.5905441918397684e-01,1.0789896081353501e-04,6.8339555501453597e-01,0.0000000000000000e+00,-1.4802654314433611e-01,9.2518585385429716e-17,2.0112155189718737e-16,5.5511151231257827e-16,2.7411163896906476e-01,-2.3848405452943864e-17
56,1.2179466514836168e+00,3.3827984711826214e-01,7.6619632279853578e-02,-2.3314683517128287e-14,2.3314683517128287e-14,0.0000000000000000e+00,8.7607040843016044e-17,-4.4180598407335869e-01,2.2511758132469492e-01,-6.6692356539805364e-01,-4.4180598407335864e-01,-5.5511151231257827e-17,-1.1329079438795560e-17,-4.4180598407335869e-01,2.2511758132469489e-01,-6.6692356539805364e-01,5.5511151231257827e-17,-2.9739575763604087e-01,4.4180598407335869e-01,2.9739575763604087e-01,0.0000000000000000e+00,4.8834807005009112e-01,3.2924230834444868e-01,-4.8834807005009112e-01,2.4611466627622813e-01,-7.3446273632631920e-01,-4.8834807005009112e-01,2.4611466627622813e-01,-7.3446273632631909e-01,-9.4431830176730109e-18,4.4483691137625231e-18,4.0980114592677495e-02,3.4751328358894530e-02,1.7048965996659549e-01,1.0643664193937807e-04,7.3456917296825863e-01,0.0000000000000000e+00,-1.5910576170564245e-01,1.3877787807814457e-16,2.8310913888272041e-16,7.4014868308343773e-16,2.7480034177853319e-01,-2.2272599186528569e-17
57,1.2971232797478816e+00,3.6027084128204490e-01,7.9176628264264748e-02,-2.3314683517128287e-14,2.3314683517128287e-14,0.0000000000000000e+00,9.9900228849345336e-17,-4.4013289542617162e-01,2.2420604001705613e-01,-6.6433893544322775e-01,-4.4013289542617168e-01,5.5511151231257827e-17,1.7317472544377829e-17,-4.4013289542617168e-01,2.2420604001705610e-01,-6.6433893544322775e-01,0.0000000000000000e+00,-2.9623003756497651e-01,4.4013289542617168e-01,2.9623003756497657e-01,0.0000000000000000e+00,5.2326254345705936e-01,3.5274295280180346e-01,-5.2326254345705936e-01,2.6390263094489269e-01,-7.8716517440195199e-01,-5.2326254345705936e-01,2.6390263094489269e-01,-7.8716517440195188e-01,-9.2061126302625243e-18,6.6459620065418648e-18,4.3152164849232254e-02,3.8678132182143297e-02,1.8217651921553507e-01,1.0418530201794507e-04,7.8726935970396994e-01,0.0000000000000000e+00,-1.7051959065525590e-01,9.2518585385429716e-17,2.2672953071652569e-16,7.4014868308343773e-16,2.7521989408498682e-01,-2.0131238460280524e-17
58,1.3791591689842457e+00,3.8305598382936706e-01,8.2035889236364179e-02,-1.5543122344752192e-14,1.5543122344752192e-14,0.0000000000000000e+00,6.6054171837894716e-17,-4.3809267312403549e-01,2.2308150908835653e-01,-6.6117418221239199e-01,-4.3809267312403544e-01,-5.5511151231257827e-17,-9.4201268290864952e-18,-4.3809267312403544e-01,2.2308150908835656e-01,-6.6117418221239199e-01,0.0000000000000000e+00,-2.9481842057531243e-01,4.3809267312403544e-01,2.9481842057531243e-01,0.0000000000000000e+00,5.5928555119012324e-01,3.7698654572446377e-01,-5.5928555119012324e-01,2.8224944686250092e-01,-8.4153499805262411e-01,-5.5928555119012324e-01,2.8224944686250092e-01,-8.4153499805262399e-01,-8.8821797410820668e-18,6.6459620065418648e-18,4.5330278101345815e-02,4.2881942192840146e-02,1.9413836018361347e-01,1.0113361529850984e-04,8.4163613166792262e-01,0.0000000000000000e+00,-1.8229900546565947e-01,4.6259292692714858e-17,1.7305551316043508e-16,5.5511151231257827e-16,2.7538067597742566e-01,-2.1169224740112922e-17
59,1.4639357486661577e+00,4.0660234226721209e-01,8.4776579681911990e-02,-1.1657341758564144e-14,1.1657341758564144e-14,0.0000000000000000e+00,5.1125260916233636e-17,-4.3571070621274466e-01,2.2175878811122096e-01,-6.5746949432396562e-01,-4.3571070621274471e-01,5.5511151231257827e-17,1.5463226977928033e-18,-4.3571070621274466e-01,2.2175878811122096e-01,-6.5746949432396562e-01,-5.5511151231257827e-17,-2.9317818632272302e-01,4.3571070621274466e-01,2.9317818632272302e-01,0.0000000000000000e+00,5.9632458209745753e-01,4.0191071632315634e-01,-5.9632458209745753e-01,3.0110546631313362e-01,-8.9743004841059104e-01,-5.9632458209745753e-01,3.0110546631313362e-01,-8.9743004841059093e-01,-9.2159368327502600e-18,4.2929392387461668e-18,4.7504293715849299e-02,4.7362488520653272e-02,2.0633596753273842e-01,9.7283456107377653e-05,8.9752733186669853e-01,0.0000000000000000e+00,-1.9441386577430120e-01,9.2518585385429716e-17,1.9883425739532185e-16,5.5511151231257827e-16,2.7528987380564451e-01,-1.7696768478339297e-17
60,1.5513098067549012e+00,4.3087014002038804e-01,8.7374058088743434e-02,-1.1657341758564144e-14,1.1657341758564144e-14,0.0000000000000000e+00,5.7138221947011195e-17,-4.3301294188619677e-01,2.2025324010510633e-01,-6.5326618199130304e-01,-4.3301294188619671e-01,-5.5511151231257827e-17,-4.2511864103810029e-18,-4.3301294188619671e-01,2.2025324010510636e-01,-6.5326618199130304e-01,0.0000000000000000e+00,-2.9132696966673782e-01,4.3301294188619671e-01,2.9132696966673782e-01,0.0000000000000000e+00,6.3427653734348854e-01,4.2744601004945293e-01,-6.3427653734348854e-01,3.2041565862778199e-01,-9.5469219597127042e-01,-6.3427653734348854e-01,3.2041565862778199e-01,-9.5469219597127031e-01,-9.3341042923231673e-18,1.8678219626196953e-18,4.9663783913937977e-02,5.2117124167106788e-02,2.1872740310419392e-01,9.2652557456718299e-05,9.5478484852872725e-01,0.0000000000000000e+00,-2.0683052729403562e-01,9.2518585385429716e-17,2.1450798645890021e-16,7.4014868308343773e-16,2.7495587762601092e-01,-2.2333542057740209e-17
61,1.6408763195510123e+00,4.5574688336434060e-01,8.9566512796111164e-02,-1.9428902930940239e-14,1.9428902930940239e-14,0.0000000000000000e+00,5.7423133903202144e-17,-4.3003410922362179e-01,2.1858496584883091e-01,-6.4861907507245276e-01,-4.3003410922362173e-01,-5.5511151231257827e-17,-2.5452076887866689e-17,-4.3003410922362167e-01,2.1858496584883091e-01,-6.4861907507245253e-01,-5.5511151231257827e-17,-2.8928837989719985e-01,4.3003410922362167e-01,2.8928837989719985e-01,0.0000000000000000e+00,6.7292659471692529e-01,4.5344785611762140e-01,-6.7292659471692529e-01,3.4006826252227990e-01,-1.0129948572392051e+00,-6.7292659471692529e-01,3.4006826252227990e-01,-1.0129948572392049e+00,-1.0664313148467548e-17,-6.1814815592096281e-19,5.1792715432630809e-02,5.7127251214563295e-02,2.3123558830553609e-01,8.7292430450303105e-05,1.0130821496696556e+00,0.0000000000000000e+00,-2.1947873859930389e-01,9.2518585385429716e-17,1.7878782752588905e-16,5.5511151231257827e-16,2.7439007719595898e-01,-1.9633584055359866e-17
62,1.7326821440098568e+00,4.8124558663239719e-01,9.1805824458844443e-02,-7.7715611723760958e-15,7.7715611723760958e-15,0.0000000000000000e+00,5.4378990539588833e-17,-4.2679334386394951e-01,2.1676609684702039e-01,-6.4355944071096993e-01,-4.2679334386394946e-01,-5.5511151231257827e-17,-3.5635902010302442e-18,-4.2679334386394946e-01,2.1676609684702042e-01,-6.4355944071096993e-01,0.0000000000000000e+00,-2.8707531978344197e-01,4.2679334386394946e-01,2.8707531978344214e-01,0.0000000000000000e+00,7.1225747009176343e-01,4.7990462843628695e-01,-7.1225747009176343e-01,3.6005214414219328e-01,-1.0723096142339568e+00,-7.1225747009176343e-01,3.6005214414219328e-01,-1.0723096142339563e+00,-1.1996216768127318e-17,-3.1662716586435741e-18,5.3886722123170749e-02,6.2397946416466933e-02,2.4384870777769202e-01,8.1232175136392026e-05,1.0723908464090930e+00,0.0000000000000000e+00,-2.3235284165547648e-01,9.2518585385429716e-17,2.2193615822507057e-16,7.4014868308343773e-16,2.7360254210503920e-01,-2.0894983142228517e-17
63,1.8272909137037829e+00,5.0752279681161394e-01,9.4608769693926176e-02,-1.5543122344752192e-14,1.5543122344752192e-14,0.0000000000000000e+00,7.0934913754991829e-17,-4.2328745261424772e-01,2.1479638360217723e-01,-6.3808383621642495e-01,-4.2328745261424772e-01,0.0000000000000000e+00,-1.9381063249598127e-17,-4.2328745261424772e-01,2.1479638360217723e-01,-6.3808383621642495e-01,0.0000000000000000e+00,-2.8468550044391927e-01,4.2328745261424772e-01,2.8468550044391927e-01,0.0000000000000000e+00,7.5247001923938095e-01,5.0695142231673729e-01,-7.5247001923938095e-01,3.8046694180287211e-01,-1.1329369610422531e+00,-7.5247001923938095e-01,3.8046694180287211e-01,-1.1329369610422526e+00,-1.3081599485136042e-17,-3.1662716586435741e-18,5.5952374428433746e-02,6.7965161493549503e-02,2.5662383563403662e-01,7.4429753147753352e-05,1.1330113907954007e+00,0.0000000000000000e+00,-2.4551859692264366e-01,9.2518585385429716e-17,2.1494399141099376e-16,5.5511151231257827e-16,2.7259611327462296e-01,-1.8741337078665961e-17
64,1.9247344035043008e+00,5.3458733924640423e-01,9.7443489800517868e-02,-1.9428902930940239e-14,1.9428902930940239e-14,0.0000000000000000e+00,8.5625099363939202e-17,-4.1952975455795494e-01,2.1268362617675979e-01,-6.3221338073471478e-01,-4.1952975455795488e-01,-5.5511151231257827e-17,-3.5806050209811343e-17,-4.1952975455795494e-01,2.1268362617675979e-01,-6.3221338073471478e-01,1.1102230246251565e-16,-2.8212794373439792e-01,4.1952975455795494e-01,2.8212794373439787e-01,0.0000000000000000e+00,7.9353354420477373e-01,5.3456756235003045e-01,-7.9353354420477373e-01,4.0129451378928166e-01,-1.1948280579940553e+00,-7.9353354420477373e-01,4.0129451378928166e-01,-1.1948280579940549e+00,-1.5770411948887037e-17,2.2429286401745029e-18,5.7983307430659776e-02,7.3835346875288074e-02,2.6954273031476550e-01,6.6870831431697919e-05,1.1948949288254871e+00,0.0000000000000000e+00,-2.5896598185474329e-01,9.2518585385429716e-17,2.2728334948426498e-16,3.7007434154171886e-16,2.7137603099543528e-01,-1.8250859343645762e-17
65,2.0242274438168439e+00,5.6222113619905423e-01,9.9493040312543135e-02,-1.5543122344752192e-14,1.5543122344752192e-14,0.0000000000000000e+00,3.1806081654111424e-17,-4.1556568832454988e-01,2.1045323581757153e-01,-6.2601892414212146e-01,-4.1556568832454988e-01,0.0000000000000000e+00,-4.1364402446121230e-18,-4.1556568832454988e-01,2.1045323581757153e-01,-6.2601892414212146e-01,0.0000000000000000e+00,-2.7943348365719478e-01,4.1556568832454988e-01,2.7943348365719478e-01,0.0000000000000000e+00,8.3507663648653874e-01,5.6250328921675097e-01,-8.3507663648653874e-01,4.2234410022334418e-01,-1.2574207367098829e+00,-8.3507663648653874e-01,4.2234410022334418e-01,-1.2574207367098824e+00,-1.7757411855369700e-17,7.7659018474217163e-18,5.9957369769003267e-02,7.9963881243319976e-02,2.8248151190000687e-01,5.8662688985966494e-05,1.2574793993988689e+00,0.0000000000000000e+00,-2.7257334726978777e-01,9.2518585385429716e-17,1.8584494523485010e-16,5.5511151231257827e-16,2.6995957202871479e-01,-1.8564406911745176e-17
66,2.1257642607649530e+00,5.9042258399829983e-01,1.0153681694810901e-01,-2.7200464103316335e-14,2.7200464103316335e-14,0.0000000000000000e+00,5.0434055098608757e-17,-4.1140937071369860e-01,2.0811497305449531e-01,-6.1952434376819387e-01,-4.1140937071369854e-01,-5.5511151231257827e-17,3.0575293746907029e-17,-4.1140937071369854e-01,2.0811497305449531e-01,-6.1952434376819387e-01,-5.5511151231257827e-17,-2.7661160349404629e-01,4.1140937071369854e-01,2.7661160349404629e-01,0.0000000000000000e+00,8.7706084408164786e-01,5.9073281333123639e-01,-8.7706084408164786e-01,4.4359414202561465e-01,-1.3206549861072625e+00,-8.7706084408164786e-01,4.4359414202561465e-01,-1.3206549861072621e+00,-1.6415153341179505e-17,4.9476890468482053e-18,6.1870065492057293e-02,8.6351151402088405e-02,2.9542278721635756e-01,4.9862084888607772e-05,1.3207048481921511e+00,0.0000000000000000e+00,-2.8632803075041147e-01,9.2518585385429716e-17,2.1677797545656837e-16,7.4014868308343773e-16,2.6835581675617820e-01,-1.7445315090762103e-17
67,2.2294174773719040e+00,6.1921185340053786e-01,1.0365321660695104e-01,-1.1657341758564144e-14,1.1657341758564144e-14,0.0000000000000000e+00,3.3822684910125839e-17,-4.0707056328647295e-01,2.0567529029834647e-01,-6.1274585358481937e-01,-4.0707056328647290e-01,-5.5511151231257827e-17,-1.8083196063477068e-17,-4.0707056328647284e-01,2.0567529029834641e-01,-6.1274585358481926e-01,-5.5511151231257827e-17,-2.7366882966980954e-01,4.0707056328647284e-01,2.7366882966980954e-01,0.0000000000000000e+00,9.1947988302532924e-01,6.1925198179788643e-01,-9.1947988302532924e-01,4.6503948792419436e-01,-1.3845193709495236e+00,-9.1947988302532924e-01,4.6503948792419436e-01,-1.3845193709495232e+00,-1.5767730287651628e-17,-8.0622033582657902e-19,6.3718539856333953e-02,9.3002281344830268e-02,3.0835915187327889e-01,4.0485150248736890e-05,1.3845598560997723e+00,0.0000000000000000e+00,-3.0022790122744281e-01,9.2518585385429716e-17,1.7428767904618953e-16,5.5511151231257827e-16,2.6657185526658927e-01,-1.8584085707017017e-17
68,2.3349234306371485e+00,6.4851571305412592e-01,1.0550595326524448e-01,-1.1657341758564144e-14,1.1657341758564144e-14,0.0000000000000000e+00,2.7130031866584663e-17,-4.0257227329796191e-01,2.0314750384722763e-01,-6.0571977714518954e-01,-4.0257227329796191e-01,0.0000000000000000e+00,-1.8970256903887072e-17,-4.0257227329796186e-01,2.0314750384722763e-01,-6.0571977714518943e-01,-5.5511151231257827e-17,-2.7062066304058435e-01,4.0257227329796186e-01,2.7062066304058441e-01,0.0000000000000000e+00,9.6219095266443788e-01,6.4796487268821967e-01,-9.6219095266443788e-01,4.8660610723063918e-01,-1.4487970598950770e+00,-9.6219095266443788e-01,4.8660610723063918e-01,-1.4487970598950766e+00,-1.7722410226196955e-17,-6.6629772633315858e-18,6.5494440711735741e-02,9.9900189672155526e-02,3.2124206814406953e-01,3.0591297321580502e-05,1.4488276511923988e+00,0.0000000000000000e+00,-3.1422607997621821e-01,9.2518585385429716e-17,1.9950576980128388e-16,5.5511151231257827e-16,2.6462031600924285e-01,-1.9481145765763993e-17
69,2.4419443890892198e+00,6.7824035938368110e-01,1.0702095845207138e-01,-7.7715611723760958e-15,7.7715611723760958e-15,0.0000000000000000e+00,5.2259772310353230e-17,-3.9794005177507125e-01,2.0054664748667483e-01,-5.9848669926174614e-01,-3.9794005177507136e-01,1.1102230246251565e-16,6.9841438412658429e-18,-3.9794005177507130e-01,2.0054664748667486e-01,-5.9848669926174614e-01,-5.5511151231257827e-17,-2.6748429908423677e-01,3.9794005177507130e-01,2.6748429908423682e-01,0.0000000000000000e+00,1.0050267508054440e+00,6.7675912708542663e-01,-1.0050267508054440e+00,5.0820797472926404e-01,-1.5132347255347081e+00,-1.0050267508054440e+00,5.0820797472926404e-01,-1.5132347255347076e+00,-1.8363792880235263e-17,-1.2603833872878681e-17,6.7189634486163316e-02,1.0702117628738973e-01,3.3401743402414369e-01,2.0270068432637345e-05,1.5132549956031407e+00,0.0000000000000000e+00,-3.2826762372001739e-01,9.2518585385429716e-17,2.0285636086914786e-16,5.5511151231257827e-16,2.6251610013075821e-01,-1.8706791777537805e-17
