level,n_elem_target,n_elem_actual,n_c,h_eff,err_l2,ref_l2,rel_l2,rate,gap_shift_rel,min_gap,final_cone_margin_abs,contact_ok,t_build_s,t_solve_s,t_total_s,n_acc,n_rej
0,70,13070,25,1.749412e-01,9.558584e-04,9.099997e-03,0.105039,,5.996211e-01,-6.133770e-15,3.383093e-09,1,7.925,269.199,277.124,1,0
