node,s_true,xhat,yhat,delta_norm,gap,slip_phys,vn,vt,rn_MPa,rt_MPa,cone_margin_MPa,soc_res_norm,friction_power,class
0,-1.0000000000000000e+00,1.1500000000000000e+01,7.4019237886466840e+00,1.5775929157396684e-01,4.6748471293791542e-16,-1.0194201404514426e-03,1.4944981558719095e-15,-3.7903790657001153e-05,4.9699943600144998e+01,2.9819966159959421e+01,1.2757794820572599e-10,3.2391643199416425e-12,-3.2293992992170299e-05,sliding
1,-8.8465471307032695e-01,1.1326982069605490e+01,7.7015996347103908e+00,7.4064416052887411e-02,-3.2969286364094992e-15,-1.5593061876745327e-03,-3.2290928828407339e-16,-5.6390022365114840e-05,3.4888826347936813e+01,2.0933295808904074e+01,-1.4198775488694082e-10,4.0875686128223990e-12,-3.3726543395419016e-05,sliding
2,-7.5884103261400071e-01,1.1138261548921001e+01,8.0284731649667798e+00,4.1267677267787448e-02,-7.5567710097070825e-16,-1.9115500786730892e-03,1.2048196641745168e-17,-7.1456441216042043e-05,4.2410116295827038e+01,2.5446069777600879e+01,-1.0465583955010516e-10,3.0736923669311675e-12,-5.1951016835498325e-05,sliding
3,-6.5720835631901320e-01,1.0985812534478519e+01,8.2925226035449580e+00,4.9815420531149943e-02,3.2992060294651666e-15,-2.1367986862067759e-03,-3.6842545073773048e-17,-8.1712314427471344e-05,3.7968425485779335e+01,2.2781055291364371e+01,1.0322764865122736e-10,2.9449237136954606e-12,-5.3185507227359296e-05,sliding
4,-5.5566869842711841e-01,1.0833503047640678e+01,8.5563303732228437e+00,4.2251843546705871e-03,-2.2671972452987968e-15,-2.3237468334271986e-03,1.1927748556645607e-16,-8.9943289269193237e-05,4.0054770234493013e+01,2.4032862140750034e+01,-5.4225068879532046e-11,1.9033694229769188e-12,-6.1759847756917796e-05,sliding
5,-4.2216008768380298e-01,1.0633240131525705e+01,8.9031959188058813e+00,1.0509428018001864e-01,-2.3314683517128287e-15,-2.4752586104109524e-03,-5.2909574237060969e-16,-9.9201540843431050e-05,3.8933417592913976e+01,2.3360050555783051e+01,-3.4667380077735288e-11,6.4152683314485094e-13,-6.6210085980403615e-05,sliding
6,-2.9465464301593813e-01,1.0441981964523908e+01,9.2344647814154879e+00,1.1014392282728083e-01,3.0534106897717852e-15,-2.5785116484895228e-03,7.0826353950562831e-17,-1.0650642657118744e-04,4.0864366375870354e+01,2.4518619825478954e+01,4.3257841753074899e-11,9.5798702118715473e-13,-7.4611159487692415e-05,sliding
7,-1.6911467796275526e-01,1.0253672016944133e+01,9.5606271781942880e+00,1.7277260262764754e-01,5.5390469901653828e-16,-2.6479647171519316e-03,-2.4729804521447102e-16,-1.1087947221595420e-04,4.1710443627122913e+01,2.5026266176196188e+01,7.7559292321893736e-11,2.5740402907863938e-12,-7.9282833861503410e-05,sliding
8,-9.1321649691308071e-02,1.0136982474536962e+01,9.7627393943554708e+00,6.1034256279933571e-02,-2.2424011432431445e-15,-2.6925764400680422e-03,-1.7520368294186850e-16,-1.1322286377680182e-04,3.4139574523646253e+01,2.0483744714163244e+01,2.4506618956365855e-11,9.7606881958792712e-13,-6.6263663926013978e-05,sliding
9,-3.3306690738754696e-16,1.0000000000000000e+01,1.0000000000000000e+01,0.0000000000000000e+00,-4.4870941875725576e-15,-2.6979266893808842e-03,-5.1005777690856283e-16,-1.1323832921159217e-04,4.5214144547390859e+01,2.7128486728487101e+01,-5.2587267873605015e-11,1.8058076840300317e-12,-8.7770986033506603e-05,sliding
10,9.1498570642437160e-02,9.8627521440363441e+00,1.0237720259758946e+01,6.2153581647885682e-02,-1.8887796176612530e-15,-2.6875924883132140e-03,1.2342201777737136e-16,-1.1339459144329690e-04,3.4257352483439583e+01,2.0554411490068880e+01,-5.1301185521879233e-12,1.9863981509963065e-13,-6.6593116950679099e-05,sliding
11,1.6911467796275592e-01,9.7463279830558669e+00,1.0439372821805714e+01,1.7277260262764907e-01,2.2660655298642739e-15,-2.6379566242929029e-03,3.6415640468356880e-17,-1.1127900538556400e-04,4.1531197459545034e+01,2.4918718475671046e+01,5.5973004009501892e-11,1.0147965206988316e-12,-7.9226577355872899e-05,sliding
12,2.9465464301593736e-01,9.5580180354760937e+00,1.0765535218584510e+01,1.1014392282728237e-01,-2.7057349416548249e-15,-2.5611222176360744e-03,-3.6845790268752216e-16,-1.0722652429613672e-04,4.1037494128226250e+01,2.4622496477022867e+01,-8.7119644831545884e-11,2.1721721743884579e-12,-7.5433849049286669e-05,sliding
13,4.2216008768380342e-01,9.3667598684742952e+00,1.1096804081194119e+01,1.0509428018002018e-01,3.2698778193513609e-17,-2.4540818743134245e-03,-2.4373881277010845e-16,-1.0068352639455889e-04,3.9199912461303200e+01,2.3519947476693972e+01,8.7947427118706401e-11,2.7808228673499085e-12,-6.7659178644810178e-05,sliding
14,5.5566869842711797e-01,9.1664969523593225e+00,1.1443669626777154e+01,4.2251843546705871e-03,-1.7838107293360883e-15,-2.3023046488481274e-03,-1.0546957963115131e-16,-9.2386140206719979e-05,4.0009575190699614e+01,2.4005745114409933e+01,9.8339114629197866e-12,5.6809593735763464e-14,-6.3365660968761698e-05,sliding
15,6.6196402489295147e-01,9.0070539626605726e+00,1.1719832985846072e+01,4.4785088300303144e-02,1.9999265900304573e-16,-2.1169310523730172e-03,2.3416056420255682e-16,-8.5188795855076270e-05,3.8372090441456365e+01,2.3023254264984377e+01,-1.1056044968427159e-10,3.5349467835326852e-12,-5.6037808785693372e-05,sliding
16,7.6026692697338061e-01,8.8595996095399290e+00,1.1975231417248228e+01,4.4798278325681937e-02,-2.1224341728576235e-15,-1.9145184328341655e-03,5.3613035099755665e-16,-7.7318610629818364e-05,4.5100354306890402e+01,2.7060212584156147e+01,-2.1906032543483889e-11,1.3808437945347133e-12,-5.9778801152985142e-05,sliding
17,9.0226497429103980e-01,8.6466025385634406e+00,1.2344153166042862e+01,1.4356352253559765e-01,1.0088702634890554e-15,-1.6240325031066294e-03,2.9012572509354295e-17,-6.6222220037697553e-05,3.5122370228774933e+01,2.1073422137254592e+01,1.0366818514739862e-11,2.6261468762673626e-13,-3.9872251363444579e-05,sliding
18,9.4318757379202656e-01,8.5852186393119609e+00,1.2450473198313114e+01,2.1239429813404762e-01,8.0126346862127024e-02,-9.6854355941017941e-04,5.4747249423038412e-06,-3.6407345641199553e-05,0.0000000000000000e+00,-3.8857805861880479e-15,-3.8857805861880479e-15,1.1102230246251565e-16,4.0420273396346077e-21,open
