node,s_true,xhat,yhat,delta_norm,gap,slip_phys,vn,vt,rn_MPa,rt_MPa,cone_margin_MPa,soc_res_norm,friction_power,class
0,-9.8809971940356123e-01,1.1482149579105341e+01,7.4328416245727214e+00,5.5429581121478430e-02,-3.1011544804665038e-15,-6.4351726866986383e-04,1.0887185521602644e-15,-1.5537939054675176e-05,5.3633910580981741e+01,3.2180346348892066e+01,-3.0302516051960993e-10,8.6709559317756570e-12,-1.4286178866497821e-05,sliding
1,-8.9719836706570844e-01,1.1345797550598563e+01,7.6690102656615426e+00,2.1516707048713894e-02,3.4140306684124488e-15,-1.1087365134571944e-03,2.5458761075854153e-16,-2.7107892800038556e-05,3.6111284716682064e+01,2.1666770829979832e+01,2.9405811119431746e-11,1.7669783550982920e-12,-1.6781157170917019e-05,sliding
2,-7.8565725906743167e-01,1.1178485888601148e+01,7.9588025649398570e+00,5.5039501535040419e-02,3.3965885659625883e-15,-1.5092800600990323e-03,8.3076991466701777e-18,-3.7945894555814843e-05,4.1357341926421363e+01,2.4814405155996290e+01,-1.4347278920467943e-10,4.5944115292636072e-12,-2.6902994328991527e-05,sliding
3,-7.0615674304931875e-01,1.1059235114573978e+01,8.1653509643968292e+00,6.9218141163245622e-02,-6.1246404204135741e-16,-1.7218761210313232e-03,4.8553749657453092e-16,-4.4562614746751142e-05,4.3549634707686813e+01,2.6129780824891743e+01,-2.7965540994046023e-10,7.6795533975259467e-12,-3.3268895894762741e-05,sliding
4,-6.3856280001153110e-01,1.0957844200017297e+01,8.3409651798348765e+00,1.0025845855954243e-01,-1.0985376291013491e-15,-1.9413674959959269e-03,2.2585964131946468e-16,-5.0473393092952296e-05,3.6094956530820795e+01,2.1656973918531882e+01,-3.9406700125255156e-11,9.1456907793330370e-13,-3.1231455936967861e-05,sliding
5,-5.5246920185916104e-01,1.0828703802788741e+01,8.5646429091443608e+00,1.2114413872354826e-02,-2.0463231803491411e-15,-2.1205667812601533e-03,-1.6214857588407478e-17,-5.5534707179883955e-05,3.9725672574230238e+01,2.3835403544397021e+01,1.4112089274931350e-10,4.4443242333184487e-12,-3.7819775895784476e-05,sliding
6,-4.7634929426427630e-01,1.0714523941396415e+01,8.7624082302770425e+00,1.2870439705327599e-01,-1.9318031823291795e-16,-2.2048709622113590e-03,1.4373471488547673e-16,-5.9249130333932247e-05,4.3093177475692478e+01,2.5855906485611019e+01,-1.9553425545382197e-10,6.1213314383411463e-12,-4.3769713521940893e-05,sliding
7,-3.9773256122464240e-01,1.0596598841836963e+01,8.9666604942016299e+00,3.5925629923018558e-02,-2.2431450004302285e-15,-2.2854599214013342e-03,6.1951799179766395e-16,-6.3106483972855283e-05,3.4263902503975757e+01,2.0558341502437798e+01,-5.2345683343446581e-11,1.0516076150273359e-12,-3.7067561386630754e-05,sliding
8,-3.1843345240927423e-01,1.0477650178613912e+01,9.1726856223963562e+00,7.4261533772681937e-02,-2.1033522146218786e-15,-2.3403220762521484e-03,-5.4831830807559878e-16,-6.5437188571920900e-05,4.8035625112441686e+01,2.8821375067319156e+01,1.4585310736947577e-10,3.9439803747328030e-12,-5.3885421576634946e-05,sliding
9,-2.4704634668460579e-01,1.0370569520026908e+01,9.3581547635769819e+00,6.5174842849736736e-02,-3.3379487440586806e-15,-2.4016511589199535e-03,-2.1847520808530169e-16,-6.7533139881365733e-05,3.1266007634258699e+01,1.8759604580455338e+01,9.9880992365797283e-11,3.0871855050443010e-12,-3.6197000007171421e-05,sliding
