node,s_true,xhat,yhat,delta_norm,gap,slip_phys,vn,vt,rn_MPa,rt_MPa,cone_margin_MPa,soc_res_norm,friction_power,class
0,-9.2304046545782026e-01,1.1384560698186730e+01,7.6018705245775458e+00,1.5173998566320335e-01,-8.0838113980519211e-16,-6.9049045909233575e-04,2.7291401560533557e-16,-1.6355748473732904e-05,5.8668365452103679e+01,3.5201019271526789e+01,-2.6458479851498851e-10,1.4362684016281337e-11,-1.6449686206403336e-05,sliding
1,-8.4480345130264456e-01,1.1267205176953967e+01,7.8051362499014196e+00,9.8852119531352506e-02,1.2995696587836589e-15,-1.1729165047872569e-03,2.3408602530319844e-16,-2.8906903654349168e-05,4.0838817458210180e+01,2.4503290475042103e+01,-1.1599610161283636e-10,2.6597654811985368e-12,-2.0237550199330679e-05,sliding
2,-7.6873128138172775e-01,1.1153096922072592e+01,8.0027775449189811e+00,4.8356128061888319e-02,-4.0248022483996053e-16,-1.4937098219290990e-03,4.4919851258790056e-17,-3.7534726791941582e-05,3.8509490645855124e+01,2.3105694387264908e+01,2.4816415589157259e-10,6.3816739992478853e-12,-2.4779026461831042e-05,sliding
3,-6.9057632607566721e-01,1.1035864489113500e+01,8.2058300750990387e+00,4.4277375196819874e-02,3.4113699485942056e-16,-1.7156487484515153e-03,-1.9391972294439952e-16,-4.3630184777606451e-05,4.0557061445078361e+01,2.4334236867043757e+01,3.2578384434600594e-12,8.7235754045050329e-14,-3.0334492883747493e-05,sliding
4,-6.1627790698707796e-01,1.0924416860480617e+01,8.3988630302742617e+00,8.8722235506452141e-02,1.7592264450749795e-15,-1.8879289575242833e-03,-7.3485190371994080e-17,-4.8765634236847928e-05,4.0648480423873558e+01,2.4389088254264728e+01,5.9404925423223176e-11,1.6901131901464872e-12,-3.3981410205076509e-05,sliding
5,-5.0838454890647766e-01,1.0762576823359716e+01,8.6791781972664932e+00,7.8963442860800800e-02,1.3460474509708215e-15,-2.1103090230627100e-03,2.8763756581098344e-17,-5.5839238256800301e-05,3.7437969146217107e+01,2.2462781487798892e+01,-6.8627770133389276e-11,1.6257510736070919e-12,-3.5837274497361299e-05,sliding
6,-3.9453889012749976e-01,1.0591808335191249e+01,8.9749578951060034e+00,2.9038270822397461e-02,-1.5364058851901620e-15,-2.2654125574062735e-03,1.4297916149652590e-17,-6.0321516794885661e-05,4.0169592076027001e+01,2.4101755245697753e+01,-8.1552542496865499e-11,1.8028563701953860e-12,-4.1538698109702304e-05,sliding
7,-3.0326155626517803e-01,1.0454892334397767e+01,9.2121033648494564e+00,5.1257768769323676e-02,-4.8251742877537841e-16,-2.3464331033802867e-03,-1.6086739884668325e-16,-6.3270526262335897e-05,4.0747161221938725e+01,2.4448296733202838e+01,-3.9602099377589184e-11,1.4569472957998344e-12,-4.4195902872214031e-05,sliding
8,-2.2324064463727544e-01,1.0334860966955913e+01,9.4200037917607151e+00,2.8388771061782028e-02,-1.5386997231914279e-15,-2.4036219758767101e-03,-2.5913194252056085e-16,-6.5319876739708667e-05,3.8249726945169620e+01,2.2949836167118431e+01,-1.6658674439895549e-11,1.1330233173725738e-13,-4.2830870560933829e-05,sliding
9,-1.3764873863321925e-01,1.0206473107949829e+01,9.6423780866342437e+00,6.9949414198545556e-02,5.6839298892552570e-16,-2.4292939685784361e-03,4.2745009463419914e-16,-6.6614810201741671e-05,3.8804925007291708e+01,2.3282955004309208e+01,6.5814020899779280e-11,2.1374302151965965e-12,-4.4313989387078552e-05,sliding
