level,n_elem_target,n_elem_actual,n_c,h_eff,err_l2,ref_l2,rel_l2,rate,err_node_l2,ref_node_l2,rel_node_l2,gap_shift_rel,min_gap,final_cone_margin_abs,adjoint_rel,delassus_sym_rel,delassus_min_eig,patch_all_inf,soc_res_inf,max_friction_power_pos,n_open,n_sticking,n_sliding,n_other_active,contact_ok,t_build_s,t_solve_s,t_total_s,n_acc,n_rej
0,60,9462,22,2.056073e-01,8.586833e-04,4.455706e-03,0.192715,,1.588365e-03,8.309397e-03,0.191153,5.644742e-01,-3.753299e-15,9.187318e-11,9.155848e-16,1.099200e-01,8.574134e-02,6.661338e-16,3.263131e-12,3.436801e-21,1,0,21,0,1,4.506,158.114,162.621,1,0
