level,n_elem_target,n_elem_actual,n_c,h_eff,err_l2,ref_l2,rel_l2,rate,err_node_l2,ref_node_l2,rel_node_l2,gap_shift_rel,min_gap,final_cone_margin_abs,adjoint_rel,delassus_sym_rel,delassus_min_eig,patch_all_inf,soc_res_inf,max_friction_power_pos,n_open,n_sticking,n_sliding,n_other_active,contact_ok,t_build_s,t_solve_s,t_total_s,n_acc,n_rej
0,20,464,5,9.284767e-01,6.644872e-04,4.406457e-03,0.150799,,4.990178e-04,4.406717e-03,0.113240,8.082439e-15,-2.054161e-12,3.213572e-10,1.086391e-15,5.021173e-16,3.779915e-01,1.110223e-15,8.832749e-12,0.000000e+00,0,0,5,0,1,0.381,15.922,16.304,1,0
1,30,930,7,6.558258e-01,4.914902e-04,4.430160e-03,0.110942,0.867,4.140797e-04,5.120143e-03,0.080873,7.910566e-15,-5.080136e-15,5.075904e-10,2.008659e-15,4.696169e-16,2.690301e-01,1.332268e-15,1.111389e-11,0.000000e+00,0,0,7,0,1,0.486,72.408,72.894,1,0
2,40,1516,11,5.136655e-01,3.201269e-04,4.447113e-03,0.071985,1.755,3.339493e-04,6.298457e-03,0.053021,1.061558e-14,-5.969161e-12,7.219825e-10,2.338664e-15,8.175075e-16,1.723457e-01,4.440892e-16,1.773322e-11,0.000000e+00,0,0,11,0,1,0.820,67.499,68.319,1,0
3,50,2592,15,3.928371e-01,2.436172e-04,4.453084e-03,0.054708,1.018,3.208216e-04,7.283948e-03,0.044045,1.450576e-14,-5.253746e-15,4.327845e-10,2.625963e-15,1.283512e-15,1.274018e-01,4.440892e-16,9.520903e-12,0.000000e+00,0,0,15,0,1,1.543,93.230,94.773,1,0
4,60,3754,17,3.264246e-01,2.157665e-04,4.454705e-03,0.048436,0.656,3.141561e-04,7.728973e-03,0.040647,2.098719e-14,-2.993992e-15,4.510703e-10,4.184889e-15,3.098149e-15,1.127991e-01,1.332268e-15,8.962275e-12,0.000000e+00,0,0,17,0,1,2.495,128.962,131.457,1,0
5,70,5068,19,2.809388e-01,2.092647e-04,4.455869e-03,0.046964,0.204,3.411645e-04,8.149448e-03,0.041864,2.199733e-14,-6.945132e-15,2.592806e-10,4.058381e-15,2.574903e-15,1.012312e-01,1.332268e-15,8.457864e-12,0.000000e+00,0,0,19,0,1,3.760,167.444,171.204,1,0
